Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Circuit","Operate Range","Release Range","Current - Switching","Voltage - Switching AC","Voltage - Switching DC","Power - Rated","Operate Time","Release Time","Mounting Type","Termination Style","Length - Overall","Size - Body","Height Above Board","Operating Temperature","Capacitance","Current - Carry"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9161870022e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK16-B-2.jpg,374-1017-2-ND,MK16-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 400MA 200V,12500,0,"0.86710","0","2500","Tape & Reel (TR)","MK16","Active","Molded Body","SPST-NO","10 ~ 15AT","-","400mA (AC/DC)","200V","200V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.614"" (15.60mm)","0.457"" L x 0.091"" W x 0.091"" H (11.60mm x 2.30mm x 2.30mm)","0.094"" (2.40mm)","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9161870022e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK16-B-2.jpg,374-1017-1-ND,MK16-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 400MA 200V,14487,0,"1.87000","0","1","Cut Tape (CT)","MK16","Active","Molded Body","SPST-NO","10 ~ 15AT","-","400mA (AC/DC)","200V","200V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.614"" (15.60mm)","0.457"" L x 0.091"" W x 0.091"" H (11.60mm x 2.30mm x 2.30mm)","0.094"" (2.40mm)","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9161870022e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK16-B-2.jpg,374-1017-6-ND,MK16-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 400MA 200V,14487,0,"Digi-Reel","0","1","Digi-Reel®","MK16","Active","Molded Body","SPST-NO","10 ~ 15AT","-","400mA (AC/DC)","200V","200V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.614"" (15.60mm)","0.457"" L x 0.091"" W x 0.091"" H (11.60mm x 2.30mm x 2.30mm)","0.094"" (2.40mm)","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9161870023e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK16-C-2.jpg,374-1019-2-ND,MK16-C-2,Standex-Meder Electronics,SWITCH REED SPST-NO 400MA 200V,5000,0,"0.86710","0","2500","Tape & Reel (TR)","MK16","Active","Molded Body","SPST-NO","15 ~ 20AT","-","400mA (AC/DC)","200V","200V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.614"" (15.60mm)","0.457"" L x 0.091"" W x 0.091"" H (11.60mm x 2.30mm x 2.30mm)","0.094"" (2.40mm)","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9161870023e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK16-C-2.jpg,374-1019-1-ND,MK16-C-2,Standex-Meder Electronics,SWITCH REED SPST-NO 400MA 200V,8672,0,"1.87000","0","1","Cut Tape (CT)","MK16","Active","Molded Body","SPST-NO","15 ~ 20AT","-","400mA (AC/DC)","200V","200V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.614"" (15.60mm)","0.457"" L x 0.091"" W x 0.091"" H (11.60mm x 2.30mm x 2.30mm)","0.094"" (2.40mm)","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9161870023e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK16-C-2.jpg,374-1019-6-ND,MK16-C-2,Standex-Meder Electronics,SWITCH REED SPST-NO 400MA 200V,8672,0,"Digi-Reel","0","1","Digi-Reel®","MK16","Active","Molded Body","SPST-NO","15 ~ 20AT","-","400mA (AC/DC)","200V","200V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.614"" (15.60mm)","0.457"" L x 0.091"" W x 0.091"" H (11.60mm x 2.30mm x 2.30mm)","0.094"" (2.40mm)","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-mk23-series-reed-sensor/,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK23-80-B-2.jpg,374-1072-2-ND,MK23-80-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 170V,5000,0,"0.99180","0","2500","Tape & Reel (TR)","MK23","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","170V","170V","10W","0.6ms","0.1ms","Surface Mount","Gull Wing","0.512"" (13.00mm)","0.071"" Dia x 0.276"" L (1.80mm x 7.00mm)","-","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-mk23-series-reed-sensor/,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK23-80-B-2.jpg,374-1072-1-ND,MK23-80-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 170V,6276,0,"1.88000","0","1","Cut Tape (CT)","MK23","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","170V","170V","10W","0.6ms","0.1ms","Surface Mount","Gull Wing","0.512"" (13.00mm)","0.071"" Dia x 0.276"" L (1.80mm x 7.00mm)","-","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-mk23-series-reed-sensor/,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK23-80-B-2.jpg,374-1072-6-ND,MK23-80-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 170V,6276,0,"Digi-Reel","0","1","Digi-Reel®","MK23","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","170V","170V","10W","0.6ms","0.1ms","Surface Mount","Gull Wing","0.512"" (13.00mm)","0.071"" Dia x 0.276"" L (1.80mm x 7.00mm)","-","-40°C ~ 130°C","0.2pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/45/4500832530e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/PR126303501.jpg,374-1351-ND,SW PR126/25-30 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 1.5A 300V,6240,0,"1.02000","0","1","Bulk","PR126","Active","Glass Body","SPST-NO","25 ~ 30AT","16 ~ 23AT","1.5A (AC/DC)","300V","300V","70VA","0.8ms","0.1ms","Through Hole","Axial","2.126"" (54.00mm)","0.098"" Dia x 0.799"" L (2.50mm x 20.30mm)","-","-40°C ~ 130°C","0.3pF","2.5A (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switch_flex-14_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/FLEX-14-Series.jpg,HE557-ND,FLEX-14-20-25,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,54811,0,"1.08000","0","1","Bulk","FLEX-14","Active","Glass Body","SPST-NO","20 ~ 25AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.55ms","0.2ms","Through Hole","Axial","1.744"" (44.30mm)","0.090"" Dia x 0.551"" L (2.28mm x 14.00mm)","-","-40°C ~ 125°C","0.2pF","1A (DC)"
//media.digikey.com/pdf/Data%20Sheets/Hamlin%20PDFs/MDSR-4.pdf,//media.digikey.com/photos/Hamlin%20Photos/MDSR-4 12-23.JPG,HE502-ND,MDSR-4-12-23,Littelfuse Inc.,SWITCH REED SPST-NO 500MA 200V,8982,0,"1.23000","0","1","Bulk","MDSR-4","Active","Glass Body","SPST-NO","12 ~ 23AT","-","500mA (DC)","-","200V","10W","0.6ms","0.2ms","Through Hole","Axial","1.590"" (40.39mm)","0.090"" Dia x 0.600"" L (2.28mm x 15.24mm)","-","-40°C ~ 125°C","0.2pF","1.2A (DC)"
https://www.comus-intl.com/wp-content/uploads/2017/04/RI-80SMDM.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80SMDM-J.jpg,1835-1163-2-ND,RI80SMDM-0510-J1,Comus International,SWITCH REED SPST-NO 250MA 140V,16000,0,"1.23250","0","2000","Tape & Reel (TR)","RI-80","Active","Molded Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","175V","5W","0.35ms","0.02ms","Surface Mount","J Lead","0.295"" (7.49mm)","0.275"" L x 0.091"" W x 0.091"" H (7.00mm x 2.31mm x 2.31mm)","0.095"" (2.41mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2017/04/RI-80SMDM.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80SMDM-J.jpg,1835-1163-1-ND,RI80SMDM-0510-J1,Comus International,SWITCH REED SPST-NO 250MA 140V,18875,0,"2.34000","0","1","Cut Tape (CT)","RI-80","Active","Molded Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","175V","5W","0.35ms","0.02ms","Surface Mount","J Lead","0.295"" (7.49mm)","0.275"" L x 0.091"" W x 0.091"" H (7.00mm x 2.31mm x 2.31mm)","0.095"" (2.41mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2017/04/RI-80SMDM.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80SMDM-J.jpg,1835-1163-6-ND,RI80SMDM-0510-J1,Comus International,SWITCH REED SPST-NO 250MA 140V,18875,0,"Digi-Reel","0","1","Digi-Reel®","RI-80","Active","Molded Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","175V","5W","0.35ms","0.02ms","Surface Mount","J Lead","0.295"" (7.49mm)","0.275"" L x 0.091"" W x 0.091"" H (7.00mm x 2.31mm x 2.31mm)","0.095"" (2.41mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2017/04/RI-80SMDM.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80SMDM-G.jpg,1835-1161-2-ND,RI80SMDM-0510-G1,Comus International,SWITCH REED SPST-NO 250MA 140V,10000,0,"1.23250","0","2000","Tape & Reel (TR)","RI-80","Active","Molded Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","175V","5W","0.35ms","0.02ms","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.095"" (2.41mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2017/04/RI-80SMDM.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80SMDM-G.jpg,1835-1161-1-ND,RI80SMDM-0510-G1,Comus International,SWITCH REED SPST-NO 250MA 140V,11643,0,"2.34000","0","1","Cut Tape (CT)","RI-80","Active","Molded Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","175V","5W","0.35ms","0.02ms","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.095"" (2.41mm)","-40°C ~ 125°C","-","500mA (DC)"
https://www.comus-intl.com/wp-content/uploads/2017/04/RI-80SMDM.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80SMDM-G.jpg,1835-1161-6-ND,RI80SMDM-0510-G1,Comus International,SWITCH REED SPST-NO 250MA 140V,11643,0,"Digi-Reel","0","1","Digi-Reel®","RI-80","Active","Molded Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","175V","5W","0.35ms","0.02ms","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.095"" (2.41mm)","-40°C ~ 125°C","-","500mA (DC)"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/59045_050-010.pdf,//media.digikey.com/photos/Hamlin%20Photos/59050-010.jpg,59050-010-ND,59050-010,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,10788,0,"1.30000","0","1","Bulk","59050","Active","Molded Body","SPST-NO","10 ~ 20AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Through Hole","PC Pin","0.900"" (22.86mm)","0.900"" L x 0.170"" W x 0.180"" H (22.86mm x 4.32mm x 4.57mm)","0.180"" (4.57mm)","-40°C ~ 105°C","0.3pF","1A (DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-oki-reed-switch-ord229/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/ORD229-2025.jpg,374-1090-ND,ORD 229/20-25 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 300V,7842,0,"1.33000","0","1","Bulk","ORD","Active","Glass Body","SPST-NO","20 ~ 25AT","-","500mA (AC), 700mA (DC)","300V","350V","50W","0.6ms","0.05ms","Through Hole","Axial","2.181"" (55.40mm)","0.108"" Dia x 0.827"" L (2.75mm x 21.00mm)","-","-","0.5pF","2.5A (AC/DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-80GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI80.jpg,1835-1027-ND,RI-80GP0510,Comus International,SWITCH REED SPST-NO 250MA 140V,68907,0,"1.37000","0","1","Bulk","RI-80","Active","Glass Body","SPST-NO","5 ~ 10AT","-","250mA (AC), 350mA (DC)","140V","200V","5W","0.35ms","0.02ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.197"" L (1.80mm x 5.00mm)","-","-55°C ~ 125°C","0.45pF","500mA (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsm_dt_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDSM-DTR%5E20-25AT.jpg,HE563TR-ND,MDSM-DTR-20-25,Littelfuse Inc.,SWITCH REED SPDT 180MA 120V,20000,0,"1.40060","0","2500","Tape & Reel (TR)","MDSM-DT","Active","Glass Body","SPDT","20 ~ 25AT","-","180mA (AC), 250mA (DC)","120V","175V","5W","0.7ms","1ms","Surface Mount","Gull Wing","1.000"" (25.40mm)","0.100"" Dia x 0.580"" L (2.54mm x 14.73mm)","0.101"" (2.56mm)","-40°C ~ 125°C","1pF","1.5A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsm_dt_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDSM-DTR%5E20-25AT.jpg,HE563CT-ND,MDSM-DTR-20-25,Littelfuse Inc.,SWITCH REED SPDT 180MA 120V,20621,0,"2.64000","0","1","Cut Tape (CT)","MDSM-DT","Active","Glass Body","SPDT","20 ~ 25AT","-","180mA (AC), 250mA (DC)","120V","175V","5W","0.7ms","1ms","Surface Mount","Gull Wing","1.000"" (25.40mm)","0.100"" Dia x 0.580"" L (2.54mm x 14.73mm)","0.101"" (2.56mm)","-40°C ~ 125°C","1pF","1.5A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdsm_dt_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDSM-DTR%5E20-25AT.jpg,HE563DKR-ND,MDSM-DTR-20-25,Littelfuse Inc.,SWITCH REED SPDT 180MA 120V,20621,0,"Digi-Reel","0","1","Digi-Reel®","MDSM-DT","Active","Glass Body","SPDT","20 ~ 25AT","-","180mA (AC), 250mA (DC)","120V","175V","5W","0.7ms","1ms","Surface Mount","Gull Wing","1.000"" (25.40mm)","0.100"" Dia x 0.580"" L (2.54mm x 14.73mm)","0.101"" (2.56mm)","-40°C ~ 125°C","1pF","1.5A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mlrr_4_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/MLRR-4%2017-23.JPG,HE540-ND,MLRR-4-17-23,Littelfuse Inc.,SWITCH REED SPST-NO 700MA 140V,12657,0,"1.48000","0","1","Bulk","MLRR-4","Active","Glass Body","SPST-NO","17 ~ 23AT","-","700mA (AC), 1A (DC)","140V","200V","20W","0.6ms","0.2ms","Through Hole","Axial","1.590"" (40.39mm)","0.105"" Dia x 0.600"" L (2.66mm x 15.24mm)","-","-40°C ~ 125°C","0.4pF","1A (DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9171800022e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK17-B-2.jpg,374-1021-2-ND,MK17-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 170V,6000,0,"1.66460","0","2000","Tape & Reel (TR)","MK17","Active","Molded Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","170V","170V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.484"" (12.30mm)","0.335"" L x 0.083"" W x 0.083"" H (8.50mm x 2.10mm x 2.10mm)","0.083"" (2.10mm)","-40°C ~ 130°C","0.4pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9171800022e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK17-B-2.jpg,374-1021-1-ND,MK17-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 170V,9746,0,"3.16000","0","1","Cut Tape (CT)","MK17","Active","Molded Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","170V","170V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.484"" (12.30mm)","0.335"" L x 0.083"" W x 0.083"" H (8.50mm x 2.10mm x 2.10mm)","0.083"" (2.10mm)","-40°C ~ 130°C","0.4pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/91/9171800022e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/MK17-B-2.jpg,374-1021-6-ND,MK17-B-2,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 170V,9746,0,"Digi-Reel","0","1","Digi-Reel®","MK17","Active","Molded Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","170V","170V","10W","0.6ms","0.05ms","Surface Mount","Gull Wing","0.484"" (12.30mm)","0.335"" L x 0.083"" W x 0.083"" H (8.50mm x 2.10mm x 2.10mm)","0.083"" (2.10mm)","-40°C ~ 130°C","0.4pF","500mA (AC/DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20ORANGE%20SERIES%20SECTION%201.jpg,306-1148-2-ND,CT05-3050-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,216000,0,"1.73983","0","2000","Tape & Reel (TR)","CT05","Active","Molded Body","SPST-NO","30 ~ 50AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20ORANGE%20SERIES%20SECTION%201.jpg,306-1148-1-ND,CT05-3050-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,217449,0,"3.30000","0","1","Cut Tape (CT)","CT05","Active","Molded Body","SPST-NO","30 ~ 50AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20ORANGE%20SERIES%20SECTION%201.jpg,306-1148-6-ND,CT05-3050-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,217449,0,"Digi-Reel","0","1","Digi-Reel®","CT05","Active","Molded Body","SPST-NO","30 ~ 50AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20GREEN%20SERIES%20SECTION%201.jpg,306-1151-2-ND,CT05-1535-J1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,192000,0,"1.73983","0","2000","Tape & Reel (TR)","CT05","Active","Molded Body","SPST-NO","15 ~ 35AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","J Lead","0.298"" (7.57mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20GREEN%20SERIES%20SECTION%201.jpg,306-1151-1-ND,CT05-1535-J1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,193351,0,"3.30000","0","1","Cut Tape (CT)","CT05","Active","Molded Body","SPST-NO","15 ~ 35AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","J Lead","0.298"" (7.57mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20GREEN%20SERIES%20SECTION%201.jpg,306-1151-6-ND,CT05-1535-J1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,193351,0,"Digi-Reel","0","1","Digi-Reel®","CT05","Active","Molded Body","SPST-NO","15 ~ 35AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","J Lead","0.298"" (7.57mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20ORANGE%20SERIES%20SECTION%201.jpg,306-1149-2-ND,CT05-1535-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,118000,0,"1.73983","0","2000","Tape & Reel (TR)","CT05","Active","Molded Body","SPST-NO","15 ~ 35AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20ORANGE%20SERIES%20SECTION%201.jpg,306-1149-1-ND,CT05-1535-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,119717,0,"3.30000","0","1","Cut Tape (CT)","CT05","Active","Molded Body","SPST-NO","15 ~ 35AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20ORANGE%20SERIES%20SECTION%201.jpg,306-1149-6-ND,CT05-1535-G1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,119717,0,"Digi-Reel","0","1","Digi-Reel®","CT05","Active","Molded Body","SPST-NO","15 ~ 35AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","Gull Wing","0.376"" (9.55mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20GREEN%20SERIES%20SECTION%201.jpg,306-1150-2-ND,CT05-3050-J1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,0,0,"1.73983","0","2000","Tape & Reel (TR)","CT05","Active","Molded Body","SPST-NO","30 ~ 50AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","J Lead","0.298"" (7.57mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20GREEN%20SERIES%20SECTION%201.jpg,306-1150-1-ND,CT05-3050-J1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,1590,0,"3.30000","0","1","Cut Tape (CT)","CT05","Active","Molded Body","SPST-NO","30 ~ 50AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","J Lead","0.298"" (7.57mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
https://cotorelay.com/wp-content/uploads/2014/09/CT05_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/CT05%20GREEN%20SERIES%20SECTION%201.jpg,306-1150-6-ND,CT05-3050-J1,Coto Technology,SWITCH REED SPST-NO 250MA 100V,1590,0,"Digi-Reel","0","1","Digi-Reel®","CT05","Active","Molded Body","SPST-NO","30 ~ 50AT","-","250mA (AC), 350mA (DC)","100V","140V","5W","-","-","Surface Mount","J Lead","0.298"" (7.57mm)","0.252"" L x 0.091"" W x 0.091"" H (6.40mm x 2.31mm x 2.31mm)","0.094"" (2.40mm)","-40°C ~ 125°C","-","500mA (DC)"
