Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Output Type","Voltage - Input","Voltage - Load","Load Current","On-State Resistance (Max)","Termination Style","Package / Case","Supplier Device Package"
https://www.infineon.com/dgdl/pvn012.pdf?fileId=5546d462533600a401535683f185294d,//media.digikey.com/Renders/International%20Rectifier%20Renders/6-SMT.jpg,PVN012S-TPBFCT-ND,PVN012S-TPBF,Infineon Technologies,SSR RELAY SPST-NO 2.5A 0-20V,1114,0,"7.61000","0","1","Cut Tape (CT)","PVN, HEXFET®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 20V","2.5A","100 mOhms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMT"
https://www.infineon.com/dgdl/pvn012.pdf?fileId=5546d462533600a401535683f185294d,//media.digikey.com/Renders/International%20Rectifier%20Renders/6-SMT.jpg,PVN012S-TPBFDKR-ND,PVN012S-TPBF,Infineon Technologies,SSR RELAY SPST-NO 2.5A 0-20V,1114,0,"Digi-Reel","0","1","Digi-Reel®","PVN, HEXFET®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 20V","2.5A","100 mOhms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMT"
https://docs.broadcom.com/docs/AV02-0036EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ASSR-1511-301E.JPG,516-2366-5-ND,ASSR-1511-301E,Broadcom Limited,SSR RELAY SPST-NO 1A 0-60V,6235,0,"4.36000","0","1","Tube","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","1A","500 mOhms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-DIP Gull Wing"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_fgs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3866-2-ND,AQY212FG2SX,Panasonic Electric Works,SSR RELAY SPST-NO 1.25A 0-60V,6000,0,"4.41000","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.4VDC","0V ~ 60V","1.25A","500 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_fgs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3866-1-ND,AQY212FG2SX,Panasonic Electric Works,SSR RELAY SPST-NO 1.25A 0-60V,6695,0,"8.32000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.4VDC","0V ~ 60V","1.25A","500 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_fgs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-3866-6-ND,AQY212FG2SX,Panasonic Electric Works,SSR RELAY SPST-NO 1.25A 0-60V,6695,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.4VDC","0V ~ 60V","1.25A","500 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_202j1.pdf,//media.digikey.com/renders/Omron%20Elect%20Renders/8-SOP%20PKG.jpg,Z2509-ND,G3VM-202J1,Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 200MA 0-200V,13131,4800,"4.54000","0","1","Tube","G3VM","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.15VDC","0V ~ 200V","200mA","8 Ohms","Gull Wing","8-SOP (0.173"", 4.40mm Width)","8-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_m_cr10.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AQY225R2V.jpg,255-2397-2-ND,AQY221N2M1Y,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-40V,3000,1000,"4.55000","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","120mA","12.5 Ohms","SMD (SMT) Tab","4-SMD (0.116"", 2.95mm)","4-SON"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_m_cr10.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AQY225R2V.jpg,255-2397-1-ND,AQY221N2M1Y,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-40V,3931,1000,"8.58000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","120mA","12.5 Ohms","SMD (SMT) Tab","4-SMD (0.116"", 2.95mm)","4-SON"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_41lr6.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/39-4-SSOP-SMD.jpg,Z1626TR-ND,G3VM-41LR6(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-40V,3500,0,"4.63650","0","500","Tape & Reel (TR)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 40V","120mA","15 Ohms","SMD (SMT) Tab","4-SMD (0.165"", 4.20mm)","4-SSOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_41lr6.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/39-4-SSOP-SMD.jpg,Z1626CT-ND,G3VM-41LR6(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-40V,3714,0,"8.16000","0","1","Cut Tape (CT)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 40V","120mA","15 Ohms","SMD (SMT) Tab","4-SMD (0.165"", 4.20mm)","4-SSOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_41lr6.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/39-4-SSOP-SMD.jpg,Z1626DKR-ND,G3VM-41LR6(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-40V,3714,0,"Digi-Reel","0","1","Digi-Reel®","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 40V","120mA","15 Ohms","SMD (SMT) Tab","4-SMD (0.165"", 4.20mm)","4-SSOP"
http://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_v_cr10.pdf,"//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/4-SMD%20(0.175,%204.45mm).JPG",255-3592-2-ND,AQY221R6VY,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-30V,45500,0,"4.67500","0","3500","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 30V","1A","350 mOhms","SMD (SMT) Tab","4-SMD (0.175"", 4.45mm)","4-SSOP"
http://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_v_cr10.pdf,"//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/4-SMD%20(0.175,%204.45mm).JPG",255-3592-1-ND,AQY221R6VY,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-30V,48063,0,"8.98000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 30V","1A","350 mOhms","SMD (SMT) Tab","4-SMD (0.175"", 4.45mm)","4-SSOP"
http://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_v_cr10.pdf,"//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/4-SMD%20(0.175,%204.45mm).JPG",255-3592-6-ND,AQY221R6VY,Panasonic Electric Works,SSR RELAY SPST-NO 1A 0-30V,48063,0,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 30V","1A","350 mOhms","SMD (SMT) Tab","4-SMD (0.175"", 4.45mm)","4-SSOP"
https://docs.broadcom.com/docs/AV02-0036EN,//media.digikey.com/photos/Avago%20Tech%20Photos/ASSR-1510-003E.JPG,516-2007-ND,ASSR-1510-003E,Broadcom Limited,SSR RELAY SPST-NO 1A 0-60V,15157,0,"4.68000","0","1","Tube","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","1A","500 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SO"
http://www.ixysic.com/home/pdfs.nsf/0/7F42BDEF3B9B89EE85256A2C00635699/$file/LCA710.pdf,//media.digikey.com/photos/Clare%20Photos/212-6-DIP.jpg,CLA181-ND,LCA710,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 1A 0-60V,620,0,"4.76000","0","1","Tube","LCA, OptoMOS®","Active","Through Hole","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 60V","1A","500 mOhms","PC Pin","6-DIP (0.300"", 7.62mm)","6-DIP"
https://docs.broadcom.com/docs/AV02-1181EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ASSR-1511-001E.jpg,516-2192-5-ND,ASSR-1611-001E,Broadcom Limited,SSR RELAY SPST-NO 2.5A 0-60V,2112,0,"4.85000","0","1","Tube","ASSR","Active","Through Hole","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","2.5A","100 mOhms","PC Pin","6-DIP (0.300"", 7.62mm)","6-DIP"
https://docs.broadcom.com/docs/AV02-1181EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ASSR-1611-301E.jpg,516-2367-5-ND,ASSR-1611-301E,Broadcom Limited,SSR RELAY SPST-NO 2.5A 0-60V,15634,0,"4.90000","0","1","Tube","ASSR","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.3VDC","0V ~ 60V","2.5A","100 mOhms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-DIP Gull Wing"
http://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_v_cr10.pdf,"//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/4-SMD%20(0.175,%204.45mm).JPG",255-1794-5-ND,AQY221N2V,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-40V,8550,0,"4.92000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","120mA","12.5 Ohms","SMD (SMT) Tab","4-SMD (0.175"", 4.45mm)","4-SSOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_m_cr10.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AQY225R2V.jpg,255-2396-2-ND,AQY221R2M1Y,Panasonic Electric Works,SSR RELAY SPST-NO 250MA 0-40V,27000,0,"4.92800","0","1000","Tape & Reel (TR)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","250mA","1.25 Ohms","SMD (SMT) Tab","4-SMD (0.116"", 2.95mm)","4-SON"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_m_cr10.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AQY225R2V.jpg,255-2396-1-ND,AQY221R2M1Y,Panasonic Electric Works,SSR RELAY SPST-NO 250MA 0-40V,28016,1500,"9.29000","0","1","Cut Tape (CT)","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","250mA","1.25 Ohms","SMD (SMT) Tab","4-SMD (0.116"", 2.95mm)","4-SON"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_m_cr10.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AQY225R2V.jpg,255-2396-6-ND,AQY221R2M1Y,Panasonic Electric Works,SSR RELAY SPST-NO 250MA 0-40V,28016,1500,"Digi-Reel","0","1","Digi-Reel®","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","250mA","1.25 Ohms","SMD (SMT) Tab","4-SMD (0.116"", 2.95mm)","4-SON"
http://www.ixysic.com/home/pdfs.nsf/0/D4D22906656FCF5C8525749B004957B8/$file/LCA717.pdf,//media.digikey.com/Photos/IXYS%20Photos/LCB110STR.jpg,CLA324-ND,LCA717S,IXYS Integrated Circuits Division,SSR RELAY SPST-NO 2A 0-30V,1593,0,"4.93000","0","1","Tube","LCA, OptoMOS®","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.2VDC","0V ~ 30V","2A","150 mOhms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_s_cr10.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-2150-5-ND,AQY221R2S,Panasonic Electric Works,SSR RELAY SPST-NO 250MA 0-40V,7603,0,"5.04000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","250mA","1.25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_hs1a_aqy23_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-4246-5-ND,AQY230S,Panasonic Electric Works,SSR RELAY SPST-NO 120MA 0-350V,1071,0,"5.04000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.25VDC","0V ~ 350V","120mA","25 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://docs.broadcom.com/docs/AV02-0241EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ASSR-1228-302E.jpg,516-2365-5-ND,ASSR-1420-302E,Broadcom Limited,SSR RELAY SPST-NO 600MA 0-60V,1056,0,"5.08000","0","1","Tube","ASSR","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.3VDC","0V ~ 60V","600mA","1 Ohms","Gull Wing","8-SMD (0.300"", 7.62mm)","8-DIP Gull Wing"
http://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_rf1a_aqy22_v_cr10.pdf,"//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/4-SMD%20(0.175,%204.45mm).JPG",255-2884-5-ND,AQY221R2V,Panasonic Electric Works,SSR RELAY SPST-NO 250MA 0-40V,6755,0,"5.09000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC (RF)","1.14VDC","0V ~ 40V","250mA","1.25 Ohms","SMD (SMT) Tab","4-SMD (0.175"", 4.45mm)","4-SSOP"
http://www.vishay.com/docs/83821/lh1522ab.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,LH1522AB-ND,LH1522AB,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 120MA 0-200V,7869,0,"5.14000","0","1","Tube","LH1522","Active","Through Hole","SPST-NO (1 Form A) x 2","AC, DC","1.26VDC","0V ~ 200V","120mA","10 Ohms","PC Pin","8-DIP (0.300"", 7.62mm)","8-DIP"
http://www.vishay.com/docs/83821/lh1522ab.pdf,//media.digikey.com/photos/Vishay%20Semiconductors/LH1522AAC.JPG,LH1522AAC-ND,LH1522AAC,Vishay Semiconductor Opto Division,SSR RELAY SPST-NO 120MA 0-200V,3875,0,"5.14000","0","1","Tube","LH1522","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.26VDC","0V ~ 200V","120mA","10 Ohms","Gull Wing","8-SMD (0.300"", 7.62mm)","8-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu2a_aqw21.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,255-1965-ND,AQW212,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,3543,0,"5.16000","0","1","Tube","PhotoMOS™ AQW","Active","Through Hole","SPST-NO (1 Form A) x 2","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","PC Pin","8-DIP (0.300"", 7.62mm)","8-DIP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu2a_aqw21.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-8-SMT.jpg,255-1560-5-ND,AQW212A,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,1891,0,"5.16000","0","1","Tube","PhotoMOS™ AQW","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","8-SMD (0.300"", 7.62mm)","8-SMD"
http://www.vishay.com/docs/83806/lh1502ba.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,LH1502BB-ND,LH1502BB,Vishay Semiconductor Opto Division,RELAY SPST-NO/NC 150MA 0-350V,2071,0,"5.18000","0","1","Tube","LH1502","Active","Through Hole","SPST-NO + SPST-NC (1 Form A and B)","AC, DC","1.26VDC","0V ~ 350V","150mA","20 Ohms","PC Pin","8-DIP (0.300"", 7.62mm)","8-DIP"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_gu1a_aqv21_s.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/PhotoMOS-AQV-Series_6-SOP.jpg,255-1150-5-ND,AQV212S,Panasonic Electric Works,SSR RELAY SPST-NO 500MA 0-60V,3272,75,"5.26000","0","1","Tube","PhotoMOS™ AQV","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","6-SOP (0.173"", 4.40mm)","6-SOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_hr2.pdf,//media.digikey.com/renders/Omron%20Elect%20Renders/6-SOP%20PKG.jpg,Z6608TR-ND,G3VM-101HR1(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 2A 0-100V,2500,0,"5.26050","0","500","Tape & Reel (TR)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.33VDC","0V ~ 100V","2A","70 mOhms","Gull Wing","6-SOP (0.173"", 4.40mm)","6-SOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_hr2.pdf,//media.digikey.com/renders/Omron%20Elect%20Renders/6-SOP%20PKG.jpg,Z6608CT-ND,G3VM-101HR1(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 2A 0-100V,3120,0,"9.26000","0","1","Cut Tape (CT)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.33VDC","0V ~ 100V","2A","70 mOhms","Gull Wing","6-SOP (0.173"", 4.40mm)","6-SOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_hr2.pdf,//media.digikey.com/renders/Omron%20Elect%20Renders/6-SOP%20PKG.jpg,Z6608DKR-ND,G3VM-101HR1(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 2A 0-100V,3120,0,"Digi-Reel","0","1","Digi-Reel®","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.33VDC","0V ~ 100V","2A","70 mOhms","Gull Wing","6-SOP (0.173"", 4.40mm)","6-SOP"
https://industrial.panasonic.com/ac/cdn/e/control/relay/photomos/catalog/semi_eng_gu1a_aqy21_gs.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-5188-ND,AQY212G2S,Panasonic Electric Works,SSR RELAY SPST-NO 1.25A 0-60V,3698,0,"5.28000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.32VDC","0V ~ 60V","1.25A","500 mOhms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
http://www.ixysic.com/home/pdfs.nsf/www/LCB710.pdf/$file/LCB710.pdf,//media.digikey.com/Photos/Clare%20Photos/212-6-SMD.jpg,CLA369-ND,LCB710S,IXYS Integrated Circuits Division,SSR RELAY SPST-NC 1A 0-60V,12739,0,"5.32000","0","1","Tube","LCB, OptoMOS®","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.2VDC","0V ~ 60V","1A","600 mOhms","Gull Wing","6-SMD (0.300"", 7.62mm)","6-SMD"
https://www3.panasonic.biz/ac/e_download/control/relay/photomos/catalog/semi_eng_dimensions.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/255-4-SOP.jpg,255-2697-ND,AQY412S,Panasonic Electric Works,SSR RELAY SPST-NC 500MA 0-60V,4279,0,"5.34000","0","1","Tube","PhotoMOS™ AQY","Active","Surface Mount","SPST-NC (1 Form B)","AC, DC","1.14VDC","0V ~ 60V","500mA","2.5 Ohms","Gull Wing","4-SOP (0.173"", 4.40mm)","4-SOP"
https://www3.panasonic.biz/ac/e_download/control/relay/solid-state/catalog/semi_eng_aqg.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AQG22105.JPG,255-2102-5-ND,AQG22105,Panasonic Electric Works,SSR RELAY SPST-NO 2A 75-264V,1145,0,"5.38000","0","1","Tube","AQ-G","Active","Through Hole","SPST-NO (1 Form A)","AC, Zero Cross","4 ~ 6VDC","75V ~ 264V","2A","-","PC Pin","4-SIP","4-SIP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_62j1.pdf,//media.digikey.com/renders/Omron%20Elect%20Renders/8-SOP%20PKG.jpg,Z2109-ND,G3VM-62J1,Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 400MA 0-60V,15611,0,"5.57000","0","1","Tube","G3VM","Active","Surface Mount","SPST-NO (1 Form A) x 2","AC, DC","1.15VDC","0V ~ 60V","400mA","2 Ohms","Gull Wing","8-SOP (0.173"", 4.40mm Width)","8-SOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_41lr10.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/39-4-SSOP-SMD.jpg,Z3097TR-ND,G3VM-41LR10-TR05,Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-40V,4500,0,"5.73660","0","500","Tape & Reel (TR)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.35VDC","0V ~ 40V","120mA","14 Ohms","SMD (SMT) Tab","4-SMD (0.165"", 4.20mm)","4-SSOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_41lr10.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/39-4-SSOP-SMD.jpg,Z3097CT-ND,G3VM-41LR10-TR05,Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-40V,4965,0,"10.10000","0","1","Cut Tape (CT)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.35VDC","0V ~ 40V","120mA","14 Ohms","SMD (SMT) Tab","4-SMD (0.165"", 4.20mm)","4-SSOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_41lr10.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/39-4-SSOP-SMD.jpg,Z3097DKR-ND,G3VM-41LR10-TR05,Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-40V,4965,0,"Digi-Reel","0","1","Digi-Reel®","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.35VDC","0V ~ 40V","120mA","14 Ohms","SMD (SMT) Tab","4-SMD (0.165"", 4.20mm)","4-SSOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_61pr_71pr_81pr_101pr.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G3VM-Series.jpg,Z5285TR-ND,G3VM-71PR(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 400MA 0-75V,11000,0,"5.77920","0","500","Tape & Reel (TR)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 75V","400mA","1.5 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_61pr_71pr_81pr_101pr.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G3VM-Series.jpg,Z5285CT-ND,G3VM-71PR(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 400MA 0-75V,11250,0,"10.17000","0","1","Cut Tape (CT)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 75V","400mA","1.5 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_61pr_71pr_81pr_101pr.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G3VM-Series.jpg,Z5285DKR-ND,G3VM-71PR(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 400MA 0-75V,11250,0,"Digi-Reel","0","1","Digi-Reel®","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 75V","400mA","1.5 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_61pr_71pr_81pr_101pr.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G3VM-Series.jpg,Z5286TR-ND,G3VM-81PR(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-80V,11000,500,"5.77920","0","500","Tape & Reel (TR)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 80V","120mA","12 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3vm_61pr_71pr_81pr_101pr.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/MFG_G3VM-Series.jpg,Z5286CT-ND,G3VM-81PR(TR05),Omron Electronics Inc-EMC Div,SSR RELAY SPST-NO 120MA 0-80V,11118,500,"10.17000","0","1","Cut Tape (CT)","G3VM","Active","Surface Mount","SPST-NO (1 Form A)","AC, DC","1.15VDC","0V ~ 80V","120mA","12 Ohms","SMD (SMT) Tab","4-SMD (0.128"", 3.25mm)","4-USOP"
