Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Package Accepted","Number of Positions","Pitch","Board Thickness","Material","Size / Dimension"
http://www.chipquik.com/datasheets/PA0103.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0103.jpg,PA0103-ND,PA0103,Chip Quik Inc.,LGA-16 TO DIP-16 SMT ADAPTER,62,0,"6.29000","0","1","Proto-Advantage","Active","SMD to DIP","LGA","16","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
http://www.chipquik.com/datasheets/IPC0078.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0078.JPG,IPC0078-ND,IPC0078,Chip Quik Inc.,MSOP-12 TO DIP-16 SMT ADAPTER,44,0,"6.29000","0","1","Proto-Advantage","Active","SMD to DIP","MSOP","12","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.800"" (25.40mm x 20.32mm)"
http://www.chipquik.com/datasheets/IPC0096.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0096.JPG,IPC0096-ND,IPC0096,Chip Quik Inc.,LGA-12 TO DIP-12 SMT ADAPTER,35,0,"6.29000","0","1","Proto-Advantage","Active","SMD to DIP","LGA","12","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.600"" (25.40mm x 15.24mm)"
http://www.chipquik.com/datasheets/IPC0070.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0070.JPG,IPC0070-ND,IPC0070,Chip Quik Inc.,DFN-12 TO DIP-16 SMT ADAPTER,35,0,"6.29000","0","1","Proto-Advantage","Active","SMD to DIP","DFN","12","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.800"" (25.40mm x 20.32mm)"
http://www.chipquik.com/datasheets/DR254D254P10M.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR254D254P10M.jpg,DR254D254P10M-ND,DR254D254P10M,Chip Quik Inc.,DUAL ROW 2.54MM PITCH 10-PIN MAL,27,0,"6.29000","0","1","Proto-Advantage","Active","Connector to DIP","2.54mm Header","10","0.100"" (2.54mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.500"" (17.78mm x 12.70mm)"
http://www.chipquik.com/datasheets/FPC030P025.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC030P025.JPG,FPC030P025-ND,FPC030P025,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 0.3 MM PIT,85,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","25","0.012"" (0.30mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 1.300"" (22.86mm x 33.02mm)"
http://www.chipquik.com/datasheets/PA0195.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0195.jpg,PA0195-ND,PA0195,Chip Quik Inc.,TSSOP-28-EXP-PAD TO DIP-28 SMT,74,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","28","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.400"" (25.40mm x 35.56mm)"
http://www.chipquik.com/datasheets/PA0039.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0039.jpg,PA0039-ND,PA0039,Chip Quik Inc.,TSSOP-38 TO DIP-38 SMT ADAPTER,61,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","38","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.000"" (25.40mm x 50.80mm)"
http://www.chipquik.com/datasheets/DR050D254P040.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR050D254P040.jpg,DR050D254P040-ND,DR050D254P040,Chip Quik Inc.,DUAL ROW 0.5MM PITCH 40-PIN CONN,34,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","0.5mm Connector","40","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.000"" (25.40mm x 50.80mm)"
http://www.logicalsys.com/datasht/ssd3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-ssd3sm18-14.jpg,309-1112-ND,PA-SSD3SM18-14,Logical Systems Inc.,SOCKET ADAPTER SSOP TO 14DIP,64,0,"7.00000","0","1","-","Active","SMD to DIP","SSOP, TSSOP","14","0.026"" (0.65mm)","-","-","0.750"" L x 0.450"" W (19.05mm x 11.43mm)"
http://schmartboard.com/content/Brochures/204-0018-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/204-0018-01.JPG",1988-1050-ND,204-0018-01,"Schmartboard, Inc.","SCHMARTBOARDEZ .5MM PITCH, 64 PI",37,0,"7.00000","0","1","-","Active","SMD to DIP","QFN, QFP","64","0.020"" (0.50mm)","-","-","3.200"" L x 0.895"" W (81.28mm x 22.73mm)"
http://www.chipquik.com/datasheets/DR127D254P10M.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR127D254P10M.jpg,DR127D254P10M-ND,DR127D254P10M,Chip Quik Inc.,DUAL ROW 1.27MM PITCH 10-PIN MAL,79,0,"7.39000","0","1","Proto-Advantage","Active","Connector to DIP","1.27mm Header","10","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.500"" (17.78mm x 12.70mm)"
http://www.chipquik.com/datasheets/DR127D254P10F.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR127D254P10F.jpg,DR127D254P10F-ND,DR127D254P10F,Chip Quik Inc.,DUAL ROW 1.27MM PITCH 10-PIN FEM,64,0,"7.39000","0","1","Proto-Advantage","Active","Connector to DIP","1.27mm Header","10","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.500"" (17.78mm x 12.70mm)"
http://www.chipquik.com/datasheets/PA0065.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0065.JPG,PA0065-ND,PA0065,Chip Quik Inc.,QFN-28 TO DIP-28 SMT ADAPTER,41,0,"7.39000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","28","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.400"" (25.40mm x 35.56mm)"
http://www.chipquik.com/datasheets/PA0091.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0091.JPG,PA0091-ND,PA0091,Chip Quik Inc.,TQFP-32/LQFP-32 TO DIP-32 SMT,38,0,"7.39000","0","1","Proto-Advantage","Active","SMD to DIP","LQFP, TQFP","32","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.600"" (25.40mm x 40.64mm)"
http://www.chipquik.com/datasheets/PA0040.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0040.jpg,PA0040-ND,PA0040,Chip Quik Inc.,TSSOP-48 TO DIP-48 SMT ADAPTER,35,0,"7.39000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","48","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.400"" (25.40mm x 60.96mm)"
http://www.chipquik.com/datasheets/IPC0006.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0006.JPG,IPC0006-ND,IPC0006,Chip Quik Inc.,QFN-16 TO DIP-20 SMT ADAPTER,67,0,"7.89000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","16","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.000"" (25.40mm x 25.40mm)"
http://www.chipquik.com/datasheets/FPC050P050.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P050.JPG,FPC050P050-ND,FPC050P050,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 0.5 MM PIT,36,0,"7.89000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","50","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 2.550"" (22.86mm x 64.77mm)"
http://www.chipquik.com/datasheets/IPC0049.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0049.JPG,IPC0049-ND,IPC0049,Chip Quik Inc.,POWERSOIC-20/PSOP-20/HSOP-20,34,0,"7.89000","0","1","Proto-Advantage","Active","SMD to DIP","PowerSOIC, PSOP, HSOP","20","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.200"" (25.40mm x 30.48mm)"
http://www.chipquik.com/datasheets/PA0208.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0208.jpg,PA0208-ND,PA0208,Chip Quik Inc.,TSOP-48 I TO DIP-48 SMT ADAPTER,99,0,"8.39000","0","1","Proto-Advantage","Active","SMD to DIP","TSOP","48","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.400"" (25.40mm x 60.96mm)"
http://www.chipquik.com/datasheets/PA0067.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0067.JPG,PA0067-ND,PA0067,Chip Quik Inc.,QFN-32 TO DIP-32 SMT ADAPTER,51,0,"8.39000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","32","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.600"" (25.40mm x 40.64mm)"
http://www.chipquik.com/datasheets/IPC0012.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0012.JPG,IPC0012-ND,IPC0012,Chip Quik Inc.,QFN-20 TO DIP-24 SMT ADAPTER,30,0,"8.39000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","20","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.200"" (25.40mm x 30.48mm)"
http://www.chipquik.com/datasheets/PA0092.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0092.JPG,PA0092-ND,PA0092,Chip Quik Inc.,TQFP-32 TO DIP-32 SMT ADAPTER,30,0,"8.39000","0","1","Proto-Advantage","Active","SMD to DIP","TQFP","32","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.600"" (25.40mm x 40.64mm)"
https://www.arieselec.com/products/data/18010rc-rohs-compliant-soic-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/18-350000-11-RC.jpg,A750-ND,18-350000-11-RC,Aries Electronics,SOCKET ADAPTER SOIC TO 18DIP 0.3,75,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","18","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.800"" L x 0.450"" W (45.72mm x 11.43mm)"
https://www.arieselec.com/products/data/19001-qfp-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-QFP0.5-64.JPG,A873AR-ND,LCQT-QFP0.5-64,Aries Electronics,SOCKET ADAPTER MULT PKG TO 64QFP,56,0,"8.95000","0","1","Correct-A-Chip®","Active","SMD to DIP","QFP","64","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.500"" L x 1.500"" W (38.10mm x 38.10mm)"
http://www.chipquik.com/datasheets/DR050D254P060.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR050D254P060.jpg,DR050D254P060-ND,DR050D254P060,Chip Quik Inc.,DUAL ROW 0.5MM PITCH 60-PIN CONN,97,0,"8.99000","0","1","Proto-Advantage","Active","SMD to DIP","0.5mm Connector","60","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 3.000"" (25.40mm x 76.20mm)"
http://www.chipquik.com/datasheets/FPC030P045.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/FPC030P045.jpg,FPC030P045-ND,FPC030P045,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 0.3 MM PIT,73,0,"8.99000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","45","0.012"" (0.30mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 2.300"" (22.86mm x 58.42mm)"
http://www.chipquik.com/datasheets/IPC0048.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0048.JPG,IPC0048-ND,IPC0048,Chip Quik Inc.,POWERSOIC-24/PSOP-24/HSOP-24,48,0,"8.99000","0","1","Proto-Advantage","Active","SMD to DIP","PowerSOIC, PSOP, HSOP","24","0.039"" (1.00mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.400"" (25.40mm x 35.56mm)"
http://www.chipquik.com/datasheets/PA0041.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0041.jpg,PA0041-ND,PA0041,Chip Quik Inc.,TSSOP-56 TO DIP-56 SMT ADAPTER,27,0,"8.99000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","56","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.800"" (25.40mm x 71.12mm)"
http://www.chipquik.com/datasheets/PA0210.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0210.JPG,PA0210-ND,PA0210,Chip Quik Inc.,TSOP-54 II TO DIP-54 SMT ADAPTER,26,0,"9.49000","0","1","Proto-Advantage","Active","SMD to DIP","TSOP","54","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.700"" (25.40mm x 68.58mm)"
https://cdn.sparkfun.com/datasheets/Prototyping/19608.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-12941.JPG,1568-1284-ND,BOB-12941,SparkFun Electronics,SPARKFUN SD/MMC CARD BREAKOUT,71,0,"9.95000","0","1","-","Active","Connector to Plated Through Hole","SD Card","10","-","-","-","1.500"" L x 1.300"" W (38.10mm x 33.02mm)"
http://www.chipquik.com/datasheets/DR127D254P20M.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR127D254P20M.jpg,DR127D254P20M-ND,DR127D254P20M,Chip Quik Inc.,DUAL ROW 1.27MM PITCH 20-PIN MAL,54,0,"9.99000","0","1","Proto-Advantage","Active","Connector to DIP","1.27mm Header","20","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.000"" (17.78mm x 25.40mm)"
http://schmartboard.com/content/Brochures/202-0035-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/202-0035-01.JPG",1988-1049-ND,202-0035-01,"Schmartboard, Inc.","EZ DISCRETE #2 SUPPORTS SOT23-3,",86,0,"10.00000","0","1","-","Active","SMD to Plated Through Hole Board","0805, 1206, 5, 6, 6, B, C, CASE-A, D, D2PAK, DPAK, E, SC70-5, SOT223, SOT23-3, SOT89, TO263-7","-","-","-","-","2.000"" L x 2.000"" W (50.80mm x 50.80mm)"
http://schmartboard.com/content/Brochures/202-0007-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_202-0007-01.jpg",1988-1016-ND,202-0007-01,"Schmartboard, Inc.","SOP, 4 - 72 PINS 0.5MM PITCH, 2""",53,0,"10.00000","0","1","-","Active","SMD to Plated Through Hole Board","PSSOP, QSOP, SO, SOP, SSOP, TSSOP","72","0.020"" (0.50mm)","-","-","2.000"" L x 2.000"" W (50.80mm x 50.80mm)"
http://schmartboard.com/content/Brochures/202-0006-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_202-0006-01.jpg",1988-1015-ND,202-0006-01,"Schmartboard, Inc.","SOP, 4 - 72 PINS 0.65MM PITCH, 2",30,0,"10.00000","0","1","-","Active","SMD to Plated Through Hole Board","QSOP, SO, SOP, SSOP, TSSOP, PSSOP","72","0.026"" (0.65mm)","-","-","2.000"" L x 2.000"" W (50.80mm x 50.80mm)"
http://www.chipquik.com/datasheets/CN0002.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0002.jpg,CN0002-ND,CN0002,Chip Quik Inc.,HDMI ADAPTER BOARD,88,0,"10.49000","0","1","Proto-Advantage","Active","Connector to DIP","HDMI","19","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.000"" (25.40mm x 25.40mm)"
http://www.chipquik.com/datasheets/CN0023.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0023.jpg,CN0023-ND,CN0023,Chip Quik Inc.,MICROSD ADAPTER BOARD,56,0,"10.49000","0","1","Proto-Advantage","Active","Connector to SIP","microSD™ Card","10","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.000"" (25.40mm x 25.40mm)"
http://www.chipquik.com/datasheets/IPC0020.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0020.JPG,IPC0020-ND,IPC0020,Chip Quik Inc.,QFN-32 TO DIP-36 SMT ADAPTER,50,0,"10.49000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","32","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.800"" (25.40mm x 45.72mm)"
http://www.chipquik.com/datasheets/PA0093.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0093.JPG,PA0093-ND,PA0093,Chip Quik Inc.,LQFP-44/QFP-44/VQFP-44/TQFP-44,26,0,"10.49000","0","1","Proto-Advantage","Active","SMD to DIP","LQFP, PQFP, TQFP, VQFP","44","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.200"" (25.40mm x 55.88mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/TOL-09419_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_TOL-09419.jpg,1568-1041-ND,TOL-09419,SparkFun Electronics,MICROSD CARD SNIFFER,51,0,"10.95000","0","1","-","Active","Connector to Plated Through Hole","microSD™ Card","8","0.100"" (2.54mm)","-","-","2.000"" L x 1.187"" W (50.80mm x 30.16mm)"
https://cdn.sparkfun.com/datasheets/Prototyping/19608.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_TOL-11468.jpg,1568-1021-ND,TOL-11468,SparkFun Electronics,SD CARD SNIFFER,44,0,"10.95000","0","1","-","Active","Connector to Plated Through Hole","SD Card","11","-","-","-","2.900"" L x 1.350"" W (73.66mm x 34.29mm)"
http://www.chipquik.com/datasheets/PA0240.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0240.JPG,PA0240-ND,PA0240,Chip Quik Inc.,LQFP-48 TO DIP-48 SMT ADAPTER,70,0,"13.69000","0","1","Proto-Advantage","Active","SMD to DIP","LQFP","48","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.400"" (25.40mm x 60.96mm)"
http://www.logicalsys.com/datasht/sod3sm18.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/MFG_PA-SOD3SM18-28.JPG,309-1097-ND,PA-SOD3SM18-28,Logical Systems Inc.,SOCKET ADAPTER SOIC TO 28DIP,84,0,"14.00000","0","1","-","Active","SMD to DIP","SOIC","28","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","-","1.450"" L x 0.500"" W (36.83mm x 12.70mm)"
https://www.arieselec.com/products/data/18007rc-rohs-compliant-sowic-to-dip.pdf,//media.digikey.com/Photos/Aries/20-35W000-11-RC.jpg,A839AR-ND,20-35W000-11-RC,Aries Electronics,SOCKET ADAPT SOIC-W TO 20DIP 0.3,41,0,"15.33000","0","1","Correct-A-Chip® 35W000","Active","SMD to DIP","SOIC","20","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.000"" L x 0.500"" W (50.80mm x 12.70mm)"
http://www.chipquik.com/datasheets/PA0096.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0096.JPG,PA0096-ND,PA0096,Chip Quik Inc.,VQFP-64/LQFP-64/TQFP-64 TO DIP64,77,0,"15.79000","0","1","Proto-Advantage","Active","SMD to DIP","LQFP, TQFP, VQFP","64","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 3.200"" (25.40mm x 81.28mm)"
http://www.chipquik.com/datasheets/PA0113.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0113.JPG,PA0113-ND,PA0113,Chip Quik Inc.,TQFP-64/QFP-64 TO DIP-64 SMT,62,0,"15.79000","0","1","Proto-Advantage","Active","SMD to DIP","PQFP, TQFP","64","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 3.200"" (25.40mm x 81.28mm)"
http://www.chipquik.com/datasheets/PA0106SOCKET.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0106SOCKET.jpg,PA0106SOCKET-ND,PA0106SOCKET,Chip Quik Inc.,PLCC-28 SOCKET TO DIP-28 ADAPTER,15,0,"16.79000","0","1","Proto-Advantage","Active","SMD to DIP","LCC, JLCC, PLCC","28","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.400"" (25.40mm x 35.56mm)"
http://www.chipquik.com/datasheets/PA0214SOCKET.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0214SOCKET.jpg,PA0214SOCKET-ND,PA0214SOCKET,Chip Quik Inc.,PLCC-32 SOCKET TO DIP-32 ADAPTER,96,0,"17.89000","0","1","Proto-Advantage","Active","SMD to DIP","LCC, JLCC, PLCC","32","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.600"" (25.40mm x 40.64mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOB-00573_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-00573.JPG,1568-1135-ND,BOB-00573,SparkFun Electronics,SIM CARD SOCKET BREAKOUT,44,0,"17.95000","0","1","-","Active","Connector to Plated Through Hole","SIM","8","-","-","-","1.250"" L x 1.000"" W (31.75mm x 25.40mm)"
http://www.chipquik.com/datasheets/PA0109.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0109.JPG,PA0109-ND,PA0109,Chip Quik Inc.,TQFP-100/VQFP-100 TO DIP-100 SMT,39,0,"19.49000","0","1","Proto-Advantage","Active","SMD to DIP","TQFP, VQFP","100","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 5.000"" (25.40mm x 127.00mm)"
http://www.chipquik.com/datasheets/CN0073.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0073_Top.jpg,CN0073-ND,CN0073,Chip Quik Inc.,"USB - C (USB 3.1 GEN 2, SUPERSPE",61,0,"19.99000","0","1","Proto-Advantage","Active","Connector to DIP","USB - C","24","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.200"" L x 0.700"" W (30.48mm x 17.78mm)"
http://www.chipquik.com/datasheets/PA0107SOCKET.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0107SOCKET.jpg,PA0107SOCKET-ND,PA0107SOCKET,Chip Quik Inc.,PLCC-44 SOCKET TO DIP-44 ADAPTER,33,0,"19.99000","0","1","Proto-Advantage","Active","SMD to DIP","LCC, JLCC, PLCC","44","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.200"" (25.40mm x 55.88mm)"
http://www.chipquik.com/datasheets/DR127D254P40F.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR127D254P40F.jpg,DR127D254P40F-ND,DR127D254P40F,Chip Quik Inc.,DUAL ROW 1.27MM PITCH 40-PIN FEM,18,0,"20.49000","0","1","Proto-Advantage","Active","Connector to DIP","1.27mm Header","40","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 2.000"" (22.86mm x 50.80mm)"
http://www.chipquik.com/datasheets/DR127D254P40M.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DR127D254P40M.jpg,DR127D254P40M-ND,DR127D254P40M,Chip Quik Inc.,DUAL ROW 1.27MM PITCH 40-PIN MAL,12,0,"20.49000","0","1","Proto-Advantage","Active","Connector to DIP","1.27mm Header","40","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 2.000"" (22.86mm x 50.80mm)"
http://www.proto-advantage.com/store/datasheets/BGA0019.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_BGA0019_A.jpg,BGA0019-ND,BGA0019,Chip Quik Inc.,BGA-36 TO DIP-36 SMT ADAPTER (0.,32,0,"32.99000","0","1","Proto-Advantage","Active","SMD to DIP","BGA","36","0.016"" (0.40mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","0.700"" L x 1.800"" W (17.78mm x 45.72mm)"
http://www.capitaladvanced.com/pdf documents/33003ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33003.jpg,33003CA-ND,33003,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT SOT-323,216,0,"1.29000","0","1","33000, Surfboards®","Active","SMD to SIP","SC-70, SOT-323","3","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" L x 0.300"" W (10.16mm x 7.62mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1764_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1764.jpg,1528-1382-ND,1764,Adafruit Industries LLC,USB MINI-B BREAKOUT BOARD,323,0,"1.50000","0","1","-","Active","Connector to Plated Through Hole","USB - mini B","5","-","0.100"" (2.54mm) 1/10""","-","0.827"" L x 0.512"" W (21.00mm x 13.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1862_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1862.JPG,1528-2043-ND,1862,Adafruit Industries LLC,JST-PH 2-PIN R/A BREAKOUT BOARD,242,0,"1.50000","0","1","-","Active","Connector to Plated Through Hole","2.00mm Header","2","0.200"" (5.08mm)","-","-","0.500"" L x 0.400"" W (12.70mm x 10.16mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3246_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3246.jpg,1528-1742-ND,3246,Adafruit Industries LLC,ANALOG MINI THUMBSTICK BREAKOUT,88,0,"1.50000","0","1","-","Active","Through Hole to SIP","Thumb Joystick","8","0.100"" (2.54mm)","-","-","1.00"" L x 0.20"" W (25.4mm x 5.1mm)"
