Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency Range","Frequency - Center","Voltage - Supply","Tuning Voltage (VDC)","2nd Harmonic, Typ (dBc)","Icc Max","Pushing (MHz/V)","Power (dBm)","Phase Noise Typ (dBc/Hz)","Operating Temperature","Package / Case","Size / Dimension","Height"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-2900-3300.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1154-ND,CVCO55BE-2900-3300,Crystek Corporation,VCO 3100MHZ 0-16V 12.7X12.7MM,0,0,"19.80000","0","5","Strip","CVCO55","Active","2900 ~ 3300MHz","3100MHz","8V","0V ~ 16V","-15","20mA","1.5","-2.5 ±2.5","-95","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-2974-3274.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1155-ND,CVCO55BE-2974-3274,Crystek Corporation,VCO 3124MHZ 0.3-4.7V 12.7X12.7MM,0,0,"19.80000","0","5","Strip","CVCO55","Active","2974 ~ 3274MHz","3124MHz","5V","0.3V ~ 4.7V","-30","27mA","1.5","0 ±3","-93","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3000-3100.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1156-ND,CVCO55BE-3000-3100,Crystek Corporation,VCO 3050MHZ 0.3-12V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3000 ~ 3100MHz","3050MHz","5V","0.3V ~ 12V","-15","25mA","3","5 ±3","-99","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3050-3400.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1158-ND,CVCO55BE-3050-3400,Crystek Corporation,VCO 3225MHZ 0.5-20V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3050 ~ 3400MHz","3225MHz","5V","0.5V ~ 20V","-15","25mA","2","0 ±4","-98","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3070-3325.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1159-ND,CVCO55BE-3070-3325,Crystek Corporation,VCO 3197.5MHZ 1-17V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3070 ~ 3325MHz","3197.5MHz","5V","1V ~ 17V","-15","38mA","2.5","3 ±3","-98","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3100-3350.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1160-ND,CVCO55BE-3100-3350,Crystek Corporation,VCO 3225MHZ 0.3-4.7V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3100 ~ 3350MHz","3225MHz","5V","0.3V ~ 4.7V","-30","40mA","3","4 ±4","-98","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3130-3230.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1161-ND,CVCO55BE-3130-3230,Crystek Corporation,VCO 3180MHZ 0.5-4.5V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3130 ~ 3230MHz","3180MHz","5V","0.5V ~ 4.5V","-20","30mA","2","0 ±3","-96","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3206-3306.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1162-ND,CVCO55BE-3206-3306,Crystek Corporation,VCO 3256MHZ 0.5-4.5V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3206 ~ 3306MHz","3256MHz","5V","0.5V ~ 4.5V","-20","25mA","2","0 ±3","-97","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3200-3400.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,CVCO55BE-3200-3400-ND,CVCO55BE-3200-3400,Crystek Corporation,VCO 3300MHZ 0-5V 12.7X12.7MM,0,0,"20.25000","0","5","Strip","CVCO55","Active","3200 ~ 3400MHz","3300MHz","5V","0V ~ 5V","-15","35mA","2","0 ±3.5","-96","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3020-3050.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1105-ND,CVCO55BE-3020-3050,Crystek Corporation,VCO 3035MHZ 0.3-4.7V 12.7X12.7MM,0,0,"20.40000","0","5","Strip","CVCO55","Active","3020 ~ 3050MHz","3035MHz","8V","0.3V ~ 4.7V","-15","30mA","2","4 ±2","-98","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3025-3125.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1106-ND,CVCO55BE-3025-3125,Crystek Corporation,VCO 3075MHZ 0.3-4.7V 12.7X12.7MM,0,0,"20.40000","0","5","Strip","CVCO55","Active","3025 ~ 3125MHz","3075MHz","5V","0.3V ~ 4.7V","-15","25mA","2","0 ±3","-98","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3150-3250.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1107-ND,CVCO55BE-3150-3250,Crystek Corporation,VCO 3200MHZ 0.3-4.7V 12.7X12.7MM,0,0,"20.40000","0","5","Strip","CVCO55","Active","3150 ~ 3250MHz","3200MHz","5V","0.3V ~ 4.7V","-20","35mA","5","4 ±4","-98","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3350-3500.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1108-ND,CVCO55BE-3350-3500,Crystek Corporation,VCO 3425MHZ 0.3-4.7V 12.7X12.7MM,0,0,"20.40000","0","5","Strip","CVCO55","Active","3350 ~ 3500MHz","3425MHz","5V","0.3V ~ 4.7V","-30","20mA","2","2.5 ±2","-97","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-3430-3480.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1109-ND,CVCO55BE-3430-3480,Crystek Corporation,VCO 3455MHZ 0.5-4.5V 12.7X12.7MM,0,0,"20.40000","0","5","Strip","CVCO55","Active","3430 ~ 3480MHz","3455MHz","5V","0.5V ~ 4.5V","-30","22mA","5","2.5 ±2.5","-97","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BES-3020-3265.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55BES%20SERIES.jpg,744-1157-ND,CVCO55BES-3020-3265,Crystek Corporation,VCO 3142.5MHZ 0.5-11.5V,0,0,"20.62600","0","5","Strip","CVCO55","Active","3020 ~ 3265MHz","3142.5MHz","6.8V","0.5V ~ 11.5V","-15","40mA","2","5 ±2","-100","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/spec-sheets/vco/CVCO33CL-0390-0410.pdf,//media.digikey.com/Photos/Crystek%20Photos/CVCO33%20SERIES.JPG,744-1059-ND,CVCO33CL-0390-0410,Crystek Corporation,VCO 400MHZ 0.5-4.5V 7.62X7.62MM,0,0,"22.05000","0","5","Strip","CVCO33","Active","390 ~ 410MHz","400MHz","5V","0.5V ~ 4.5V","-12","15mA","1","0 ±3","-110","-40°C ~ 85°C","12-QFN, Variant","0.300"" L x 0.300"" W (7.62mm x 7.62mm)","0.079"" (2.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0038-0042.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,CVCO55CL-0038-0042-ND,CVCO55CL-0038-0042,Crystek Corporation,VCO 40MHZ 0.3-4.7V 12.7X12.7MM,0,0,"22.65000","0","3","Strip","CVCO55","Active","38 ~ 42MHz","40MHz","5V","0.3V ~ 4.7V","-20","10mA","1","5 ±2","-116","-30°C ~ 80°C","16-SMD, No Lead, 13 Leads","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.80mm)"
http://www.crystek.com/documents/catalog/VCOSelectorGuide.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55BE%20SERIES.jpg,CVCO55-602122-ND,CVCO55-602122,Crystek Corporation,VCO 2050MHZ SMD 12.7X12.7MM,0,0,"22.76400","0","25","Strip","CVCO55","Active","1500 ~ 2600MHz","2050MHz","-","-","-","-","-","-","-","-","-","-","-"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CM-0760-0870.pdf,-,CVCO55CM-0760-0870-ND,CVCO55CM-0760-0870,Crystek Corporation,VCO 815MHZ 0.4-4.7V 12.7X12.7MM,0,0,"23.33000","0","1","Strip","CVCO55","Active","760 ~ 870MHz","815MHz","5V","0.4V ~ 4.7V","-15","25mA","1","0 ±2","-110","-30°C ~ 70°C","12-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.58mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CL-0920-0980.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CL%20SERIES.jpg,744-1178-ND,CVCO55CL-0920-0980,Crystek Corporation,VCO 950MHZ 1-5V 12.7MMX12.7MM,0,0,"24.15000","0","5","Strip","CVCO55","Active","920 ~ 980MHz","950MHz","5V","1V ~ 5V","-12","35mA","13","5 ±2","-105","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1160.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1160LP5ETR-ND,HMC1160LP5ETR,Analog Devices Inc.,VCO 4.4375/8.875GHZ 2-13V 5X5MM,0,500,"24.32484","0","500","Tape & Reel (TR)","-","Active","4.225 ~ 4.65GHz, 8.45 ~ 9.30GHz","4.4375GHz, 8.875GHz","5V","2V ~ 13V","18","325mA","5.5","4±4, 13±4","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1162.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1162LP5ETR-ND,HMC1162LP5ETR,Analog Devices Inc.,VCO 4.8375/9.675GHZ 2-13V 5X5MM,0,0,"24.32484","0","500","Tape & Reel (TR)","-","Active","4.625 ~ 5.050GHz, 9.25 ~ 10.10GHz","4.8375GHz, 9.675GHz","5V","2V ~ 13V","14","310mA","6","7.5±4.5, 11±4","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1164.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1164LP5ETR-ND,HMC1164LP5ETR,Analog Devices Inc.,VCO 5.42GHZ/10.84GHZ 2-13V 5X5MM,0,0,"24.32484","0","500","Tape & Reel (TR)","-","Active","5.19 ~ 5.65GHz, 10.38 ~ 11.30GHz","5.42GHz, 10.84GHz","5V","2V ~ 13V","20","290mA","8","8±4","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1166.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1166LP5ETR-ND,HMC1166LP5ETR,Analog Devices Inc.,VCO 6.0075GHZ/12.015GHZ 2-13V,0,0,"24.32484","0","500","Tape & Reel (TR)","HMC1166","Active","5.705 ~ 6.31GHz, 11.41 ~ 12.62GHz","6.0075GHz, 12.015GHz","5V","2V ~ 13V","20","270mA","5","4.5±4.5, 11±4","-89","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1167.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1167LP5ETR-ND,HMC1167LP5ETR,Analog Devices Inc.,VCO 6.375/12.75GHZ 2-13V 5X5MM,0,0,"24.32484","0","500","Tape & Reel (TR)","HMC1167","Active","6.085 ~ 6.665GHz, 12.17 ~ 13.33GHz","6.375GHz, 12.75GHz","5V","2V ~ 13V","20","250mA","2","3.5±4.5, 11±4","-86","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1168.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1168LP5ETR-ND,HMC1168LP5ETR,Analog Devices Inc.,VCO 6.5475/13.095GHZ 2-13V 5X5MM,0,0,"24.32484","0","500","Tape & Reel (TR)","HMC1168","Active","6.235 ~ 6.86GHz, 12.47 ~ 13.72GHz","6.5475GHz, 13.095GHz","5V","2V ~ 13V","17","240mA","2","2.5 ±3.5, 10.5±3.5","-85","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1169.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;HCP-32-1;;32.jpg,HMC1169LP5ETR-ND,HMC1169LP5ETR,Analog Devices Inc.,VCO 6.7475/13.495GHZ 2-13V 5X5MM,0,2500,"24.32484","0","500","Tape & Reel (TR)","HMC1169","Active","6.46 ~ 7.035GHz, 12.92 ~ 14.07GHz","6.7475GHz, 13.495GHz","5V","2V ~ 13V","22","260mA","2","3 ±4, 11 ±4","-86","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BH-5256-5356.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BH.jpg,744-1211-ND,CVCO55BH-5256-5356,Crystek Corporation,VCO 5306MHZ 1-4V 12.7X12.7MM,0,0,"24.60000","0","5","Strip","CVCO55","Active","5256 ~ 5356MHz","5306MHz","5V","1V ~ 4V","-10","30mA","5","0 ±2","-86","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","-"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BH-5450-5550.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BH.jpg,744-1212-ND,CVCO55BH-5450-5550,Crystek Corporation,VCO 5500MHZ 0.5-4.5V 12.7X12.7MM,0,0,"24.60000","0","5","Strip","CVCO55","Active","5450 ~ 5550MHz","5500MHz","5V","0.5V ~ 4.5V","-10","30mA","6","-2 ±3","-85","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BE-2100-2300.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BE.jpg,744-1098-ND,CVCO55BE-2100-2300,Crystek Corporation,VCO 2200MHZ 0.3-4.7V 12.7X12.7MM,0,0,"24.78000","0","5","Strip","CVCO55","Active","2100 ~ 2300MHz","2200MHz","5V","0.3V ~ 4.7V","-18","25mA","2","0 ±3","-103","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc508.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC508LP5ETR-ND,HMC508LP5ETR,Analog Devices Inc.,VCO 3.875GHZ/7.75GHZ 2-13V 5X5MM,0,500,"26.75188","0","500","Tape & Reel (TR)","HMC508","Active","3.65 ~ 4.1GHz, 7.3 ~ 8.2GHz","3.875GHz, 7.75GHz","5V","2V ~ 13V","20","280mA","10","14.5±2.5, 7±3","-116","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc514.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC514LP5ETR-ND,HMC514LP5ETR,Analog Devices Inc.,VCO 5.7975/11.595GHZ 2-13V 5X5MM,0,0,"26.75188","0","500","Tape & Reel (TR)","-","Active","5.585 ~ 6.01GHz, 11.17 ~ 12.02GHz","5.7975GHz, 11.595GHz","3V","2V ~ 13V","17","290mA","18","-7±3, 8±3, 7.5±2.5","-110","-40°C ~ 85°C","32-VFQFN Exposed Pad, CSP","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.039"" (1.00mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55BH-3600-3800.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CVCO55BH.jpg,744-1209-ND,CVCO55BH-3600-3800,Crystek Corporation,VCO 3700MHZ 0.5-4.5V 12.7X12.7MM,0,0,"27.19600","0","5","Strip","CVCO55","Active","3600 ~ 3800MHz","3700MHz","5V","0.5V ~ 4.5V","-15","25mA","3","1 ±3","-90","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.150"" (3.81mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-0895-0950.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1479-ND,CVCO55CC-0895-0950,Crystek Corporation,VCO 922.5MHZ 0.3-4.7V 12.7X12.7,0,0,"31.16400","0","5","Strip","CVCO55","Active","895 ~ 950MHz","922.5MHz","5V","0.3V ~ 4.7V","-15","43mA","0.1 (Typ)","-5.0 ±2","-114","-30°C ~ 70°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1277-1433.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1482-ND,CVCO55CC-1277-1433,Crystek Corporation,VCO 1355MHZ 0.5-15V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","1277 ~ 1433MHz","1355MHz","8V","0.5V ~ 15V","-20","25mA (Typ)","0.5","3 ±2","-115","-30°C ~ 70°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1620-1620.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1492-ND,CVCO55CC-1620-1620,Crystek Corporation,VCO 1620MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1620MHz","5V","0.3V ~ 4.7V","-15","25mA","1","2.5 ±2.5","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1630-1630.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1494-ND,CVCO55CC-1630-1630,Crystek Corporation,VCO 1630MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1630MHz","5V","0.3V ~ 4.7V","-15","25mA","1","2.5 ±2.5","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1640-1700.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1495-ND,CVCO55CC-1640-1700,Crystek Corporation,VCO 1670MHZ 1-10V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","1640 ~ 1700MHz","1670MHz","8V","1V ~ 10V","-15","35mA","1.5 (Typ)","5 ±3","-115","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1680-1680.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1496-ND,CVCO55CC-1680-1680,Crystek Corporation,VCO 1680MHZ 0.5-4.5V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1680MHz","5V","0.5V ~ 4.5V","-15","20mA (Typ)","1","2.5 ±2.5","-117","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1690-1690.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1497-ND,CVCO55CC-1690-1690,Crystek Corporation,VCO 1690MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1690MHz","5V","0.3V ~ 4.7V","-15","25mA","1","2.5 ±2.5","-138","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1700-1700.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1499-ND,CVCO55CC-1700-1700,Crystek Corporation,VCO 1700MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1700MHz","5V","0.3V ~ 4.7V","-15","25mA","1","2.5 ±2.5","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1750-1810.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1500-ND,CVCO55CC-1750-1810,Crystek Corporation,VCO 1780MHZ 1-10V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","1750 ~ 1810MHz","1780MHz","8V","1V ~ 10V","-15","35mA","1.5 (Typ)","5 ±3","-115","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1770-1770.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1501-ND,CVCO55CC-1770-1770,Crystek Corporation,VCO 1770MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1770MHz","5V","0.3V ~ 4.7V","-15","35mA","1","2.5 ±2.5","-120","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1845-1855.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1503-ND,CVCO55CC-1845-1855,Crystek Corporation,VCO 1850MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","1845 ~ 1855MHz","1850MHz","5V","0.3V ~ 4.7V","-13","20mA (Typ)","0.5 (Typ)","2.5 ±2.5","-117","-30°C ~ 70°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-1850-1850.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1504-ND,CVCO55CC-1850-1850,Crystek Corporation,VCO 1850MHZ 0.5-4.5V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","1850MHz","5V","0.5V ~ 4.5V","-15","20mA (Typ)","1","2.5 ±2.5","-117","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
http://www.crystek.com/microwave/admin/webapps/welcome/files/vco/CVCO55CC-2000-2000.pdf,//media.digikey.com/Photos/Crystek%20Photos/MFG_CVCO55CC%20SERIES.jpg,744-1508-ND,CVCO55CC-2000-2000,Crystek Corporation,VCO 2000MHZ 0.3-4.7V 12.7X12.7MM,0,0,"31.16400","0","5","Strip","CVCO55","Active","-","2000MHz","8V","0.3V ~ 4.7V","-15","35mA","1","7 ±2","-117","-40°C ~ 85°C","16-QFN, Variant","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.220"" (5.59mm)"
