Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tool Type","Accessory Type","Temperature Range","Voltage","Current","Power - Rated","Includes","For Use With/Related Products","Compatible Tools","Features","Approval Marks","Approved Countries","Nozzle Opening","Air Flow","Color"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35014.jpg,MA35014-ND,35014,Master Appliance Co,"HOUSING, TURBINE (ALL MODELS)",0,0,"7.96000","0","1","Proheat®","Active","-","Housing","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_825.jpg,MA825-ND,825,Master Appliance Co,BRACKET BAR KIT,0,0,"8.08000","0","1","Masterflow®","Active","-","Bracket Bar","-","-","-","-","-","-","AH-501, AH-502, AH-751, AH-752","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T1080_Web.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T1080.jpg,T1080-ND,T1080,Apex Tool Group,REDUCER FOR CONCENTRATING HEAT,0,0,"8.50000","0","1","Weller®","Active","-","Nozzle, Reduction","-","-","-","-","-","-","1095, 6966C, 6970","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T1082_Web.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T1082.jpg,T1082-ND,T1082,Apex Tool Group,REFLECTOR FOR HEAT SHRINK TUBING,0,0,"8.50000","0","1","Weller®","Not For New Designs","-","Nozzle, Reflector","-","-","-","-","-","-","1095, 6966C, 6970","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35398.jpg,35398-ND,35398,Master Appliance Co,MICROTORCH SOLDERING TIP,0,0,"8.81000","0","1","Microtorch® MT","Active","-","Tip, Soldering Tip","-","-","-","-","-","35386, 35395","MT-51, MT-70, MT-76","-","-","-","Circular - 0.09"" (2.40mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35399.jpg,35399-ND,35399,Master Appliance Co,MICROTORCH DOUBLE SHARP TIP,0,0,"8.81000","0","1","Microtorch® MT","Active","-","Tip, Double Sharp","-","-","-","-","-","35386, 35395","MT-51, MT-70, MT-76","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35396.jpg,MA35396-ND,35396,Master Appliance Co,MICROTORCH TIP POLYFOAM CUTTER,0,0,"8.81000","0","1","Microtorch® MT","Active","-","Tip, Polyfoam Cutter","-","-","-","-","-","35386, 35395","MT-51, MT-70, MT-76","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35400.jpg,MA35400-ND,35400,Master Appliance Co,MICROTORCH HOT KNIFE TIP,0,0,"8.81000","0","1","Microtorch® MT","Active","-","Tip, Hot Knife","-","-","-","-","-","35386, 35395","MT-51, MT-70, MT-76","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35397.jpg,MA35397-ND,35397,Master Appliance Co,"TIP, NEEDLE (USED WITH 35395 ADA",0,0,"8.81000","0","1","-","Active","-","Tip, Needle","-","-","-","-","-","-","EI-20","-","-","-","-","-","Silver"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,-,HSG-P1-ND,HSG-P1,Panduit Corp,BRUSH SPRING KIT,0,0,"9.21000","0","1","-","Active","-","Brush and Spring Kit","-","-","-","-","-","-","HSG-115V-650","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35394.jpg,35394-ND,35394,Master Appliance Co,HEAT SHRINK NOZZLE REFLECTOR,0,0,"9.21000","0","1","Microtorch® MT","Active","-","Nozzle, Reflector","-","-","-","-","-","35387, 35389","MT-51, MT-70, MT-76","-","-","-","Circular - 1.00"" (25.40mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35390.jpg,MA35390-ND,35390,Master Appliance Co,TORCH HEAD (STANDARD W/EI-20/K),0,0,"9.21000","0","1","-","Active","-","Torch Head","-","-","-","-","-","-","EI-20","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35297.jpg,MA35297-ND,35297,Master Appliance Co,"ROD, PLASTIC WELD., ABS 1/8"" DIA",0,0,"9.31563","0","16","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","PH-1400WK","Acrylonitrile Butadiene Styrene (ABS)","-","-","-","-","Natural"
-,-,MA35298-ND,35298,Master Appliance Co,"ROD, PLASTIC WELD., PP 1/8"" DIA.",0,0,"9.31563","0","16","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","PH-1400WK","Polypropylene (PP)","-","-","-","-","Natural"
-,-,MA35299-ND,35299,Master Appliance Co,"ROD, PLASTIC WELD., PVC 1/8"" DIA",0,0,"9.31563","0","16","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","PH-1400WK","Poly-Vinyl Chloride (PVC)","-","-","-","-","Gray"
-,-,MA35300-ND,35300,Master Appliance Co,"ROD, PLASTIC WELD., LDPE 1/8"" DI",0,0,"9.31563","0","16","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","PH-1400WK","Low Density Polyethylene (LDPE)","-","-","-","-","Gray"
-,-,MA35301-ND,35301,Master Appliance Co,"ROD, PLASTIC WELD., HDPE 1/8"" DI",0,0,"9.31563","0","16","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","PH-1400WK","High Density Polyethylene (HDPE)","-","-","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50220.jpg,50220-ND,50220,Master Appliance Co,"LIGHT, 230V, WITH RETAINING RING",0,0,"9.35000","0","1","Master-Mite® ESD","Active","-","LED","-","230V","-","-","Retaining Ring(s)","-","-","-","-","-","-","-","Red"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,//media.digikey.com/photos/Steinel%20Photos/MFG_07121.jpg,110048753-ND,110048753,Steinel America,WELDING ROD PLASTIC HDPE,0,0,"9.43000","0","1","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","HG2310LCD, HG2510ESD, HL1910E, HL2010E","High Density Polyethylene (HDPE)","-","-","-","-","Black"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,//media.digikey.com/photos/Steinel%20Photos/MFG_07311.jpg,110048754-ND,110048754,Steinel America,WELDING RODS RIGID PVC 16PC,0,0,"9.43000","0","1","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","HG2310LCD, HG2510ESD, HL1910E, HL2010E","Poly-Vinyl Chloride (PVC), Rigid","-","-","-","-","Clear"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,-,110048757-ND,110048757,Steinel America,WELDING RODS PLASTIC 16PC PP,0,0,"9.43000","0","1","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","HG2310LCD, HG2510ESD, HL1910E, HL2010E","Polypropylene (PP)","-","-","-","-","Taupe"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,//media.digikey.com/photos/Steinel%20Photos/MFG_07421.jpg,110048756-ND,110048756,Steinel America,WELDING RODS PLASTIC 16PC ABS,0,0,"9.43000","0","1","-","Active","-","Welding Rods","-","-","-","-","16 Rods","Plastic Welding","HG2310LCD, HG2510ESD, HL1910E, HL2010E","Acrylonitrile Butadiene Styrene (ABS)","-","-","-","-","Black"
-,-,4-1195568-9-ND,4-1195568-9,TE Connectivity AMP Connectors,BELT HEATER ACCESSORY,0,0,"9.50000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Heat_Tools_Catalog.pdf,-,07803-ND,07803,Steinel America,NOZZLE ULTRAHEAT 2 PACK,0,0,"9.58000","0","1","-","Active","-","Nozzle Kit","-","-","-","-","2 Nozzles","-","SV800, SV803","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_SHL-004.jpg,SHL-004-ND,SHL-004,Master Appliance Co,SHIELD KIT,0,0,"9.94900","0","10","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Nozzle, Shield","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x, HG-752A","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35335.jpg,MA35335-ND,35335,Master Appliance Co,"PROLOC MAGNETIC KEY, REPLACEMENT",0,0,"10.46000","0","1","Proheat® LCD PH, STC PH, Proloc™","Active","-","Magnetic Key","-","-","-","-","-","Heat Gun","PH-1400, PH-1400WK, PH-1600, PH-1610","-","-","-","-","-","Red"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/microtorch_mt11.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_MT-11.jpg,MT-11-ND,MT-11,Master Appliance Co,PALM SIZED BUTANE MICROTORCH,0,0,"10.49917","0","12","Microtorch® MT","Active","Butane Torch, Hand-Held","-","2500°F (1371°C)","-","-","-","Torch","-","-","Child Resistant (CPSC Compliant), Refillable Fuel Cell, Safety Lock, Self-Igniting, Windproof","-","-","-","-","Red"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master%20Appliance%20Catalog.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35257.jpg,MA35257-ND,35257,Master Appliance Co,BRUSH KIT HEAT GUN,0,0,"11.46000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Brush, Spring and Cap Kit","-","-","-","-","2 Brushes, 2 Springs, 2 Caps","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x,  HG-752A, VT-750C, VT-752C, VTS-750, VTS-752","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_Master_Mite_Manual_0.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_51277.jpg,51277-ND,51277,Master Appliance Co,BLOWER WHEEL,0,0,"11.61000","0","1","Master-Mite®","Active","-","Blower Wheel","-","-","-","-","-","-","10008, 10009, 10010, 10012, 10276","-","-","-","-","-","White"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf,-,110049703-ND,110049703,Steinel America,TRIM GUIDE FOR 2300/4000,0,0,"11.73000","0","1","-","Active","-","Trim Guide","-","-","-","-","-","-","HG2300EM, HG4000E","-","-","-","-","-","-"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_HeatBlower_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_827.jpg,MA827-ND,827,Master Appliance Co,MICA INSULATION FOR MASTERFLOW,0,0,"12.07000","0","1","Masterflow®","Active","-","Insulation","-","-","-","-","-","-","AH-501, AH-502, AH-751, AH-752","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_BRY-141.jpg,BRY-141-ND,BRY-141,Master Appliance Co,UPPER BEARING BRACKET KIT,0,0,"12.57000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Upper Bearing Bracket","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x, HG-752A","-","-","-","-","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_HDE-013.jpg,HDE-013-ND,HDE-013,Master Appliance Co,HANDLE KIT,0,0,"12.76000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Handle Kit","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x, HG-752A","-","-","-","-","-","Black"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master-Heat-Gun-Instruction-Manual-58221.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_NAS-006.jpg,NAS-006-ND,NAS-006,Master Appliance Co,NOZZLE ASSEMBLY WITH SCREEN,0,0,"12.84000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Nozzle Assembly","-","-","-","-","Nozzle, Ring, Screen","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x,  HG-752A, VT-750C, VT-752C, VTS-750, VTS-752","-","-","-","-","-","Silver"
-,-,133-30078-ND,30078,Master Appliance Co,GRILLE KIT,0,0,"13.15419","0","31","HG, Varitemp® VT","Active","-","Grille Kit","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35386.jpg,35386-ND,35386,Master Appliance Co,MICROTORCH ADAPTER W/SOLDER TIP,0,0,"13.41000","0","1","Microtorch® MT","Active","-","Adapter, Soldering Tip","-","-","-","-","-","-","MT-51, MT-70, MT-76","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35387.jpg,35387-ND,35387,Master Appliance Co,HOT AIR TIP STANDARD W/MT-76,0,0,"13.41000","0","1","Microtorch® MT","Active","-","Tip, Hot Air","-","-","-","-","-","-","MT-51, MT-70, MT-76","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Master_Appliance_Full_Cat.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_40060.jpg,MA40060-ND,40060,Master Appliance Co,HEAT SHRINK ATTACHMENT,0,0,"13.55000","0","1","Master-Mite®","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing up to 1""","10008, 10009, 10010, 10012, 10276","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T1085_Web.pdf,-,T1085-ND,T1085,Apex Tool Group,KIT BAFFLE,0,0,"13.90000","0","1","Weller®","Active","-","Nozzle Kit","-","-","-","-","3 Nozzles","-","1095, 6970","-","-","-","-","-","Silver"
-,-,133-30092-ND,30092,Master Appliance Co,VT KNOB KIT D MODELS,0,0,"13.99448","0","29","HG, Varitemp® VT","Active","-","Knob","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,-,133-35153-ND,35153,Master Appliance Co,BLOWER WHEEL,0,0,"14.85107","0","28","HG, Varitemp® VT","Active","-","Blower Wheel","-","-","-","-","-","Heat Gun","HG/VT Models","-","cULus","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_BSY-005.jpg,BSY-005-ND,BSY-005,Master Appliance Co,STAND KIT,0,0,"15.12000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Stand","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x, HG-752A","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T6964_Web.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T6964.jpg,T6964-ND,T6964,Apex Tool Group,PRECISION REFLECTOR,0,0,"15.20000","0","1","Weller®","Active","-","Nozzle, Reflector","-","-","-","-","-","-","6966C","-","-","-","Circular - 0.20"" (5.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35016.jpg,MA35016-ND,35016,Master Appliance Co,ATTACHMENT 3"" SPREADER,0,0,"15.24000","0","1","Proheat® Dualtemp™ PH, Quick-Touch™ PH, Variair® PH, Varitemp® PH","Active","-","Nozzle, Spreader","-","-","-","-","-","-","PH-1000, PH-1100, PH-1200, PH-1200-1, PH-1300, PH-1400, PH-1500, PH-2000, PH-2100, PH-2200, PH-2200-1","-","-","-","Flat - 2.95"" (75.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35017.jpg,MA35017-ND,35017,Master Appliance Co,ATTACHMENT 1-3/8"" SHRINK TUBING,0,0,"15.24000","0","1","Proheat® Dualtemp™ PH, Quick-Touch™ PH, Variair® PH, Varitemp® PH","Active","-","Nozzle, Reflector","-","-","-","-","-","Heat Shrink Tubing up to 1.38"" Dia","PH-1000, PH-1100, PH-1200, PH-1200-1, PH-1300, PH-1400, PH-1500, PH-2000, PH-2100, PH-2200, PH-2200-1","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35260.jpg,MA35260-ND,35260,Master Appliance Co,ATTACHMENT 2"" SPREADER,0,0,"15.24000","0","1","Proheat® Dualtemp™ PH, Quick-Touch™ PH, Varitemp® PH","Active","-","Nozzle, Spreader","-","-","-","-","-","-","PH-1000, PH-1100, PH-1200","-","-","-","Flat - 1.97"" (50.00mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35261.jpg,MA35261-ND,35261,Master Appliance Co,ATTACHMENT 3"" REFLECTOR,0,0,"15.24000","0","1","Proheat® Dualtemp™ PH, Quick-Touch™ PH, Variair® PH, Varitemp® PH","Active","-","Nozzle, Reflector","-","-","-","-","-","-","PH-1000, PH-1100, PH-1200, PH-1300, PH-1400, PH-1500","-","-","-","Flat - 2.95"" (75.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35262.jpg,MA35262-ND,35262,Master Appliance Co,ATTACHMENT 2"" WINDOW DEFLECTOR,0,0,"15.24000","0","1","Proheat® Varitemp® PH","Active","-","Nozzle, Deflector","-","-","-","-","-","-","PH-1200","-","-","-","Flat - 1.97"" (50.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35263.jpg,MA35263-ND,35263,Master Appliance Co,ATTACHMENT 3"" WINDOW DEFLECTOR,0,0,"15.24000","0","1","Proheat® Dualtemp™ PH, Quick-Touch™ PH, Variair® PH, Varitemp® PH","Active","-","Nozzle, Deflector","-","-","-","-","-","-","PH-1000, PH-1100, PH-1200, PH-1300, PH-1400, PH-1500","-","-","-","Flat - 2.95"" (75.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35268.jpg,MA35268-ND,35268,Master Appliance Co,ATTACHMENT 1-1/2"" LAP WELDING,0,0,"15.24000","0","1","Proheat® Variair® PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","Plastic Lap Welding","PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","Flat - 1.57"" (40.0mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35270.jpg,MA35270-ND,35270,Master Appliance Co,ATTACHMENT 3/4"" REDUCER,0,0,"15.24000","0","1","Proheat® Variair® PH, Varitemp® PH","Active","-","Nozzle, Reduction","-","-","-","-","-","Plastic Welding","PH-1200, PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","Circular - 0.79"" (20.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35271.jpg,MA35271-ND,35271,Master Appliance Co,ATTACHMENT PLASTIC WELDING,0,0,"15.24000","0","1","Proheat® Variair® PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (35294), Plastic Welding","PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","-","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35272.jpg,MA35272-ND,35272,Master Appliance Co,ATTACHMENT 3/8"" PLASTIC WELDING,0,0,"15.24000","0","1","Proheat® Variair® PH, Varitemp® PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (35294), Plastic Welding","PH-1200, PH-1300, PH-1400, PH-1400WK, PH-1500","-","-","-","Circular - 0.35"" (9.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35292.jpg,MA35292-ND,35292,Master Appliance Co,ATTACHMENT 5/8"" SPEC CONNECTOR,0,0,"15.24000","0","1","Proheat® Variair® PH, Varitemp® PH","Active","-","Nozzle, Reflector","-","-","-","-","-","Crimp Connectors, Heat Shrink and Solder","PH-1200, PH-1200-1, PH-1300, PH-1400, PH-1500, PH-2200, PH-2200-1","-","-","-","Circular - 0.55"" (14.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35293.jpg,MA35293-ND,35293,Master Appliance Co,ATTACHMENT 5/8"" REDUCER,0,0,"15.24000","0","1","Proheat® Variair® PH, Varitemp® PH","Active","-","Nozzle, Reduction","-","-","-","-","-","-","PH-1200, PH-1300, PH-1400, PH-1400WK, PH-1500, PH-2200","-","-","-","Circular - 0.55"" (14.00mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Master%20Appliance%20PDFs/Proheat_Series_Br.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35294.jpg,MA35294-ND,35294,Master Appliance Co,ATTACHMENT 3/8"" PINPOINT REDUCER,0,0,"15.24000","0","1","Proheat® Variair® PH, Varitemp® PH","Active","-","Nozzle, Reduction","-","-","-","-","-","-","PH-1200, PH-1200-1, PH-1300, PH-1400, PH-1400WK, PH-1500, PH-2200, PH-2200-1","-","-","-","Pinpoint","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35269.jpg,35269-ND,35269,Master Appliance Co,"ATTACHMENT, PLASTIC WELDING IRON",0,0,"15.24000","0","1","Proheat® LCD PH","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (35294), Plastic Welding","PH-1400, PH-1400-1, PH-1400K, PH-1400WK","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_35216.jpg,MA35216-ND,35216,Master Appliance Co,BENCH STAND FOR PH-1000 THROUGH,0,0,"15.24000","0","1","-","Active","-","Stand","-","-","-","-","-","-","PH-1200-1, PH-1300-1, PH-1400-1, PH-2200-1, PH-2300-1, PH-2400-1","-","-","-","-","-","Black"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_50675.jpg,MA50675-ND,50675,Master Appliance Co,BENCH STAND (STANDARD),0,0,"15.24000","0","1","-","Active","-","Stand","-","-","-","-","-","-","10008, 10009, 10010, 10012, 10014","-","-","-","-","-","Black"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=34,//media.digikey.com/photos/Steinel%20Photos/MFG_07011.jpg,110048643-ND,110048643,Steinel America,NOZZLE SURFACE AIR SPREADER 2"",0,0,"15.31000","0","1","-","Active","-","Nozzle, Spreader","-","-","-","-","-","-","HG2000E, HG2310LCD, HG2310BB, HG2510ESD, HL1610S, HL1810S, HL1910E, HL2010E","-","-","-","Flat - 1.97"" (50.00mm)","-","Silver"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=34,//media.digikey.com/photos/Steinel%20Photos/MFG_07021.jpg,110048644-ND,110048644,Steinel America,NOZZLE SURFACE AIR SPREADER 3"",0,0,"15.31000","0","1","-","Active","-","Nozzle, Spreader","-","-","-","-","-","-","HG2000E, HG2310LCD, HG2310BB, HG2510ESD, HL1610S, HL1810S, HL1910E, HL2010E, SV800, SV803","-","-","-","Flat - 2.95"" (75.00mm)","-","Silver"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=34,-,110048749-ND,110048749,Steinel America,NOZZLE WINDOW AIR DEFLECTOR 3"",0,0,"15.31000","0","1","-","Active","-","Nozzle, Deflector","-","-","-","-","-","-","HG2000E, HG2310LCD, HG2310BB, HG2510ESD, HL1610S, HL1810S, HL1910E, HL2010E","-","-","-","Flat - 2.95"" (75.00mm)","-","Silver"
http://www.steinel.net/Customized/uploads/PDFs/Catalog_Part1.pdf#page=35,//media.digikey.com/photos/Steinel%20Photos/MFG_07101.jpg,110048649-ND,110048649,Steinel America,NOZZLE LAP WELD FOR 07062,0,0,"15.31000","0","1","-","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (07062), Plastic Lap Welding","HG2000E, HG2310LCD, HG2510ESD, HL1910E, HL2010E","-","-","-","Flat - 0.79"" (20.0mm)","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Steinel%20America%20Inc/Heat_Tools_Catalog.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_07201.jpg,110049671-ND,110049671,Steinel America,NOZZLE WELDING ROD PLASTIC 07062,0,0,"15.31000","0","1","-","Active","-","Nozzle, Welding Tip","-","-","-","-","-","9mm Reducer Nozzle (07062), Plastic Welding","HG2000E, HG2310LCD, HG2510ESD, HL1910E, HL2010E","-","-","-","Flat - 0.79"" (20.0mm)","-","Silver"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_GRD-007.jpg,GRD-007-ND,GRD-007,Master Appliance Co,SHUTTER GUARD KIT,0,0,"15.33000","0","1","HG, Varitemp® VT, Deluxe Varitemp® VTS","Active","-","Shutter Guard Kit","-","-","-","-","-","-","HG-201A, HG-202A, HG-301A, HG-302A, HG-501x, HG-502A, HG-751x, HG-752A","-","-","-","-","-","-"
