Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Features","Tip - Style","Tip - Type","Tip - Shape","Length - Overall","Pattern Number","Material"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18494.pdf,//media.digikey.com/Photos/Aven%20Photos/18494.jpg,18494-ND,18494,Aven Tools,TWEEZER TOOTHED BLUNT 5.51"",0,0,"4.85900","0","10","-","Active","-","Toothed","Blunt","Straight","5.51"" (140.0mm)","-","Stainless Steel"
-,-,1-SA-ND,1-SA,"American Hakko Products, Inc.","TWZ,HEAVY,SM,SHARP POINT",0,0,"5.17000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,4A-SA-ND,4A-SA,"American Hakko Products, Inc.","TWZ,SM,EXTRA FINE STRONG POINT",0,0,"5.17000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,51-S-SA-ND,51-S-SA,"American Hakko Products, Inc.","TWZ,BENT,SM,SUPER FINE POINT",0,0,"5.17000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,65A-SA-ND,65A-SA,"American Hakko Products, Inc.","TWZ,CRVD,SM,EXTRA LONG FINE POIN",0,0,"5.17000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,0C11-SA-ND,0C11-SA,"American Hakko Products, Inc.","TWZ,FLAT,FINE POINT,110MM",0,0,"5.37000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,0-SA-ND,0-SA,"American Hakko Products, Inc.","TWZ,SM,FINE POINT,120MM",0,0,"5.37000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,5B-SA-ND,5B-SA,"American Hakko Products, Inc.","TWZ,BENT,SM,SUPER FINE POINT",0,0,"5.37000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,7E-SA-ND,7E-SA,"American Hakko Products, Inc.","TWZ,CRVD,FLAT FINE POINT",0,0,"5.37000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,SA-SA-ND,SA-SA,"American Hakko Products, Inc.","TWZ,SM,FINE STRONG POINT",0,0,"5.37000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,SS-SA-ND,SS-SA,"American Hakko Products, Inc.","TWZ,SM,LONG FINE POINT",0,0,"5.37000","0","1","-","Active","-","-","-","-","-","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18057-CS.jpg,18057-CS-ND,18057-CS,Aven Tools,TWEEZER POINT ULTRA FINE 4 4.25"",0,0,"5.53700","0","10","-","Active","-","Pointed","Ultra Fine","Straight","4.25"" (108.0mm)","4","Carbon Steel, Nickel Plated"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/18043-CS.jpg,18043-CS-ND,18043-CS,Aven Tools,TWEEZER POINTED FINE 1 4.75"",0,0,"5.53900","0","10","-","Active","-","Pointed","Fine","Straight","4.75"" (120.7mm)","1","Carbon Steel, Nickel Plated"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18400.pdf,//media.digikey.com/Photos/Aven%20Photos/18400.jpg,18400-ND,18400,Aven Tools,TWEEZER POINTED 5.91"",0,0,"5.72700","0","10","-","Active","Locking, Serrated","Pointed","-","Curved","5.91"" (150.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18433.pdf,//media.digikey.com/Photos/Aven%20Photos/18433.jpg,18433-ND,18433,Aven Tools,TWEEZER 10.04"",0,0,"6.55400","0","10","-","Active","Serrated","-","-","Straight","10.04"" (255.0mm)","-","Stainless Steel"
-,-,232-SA-ND,232-SA,"American Hakko Products, Inc.","TWZ,SM,HEAVY GRIP",0,0,"6.87000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,233-SA-ND,233-SA,"American Hakko Products, Inc.","TWZ,SERR.,HEAVY GRIP",0,0,"6.87000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,26-SA-ND,26-SA,"American Hakko Products, Inc.","TWZ,SM/LG,VERY FINE POINT",0,0,"6.87000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,321-SA-ND,321-SA,"American Hakko Products, Inc.","TWZ,SM,FLAT ROUND END,SA",0,0,"7.07000","0","1","-","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3096_Web.pdf,-,1528-2941-ND,3096,Adafruit Industries LLC,PRECISION STRAIGHT TWEEZERS - RH,0,0,"12.44000","0","1","*","Active","-","-","-","-","-","-","-"
-,-,103-SA-ND,103-SA,"American Hakko Products, Inc.","TWZ,SMD,COMP. HANDLE",0,0,"12.57000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,106-SA-ND,106-SA,"American Hakko Products, Inc.","TWZ,SMD,COMP. HANDLE",0,0,"12.57000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,108-SA-ND,108-SA,"American Hakko Products, Inc.","TWZ,SMD,COMP. HANDLE",0,0,"12.57000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,111-SA-ND,111-SA,"American Hakko Products, Inc.","TWZ,SMD,COMP. HANDLE",0,0,"12.57000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,104-SA-ND,104-SA,"American Hakko Products, Inc.","TWZ,SMD,COMP. HANDLE",0,0,"13.47000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,485-07-ND,485-07,"American Hakko Products, Inc.","TWEEZERS,IC,485",0,0,"15.57000","0","1","-","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18046TT.pdf,//media.digikey.com/Photos/Aven%20Photos/18046TT.JPG,243-1086-ND,18046TT,Aven Tools,TWEEZER POINTED 2 4.72"",0,0,"27.68400","0","10","-","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","-","Straight","4.72"" (120.0mm)","2","Titanium"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18032ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18032ACU.jpg,18032ACU-ND,18032ACU,Aven Tools,TWEEZER POINTED STRONG OO 4.72"",0,0,"29.55667","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Strong","Straight","4.72"" (120.0mm)","OO","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18049ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18049ACU.jpg,18049ACU-ND,18049ACU,Aven Tools,TWEEZER FLAT BLUNT 2A 4.72"",0,0,"29.55667","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Flat","Blunt","Straight","4.72"" (120.0mm)","2A","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18026ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18026ACU.jpg,18026ACU-ND,18026ACU,Aven Tools,TWEEZER POINTED FINE O 4.72"",0,0,"29.84750","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.72"" (120.0mm)","O","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18029ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18029ACU.jpg,18029ACU-ND,18029ACU,Aven Tools,TWEEZER POINTED FINE OC 3.54"",0,0,"29.99333","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","3.54"" (90.0mm)","OC","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18040ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18040ACU.jpg,18040ACU-ND,18040ACU,Aven Tools,TWEEZER POINTED FINE SS 5.51"",0,0,"29.99333","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","5.51"" (140.0mm)","SS","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18043ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18043ACU.jpg,18043ACU-ND,18043ACU,Aven Tools,TWEEZER POINT FINE STRONG 4.72"",0,0,"29.99333","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.72"" (120.0mm)","1","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18053ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18053ACU.jpg,18053ACU-ND,18053ACU,Aven Tools,TWEEZER POINT ULTRA FINE 3 4.72"",0,0,"29.99333","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.72"" (120.0mm)","3","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18056ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18056ACU.jpg,18056ACU-ND,18056ACU,Aven Tools,TWEEZER POINT ULT FINE 3C 4.33"",0,0,"29.99333","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.33"" (110.0mm)","3C","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18059ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18059ACU.jpg,18059ACU-ND,18059ACU,Aven Tools,TWEEZER PNT RND ULTRA FINE 4.33"",0,0,"32.27167","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.33"" (110.0mm)","4","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44533angle.jpg,44533-ND,44533,Wiha,TWEEZER POINT EXTRA FINE 7 4.72"",0,0,"34.80000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Extra Fine","Angled","4.72"" (120.0mm)","7","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18768.pdf,//media.digikey.com/Photos/Aven%20Photos/18768.jpg,18768-ND,18768,Aven Tools,TWEEZER FLAT ROUND 2ACF 5.12"",0,0,"34.84083","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic, Carbofib Tips, ESD Safe, Heat Resistant","Flat","Rounded","Straight","5.12"" (130.0mm)","2ACF","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18062ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18062ACU.jpg,18062ACU-ND,18062ACU,Aven Tools,TWEEZER POINTED ULTRA FINE 4.33"",0,0,"35.14833","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.33"" (110.0mm)","5","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18065ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18065ACU.jpg,18065ACU-ND,18065ACU,Aven Tools,TWEEZER POINT ULTRA FINE 4.53"",0,0,"35.14833","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Angled","4.53"" (115.0mm)","5A","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44527.jpg,431-1720-ND,44527,Wiha,TWEEZER POINT EXTRA FINE 4.61"",5,0,"36.28000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Extra Fine","Bent","4.61"" (117.0mm)","5ABB","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18072ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18072ACU.jpg,18072ACU-ND,18072ACU,Aven Tools,TWEEZER POINT ULTRA FINE 7 4.53"",0,0,"37.87917","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Curved","4.53"" (115.0mm)","7","Stainless Steel"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/75210.jpg,75210-ND,75210,Wiha,TWEEZER POINTED BLUNT 5.12"",0,0,"38.90000","0","1","-","Active","Insulated to 1000V, Serrated","Pointed","Blunt","Straight","5.12"" (130.0mm)","-","Carbon Steel, Nickel Plated"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/75205.jpg,75205-ND,75205,Wiha,TWEEZER POINTED FINE 5.12"",0,0,"38.90000","0","1","-","Active","Insulated to 1000V, Serrated","Pointed","Fine","Straight","5.12"" (130.0mm)","-","Carbon Steel, Nickel Plated"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44526angle.jpg,431-1972-ND,44526,Wiha,TWEEZER POINTED SSBB 5.51"",1,0,"39.48000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe, Low Force","Pointed","-","Bent","5.51"" (140.0mm)","SSBB","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18079ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18079ACU.jpg,18079ACU-ND,18079ACU,Aven Tools,TWEEZER POINT ULTRA FINE 4.72"",0,0,"40.42083","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.72"" (120.0mm)","3F","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18078ACU.pdf,//media.digikey.com/Photos/Aven%20Photos/18078ACU.jpg,18078ACU-ND,18078ACU,Aven Tools,TWEEZER POINT ULTRA FINE 4.33"",0,0,"41.09417","0","12","Accu-Tek","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Bent","4.33"" (110.0mm)","3CB","Stainless Steel"
http://www.avenconnect.com/product_sheets/titanium-tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/18053TS.jpg,18053TS-ND,18053TS,Aven Tools,TWEEZER POINTED STRONG 3 4.88"",0,0,"42.40917","0","12","Accu-Tek","Active","Heat Resistant, Non-Magnetic","Pointed","Strong","Straight","4.88"" (124.0mm)","3","Titanium"
http://www.avenconnect.com/product_sheets/titanium-tweezers.pdf,//media.digikey.com/Photos/Aven%20Photos/18056TS.jpg,18056TS-ND,18056TS,Aven Tools,TWEEZER POINTED STRONG 3C 4.25"",0,0,"42.40917","0","12","Accu-Tek","Active","Heat Resistant, Non-Magnetic","Pointed","Strong","Straight","4.25"" (108.0mm)","3C","Titanium"
https://s3-us-west-2.amazonaws.com/wihamedia/pdfs/WihaTechToolsCatalog.pdf,//media.digikey.com/Photos/Wiha/55532.jpg,431-1994-ND,55532,Wiha,TWEEZER POINTED FINE 22B 6.10"",5,0,"42.62000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe, Guide Pin, Serrated","Pointed","Fine","Bent","6.10"" (155.0mm)","22B","Stainless Steel"
https://cdn.wihatoolsus.com/pdfs/WihaInsulatedCatalog.pdf,//media.digikey.com/Photos/Wiha/75215.jpg,75215-ND,75215,Wiha,TWEEZER POINTED BLUNT 5.71"",0,0,"43.38000","0","1","-","Active","Insulated to 1000V, Serrated","Pointed","Blunt","Straight","5.71"" (145.0mm)","-","Carbon Steel, Nickel Plated"
