Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Features","Tip - Style","Tip - Type","Tip - Shape","Length - Overall","Pattern Number","Material"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_7CFR.SA.1.jpg,7CFR.SA.1-1073-ND,7CFR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,22,0,"28.75000","0","1","-","Active","-","Pointed","Very Fine","Curved","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_XXXXX.SA.1.jpg,3CFR.SA.1-1067-ND,3CFR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,20,0,"28.75000","0","1","-","Active","-","Pointed","Sharp","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5CFR.SA.1.jpg,5CFR.SA.1-1069-ND,5CFR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,19,0,"28.75000","0","1","-","Active","-","Pointed","Very Fine","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_2ACFR.SA.1.jpg,2ACFR.SA.1-1065-ND,2ACFR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,15,0,"28.75000","0","1","-","Active","-","Pointed","-","Straight","5.12"" (130.0mm)","-","Carbon Steel"
-,//media.digikey.com/Photos/Ideal-Tek/MFG_277CFR.SA.1.jpg,277CFR.SA.1-1179-ND,277CFR.SA.1,Ideal-tek S.A.,TIPS CARBON FIBER CURVED ESD,24,0,"28.76000","0","1","-","Active","ESD Safe","Pointed","Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
-,//media.digikey.com/Photos/Ideal-Tek/MFG_272CFR.SA.1.jpg,272CFR.SA.1-1180-ND,272CFR.SA.1,Ideal-tek S.A.,TIPS CARBON FIBER STRAIGHT ESD,24,0,"28.76000","0","1","-","Active","ESD Safe","Flat","Square","Straight","5.12"" (130.0mm)","-","Stainless Steel"
-,//media.digikey.com/Photos/Ideal-Tek/MFG_279CFR.SA.1.jpg,279CFR.SA.1-1178-ND,279CFR.SA.1,Ideal-tek S.A.,TIPS CARBON FIBER STRAIGHT ESD,23,0,"28.76000","0","1","-","Active","ESD Safe","Flat","Square","Straight","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5A.SA.0.jpg,5A.SA.0-1013-ND,5A.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,18,0,"29.00000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_XXXXX.SA.1.jpg,3CPR.SA.1-1068-ND,3CPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,24,0,"30.00000","0","1","-","Active","-","Pointed","-","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5CPR.SA.1.jpg,5CPR.SA.1-1070-ND,5CPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,24,0,"30.00000","0","1","-","Active","-","Pointed","Very Fine","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_XXXXX.SA.1.jpg,2ACPR.SA.1-1064-ND,2ACPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,22,0,"30.00000","0","1","-","Active","-","Pointed","-","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_249CPR.SA.1.jpg,249CPR.SA.1-1076-ND,249CPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,22,0,"30.00000","0","1","-","Active","-","Pointed","Strong","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_XXXXX.SA.1.jpg,259CPR.SA.1-1078-ND,259CPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,17,0,"30.00000","0","1","-","Active","-","Pointed","Strong","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_7CPR.SA.1.jpg,7CPR.SA.1-1074-ND,7CPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,14,0,"30.00000","0","1","-","Active","-","Pointed","Very Fine","Curved","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5B.SA.0.jpg,5B.SA.0-1014-ND,5B.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,18,0,"31.25000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Bent","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_7.SA.0.jpg,7.SA.0-1015-ND,7.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,15,0,"31.25000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_AA.SA.DR.6.jpg,AA.SA.DR.6-1063-ND,AA.SA.DR.6,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,23,0,"31.76000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","-","Straight","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_2AXCFR.SA.1.jpg,2AXCFR.SA.1-1066-ND,2AXCFR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,23,0,"33.75000","0","1","-","Active","-","Pointed","-","Straight","4.92"" (125.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5XCFR.SA.1.jpg,5XCFR.SA.1-1071-ND,5XCFR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,23,0,"33.75000","0","1","-","Active","-","Pointed","Very Fine","Straight","5.12"" (130.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5XCPR.SA.1.jpg,5XCPR.SA.1-1072-ND,5XCPR.SA.1,Ideal-tek S.A.,TWEEZERS CARBON ESD SAFE,17,0,"33.75000","0","1","-","Active","-","Pointed","Very Fine","Straight","5.12"" (130.0mm)","-","Carbon Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_5ASA.jpg,5ASA-ND,5ASA,Apex Tool Group,TWEEZER POINTED VERY FINE 4.50"",13,0,"36.80000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Straight","4.50"" (114.3mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_E3CSA.jpg,E3CSA-ND,E3CSA,Apex Tool Group,TWEEZER POINTED FINE 4.50"",8,0,"41.70000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Fine","Straight","4.50"" (114.3mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/93-TDS_Stainless_steel_type_S.pdf,"//media.digikey.com/Photos/Ideal-Tek/MFG_M3E,S,0,ITU.jpg",M3E.S.0.ITU-1155-ND,M3E.S.0.ITU,Ideal-tek S.A.,TWEEZERS MINI 70MM STRAIGHT TIPS,24,0,"41.72000","0","1","-","Active","Magnetic","Pointed","-","Straight","2.76"" (70.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/93-TDS_Stainless_steel_type_S.pdf,"//media.digikey.com/Photos/Ideal-Tek/MFG_M5E,S,0,ITU.jpg",M5E.S.0.ITU-1156-ND,M5E.S.0.ITU,Ideal-tek S.A.,TWEEZERS MINI 80MM STRAIGHT TIPS,24,0,"41.72000","0","1","-","Active","Magnetic","Pointed","Extra Fine","Straight","3.15"" (80.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_00.SA.DR.0.jpg,00.SA.DR.0-1048-ND,00.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,24,0,"41.88000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Strong","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_2A.SA.DR.0.jpg,2A.SA.DR.0-1049-ND,2A.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,21,0,"41.88000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","-","Straight","4.92"" (125.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_3C.SA.DR.0.jpg,3C.SA.DR.0-1052-ND,3C.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,24,0,"42.26000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","-","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_3.SA.DR.0.jpg,3.SA.DR.0-1051-ND,3.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,21,0,"42.26000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","-","Straight","4.92"" (125.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_E5SA.jpg,E5SA-ND,E5SA,Apex Tool Group,TWEEZER POINTED VERY FINE 4.75"",6,0,"43.50000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Very Fine","Straight","4.75"" (120.7mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_4.SA.DR.0.jpg,4.SA.DR.0-1053-ND,4.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,20,0,"44.14000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,E7SA-ND,E7SA,Apex Tool Group,TWEEZER POINTED VERY FINE 5.00"",22,0,"44.60000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Very Fine","Curved","5.00"" (127.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_2AB.SA.DR.0.jpg,2AB.SA.DR.0-1050-ND,2AB.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,21,0,"45.50000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","-","Curved","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5A.SA.DR.0.jpg,5A.SA.DR.0-1055-ND,5A.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,23,0,"46.50000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Extra Fine","Straight","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5.SA.DR.0.jpg,5.SA.DR.0-1054-ND,5.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,21,0,"46.50000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5C.SA.DR.0.jpg,5C.SA.DR.0-1056-ND,5C.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,24,0,"48.76000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Ultra Fine","-","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_51S.SA.DR.0.jpg,51S.SA.DR.0-1062-ND,51S.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,20,0,"48.76000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Extra Fine","Bent","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_7.SA.DR.0.jpg,7.SA.DR.0-1057-ND,7.SA.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,19,0,"48.76000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Very Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_29W30.jpg,29W30-ND,29W30,Apex Tool Group,TWEEZER CUTTER VERY FINE 4.75"",8,0,"50.00000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Self Closing","Cutter","Very Fine","Straight","4.75"" (120.7mm)","-","Stainless Steel"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_15ARSF.jpg,15ARSF-ND,15ARSF,Apex Tool Group,TWEEZER CUTTER FINE 4.50"",6,0,"56.00000","0","1","Erem®","Active","Magnetic","Cutter","Fine","Straight","4.50"" (114.3mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/files/109-TDS_Superalloy_CX.pdf,"//media.digikey.com/Photos/Ideal-Tek/MFG_M3E,CX,0,ITU.jpg",M3E.CX.0.ITU-1153-ND,M3E.CX.0.ITU,Ideal-tek S.A.,TWEEZERS MINI 80MM STRAIGHT TIPS,24,0,"57.12000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","-","Straight","3.15"" (80.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/109-TDS_Superalloy_CX.pdf,"//media.digikey.com/Photos/Ideal-Tek/MFG_M5E,CX,0,ITU.jpg",M5E.CX.0.ITU-1154-ND,M5E.CX.0.ITU,Ideal-tek S.A.,TWEEZERS MINI 80MM STRAIGHT TIPS,24,0,"57.12000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","3.15"" (80.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/109-TDS_Superalloy_CX.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_3SG.CX.0.jpg,3SG.CX.0-1162-ND,3SG.CX.0,Ideal-tek S.A.,BIOLOGY TWEEZERS - SUPERALLOY AN,24,0,"59.80000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/109-TDS_Superalloy_CX.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_4SG.CX.0.jpg,4SG.CX.0-1163-ND,4SG.CX.0,Ideal-tek S.A.,BIOLOGY TWEEZERS - SUPERALLOY AN,24,0,"61.70000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","-"
https://www.ideal-tek.com/public/doc/MZ-Ceramic-replaceable-tip-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_73MZ.SA.0.jpg,73MZ.SA.0-1098-ND,73MZ.SA.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG CER,8,0,"62.50000","0","1","-","Active","-","Pointed","Fine","Straight","5.51"" (140.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/109-TDS_Superalloy_CX.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_5SG.CX.0.jpg,5SG.CX.0-1164-ND,5SG.CX.0,Ideal-tek S.A.,BIOLOGY TWEEZERS - SUPERALLOY AN,23,0,"64.00000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","-"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_15AGW.C.DN.0.jpg,15AGW.C.DN.0-1046-ND,15AGW.C.DN.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,14,0,"64.50000","0","1","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.72"" (120.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/files/109-TDS_Superalloy_CX.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_7SG.CX.0.jpg,7SG.CX.0-1165-ND,7SG.CX.0,Ideal-tek S.A.,BIOLOGY TWEEZERS - SUPERALLOY AN,23,0,"66.30000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Very Fine","Curved","4.53"" (115.0mm)","-","-"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_15A.C.DR.0.jpg,15A.C.DR.0-1060-ND,15A.C.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,23,0,"67.00000","0","1","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.72"" (120.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_15AGW.C.DR.0.jpg,15AGW.C.DR.0-1061-ND,15AGW.C.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,23,0,"67.00000","0","1","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.72"" (120.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_14AGW.C.DR.0.jpg,14AGW.C.DR.0-1059-ND,14AGW.C.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,24,0,"69.64000","0","1","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/ESD-rubber-tweezers-Leaflet.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_14A.C.DR.0.jpg,14A.C.DR.0-1058-ND,14A.C.DR.0,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,20,0,"69.64000","0","1","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/SMD-tweezers-leaflet_Ideal-tek.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_K5SMDF.jpg,K5SMDF-1037-ND,K5SMDF,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,18,0,"120.00000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Assorted","Assorted","Assorted","Assorted","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,//media.digikey.com/Photos/Ideal-Tek/MFG_K5HP.SA.jpg,K5HP.SA-1021-ND,K5HP.SA,Ideal-tek S.A.,TWEEZERS ANTI-ACID/ANTI-MAG SS,19,0,"153.78000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Assorted","Assorted","Assorted","-","Stainless Steel"
-,-,1691-1447-ND,7A-SA,"American Hakko Products, Inc.",FINE POINT CURVED TWEEZERS,47,0,"5.37000","0","1","-","Active","Acid Resistant","Pointed","Strong","Bent","4.25"" (108.0mm)","-","Stainless Steel"
-,-,1691-1445-ND,3C-SA,"American Hakko Products, Inc.",VERY FINE POINT TWEEZERS,32,0,"5.37000","0","1","-","Active","Acid Resistant","Pointed","Sharp","Straight","4.25"" (108.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18053USA.pdf,//media.digikey.com/Photos/Aven%20Photos/18053USA.jpg,243-1448-ND,18053USA,Aven Tools,TWEEZER POINT ULTRA FINE 3 4.72"",41,0,"5.82000","0","1","Technik","Active","Acid Resistant, Anti-Magnetic","Pointed","Ultra Fine","Straight","4.72"" (120.0mm)","3","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18023USA.pdf,//media.digikey.com/Photos/Aven%20Photos/18023USA.jpg,243-1446-ND,18023USA,Aven Tools,TWEEZER POINTED STRONG MM 5.12"",27,0,"5.82000","0","1","Technik","Active","Acid Resistant, Anti-Magnetic","Pointed","Strong","Straight","5.12"" (130.0mm)","MM","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18046USA.pdf,//media.digikey.com/Photos/Aven%20Photos/18046USA.jpg,243-1537-ND,18046USA,Aven Tools,TWEEZER POINTED SHARP 2 4.72"",26,0,"5.82000","0","1","Technik","Active","Acid Resistant, Anti-Magnetic","Pointed","Sharp","Straight","4.72"" (120.0mm)","2","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18402.pdf,//media.digikey.com/Photos/Aven%20Photos/18402.jpg,243-1372-ND,18402,Aven Tools,TWEEZER POINTED 5.91"",50,0,"5.90000","0","1","-","Active","Guide Pin, Serrated","Pointed","-","Curved","5.91"" (150.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18473.pdf,//media.digikey.com/Photos/Aven%20Photos/18473.jpg,243-1374-ND,18473,Aven Tools,TWEEZER ASSORTED,15,0,"27.34000","0","1","-","Active","Set of 5, Plastic Pouch","Assorted","Assorted","Assorted","Assorted","-","-"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44507.jpg,431-2401-ND,44507,Wiha,TWEEZER POINT FINE RND 3C 4.33"",7,0,"30.14000","0","1","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Fine","Straight","4.33"" (110.0mm)","3C","Stainless Steel"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/PT30E.JPG,232-1103-ND,PT30E,Swanstrom Tools USA,PLIZER CURVED SMOOTH,7,0,"51.83000","0","1","-","Active","Anti-Magnetic, ESD Safe","Flat","Sharp","Bent","6.10"" (155.0mm)","-","Stainless Steel"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/PT31E.JPG,232-1104-ND,PT31E,Swanstrom Tools USA,PLIZER CURVED SERRATED,6,0,"51.83000","0","1","-","Active","Anti-Magnetic, ESD Safe","Flat","Sharp","Bent","6.10"" (155.0mm)","-","Stainless Steel"
http://www.avenconnect.com/product_sheets/Artis_No_Marks.pdf,-,243-1571-ND,18480ARS,Aven Tools,TWEEZER SET ARTIS 9 PC W/CASE,18,0,"92.87000","0","1","ARTIS®","Active","-","Assorted","Assorted","Assorted","Assorted","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44511.jpg,431-1719-ND,44511,Wiha,TWEEZER CYLNDR BARREL 50 4.72"",10,0,"28.74000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Cylindrical","Barrel","Straight","4.72"" (120.0mm)","50","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44530angle.jpg,431-1721-ND,44530,Wiha,TWEEZER CYLNDR BARREL 59 4.61"",26,0,"29.42000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Cylindrical","Barrel","Bent","4.61"" (117.0mm)","59","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44521angle.jpg,431-1327-ND,44521,Wiha,TWEEZER FLAT MICRO 12 4.72"",17,0,"34.32000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Flat","Micro","Hook","4.72"" (120.0mm)","12","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44529angle.jpg,431-1027-ND,44529,Wiha,TWEEZER FLAT SQUARE 8B 4.72"",6,0,"34.54000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Flat","Square","Bent","4.72"" (120.0mm)","8B","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Tweezers.pdf,//media.digikey.com/Photos/Wiha/MFG_44522angle.jpg,431-1356-ND,44522,Wiha,TWEEZER FLAT MICRO 13 4.72"",16,0,"34.68000","0","1","-","Obsolete","Acid Resistant, Anti-Magnetic, ESD Safe","Flat","Micro","Hook","4.72"" (120.0mm)","13","Stainless Steel"
