Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Applications","Number of Channels","Interface","Voltage - Supply","Operating Temperature","Specifications","Package / Case","Supplier Device Package"
https://cdn.sparkfun.com/datasheets/Dev/Arduino/Shields/MSGEQ7_5-11.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/COM-10468.jpg,1568-1335-ND,COM-10468,SparkFun Electronics,GRAPHIC EQUALIZER DISPLAY FILTER,825,0,"4.95000","0","1","Tube","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","7","-","2.7V ~ 5.5V","0°C ~ 70°C (TA)","-","8-DIP (0.300"", 7.62mm)","8-DIP"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=134046,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-0.9-9x9;;64.jpg,ZL38051LDF1TR-ND,ZL38051LDF1,Microchip Technology,IC AUDIO PROC SECURITY CAM 64QFN,2700,0,"4.95687","0","2700","Tape & Reel (TR)","AcuEdge™","Active","Audio Signal Processor","Consumer Audio","2","-","-","-","-","64-VFQFN Exposed Pad","64-QFN (9x9)"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=134046,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-0.9-9x9;;64.jpg,ZL38051LDF1CT-ND,ZL38051LDF1,Microchip Technology,IC VOICE PROCESSOR,3114,0,"9.06000","0","1","Cut Tape (CT)","AcuEdge™","Active","Audio Signal Processor","Consumer Audio","2","-","-","-","-","64-VFQFN Exposed Pad","64-QFN (9x9)"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=134046,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-0.9-9x9;;64.jpg,ZL38051LDF1DKR-ND,ZL38051LDF1,Microchip Technology,IC VOICE PROCESSOR,3114,0,"Digi-Reel","0","1","Digi-Reel®","AcuEdge™","Active","Audio Signal Processor","Consumer Audio","2","-","-","-","-","64-VFQFN Exposed Pad","64-QFN (9x9)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,DRV134PA-ND,DRV134PA,Texas Instruments,IC AUDIO DIFF LINE DRIVER 8-DIP,7057,10000,"5.49000","0","1","Tube","-","Active","Line Driver","Pre-Amplifier, Professional Audio","2","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","8-DIP (0.300"", 7.62mm)","8-PDIP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2311,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-48644-2-ND,PGA2311UA/1K,Texas Instruments,IC STEREO AUDIO VOL CTRL 16-SOIC,1000,4000,"5.56065","0","1000","Tape & Reel (TR)","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2311,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-48644-1-ND,PGA2311UA/1K,Texas Instruments,IC STEREO AUDIO VOL CTRL 16-SOIC,1990,4000,"10.10000","0","1","Cut Tape (CT)","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2311,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-48644-6-ND,PGA2311UA/1K,Texas Instruments,IC STEREO AUDIO VOL CTRL 16-SOIC,1990,4000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,DRV135UA-ND,DRV135UA,Texas Instruments,IC AUDIO DIFF LINE DRIVER 8-SOIC,9010,9975,"5.73000","0","1","Tube","-","Active","Line Driver","Pre-Amplifier, Professional Audio","1","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv134,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,DRV134UA-ND,DRV134UA,Texas Instruments,IC AUDIO DIFF LINE DRIVR 16-SOIC,3862,10000,"5.73000","0","1","Tube","-","Active","Line Driver","Pre-Amplifier, Professional Audio","2","Analog","±4.5V ~ 18V","-55°C ~ 125°C (TA)","Differential Output","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8406_F6.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,598-1121-5-ND,CS8406-CZZ,Cirrus Logic Inc.,IC XMITTER DGTL 192KHZ 28TSSOP,22156,0,"6.40000","0","1","Tube","-","Active","Audio Transmitter","Digital Audio Interfacing","2","I²C, SPI","3.3V ~ 5V","-10°C ~ 70°C (TA)","8kHz ~ 192kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8406_F6.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,598-1757-ND,CS8406-CSZ,Cirrus Logic Inc.,IC XMITTER DGTL 192KHZ 28SOIC,1115,0,"6.72000","0","1","Tube","-","Active","Audio Transmitter","Digital Audio Interfacing","2","I²C, SPI","3.3V ~ 5V","-10°C ~ 70°C (TA)","8kHz ~ 192kHz","28-SOIC (0.295"", 7.50mm Width)","28-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4382,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-19757-2-ND,SRC4382IPFBR,Texas Instruments,IC SAMPLE RATE CONVTR 48-TQFP,1000,10000,"7.02240","0","1000","Tape & Reel (TR)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 85°C (TA)","4kHz ~ 216kHz","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4382,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-19757-1-ND,SRC4382IPFBR,Texas Instruments,IC SAMPLE RATE CONVTR 48-TQFP,2200,10001,"11.42000","0","1","Cut Tape (CT)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 85°C (TA)","4kHz ~ 216kHz","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4382,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-19757-6-ND,SRC4382IPFBR,Texas Instruments,IC SAMPLE RATE CONVTR 48-TQFP,2200,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 85°C (TA)","4kHz ~ 216kHz","48-TQFP","48-TQFP (7x7)"
https://www.akm.com/akm/en/file/datasheet/AK4101AVQ.pdf,//media.digikey.com/Renders/AKM%20Semiconductor%20Renders/44-LQFP.jpg,974-1000-ND,AK4101AVQ,AKM Semiconductor Inc.,IC TX RS422 QUAD 44LQFP,3024,0,"7.98000","0","1","Tray","-","Active","Audio Transmitter","Digital Audio Interfacing","4","I²S","4.75V ~ 5.25V","-40°C ~ 85°C (TA)","28kHz ~ 192kHz","44-LQFP","44-LQFP (10x10)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8406_F6.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,598-1722-ND,CS8406-DZZ,Cirrus Logic Inc.,IC XMITTER DGTL 192KHZ 28TSSOP,948,0,"8.40000","0","1","Tube","-","Active","Audio Transmitter","Digital Audio Interfacing","2","I²C, SPI","3.3V ~ 5V","-40°C ~ 85°C (TA)","8kHz ~ 192kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4392,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-19740-2-ND,SRC4392IPFBR,Texas Instruments,IC SAMPLE RATE CONV 2CH 48-TQFP,3000,5000,"8.77800","0","1000","Tape & Reel (TR)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 85°C (TA)","4kHz ~ 216kHz","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4392,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-19740-1-ND,SRC4392IPFBR,Texas Instruments,IC SAMPLE RATE CONV 2CH 48-TQFP,3189,5293,"14.28000","0","1","Cut Tape (CT)","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 85°C (TA)","4kHz ~ 216kHz","48-TQFP","48-TQFP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4392,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-TQFP-PFB.jpg,296-19740-6-ND,SRC4392IPFBR,Texas Instruments,IC SAMPLE RATE CONV 2CH 48-TQFP,3189,5293,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²C, SPI","3V ~ 3.6V","-40°C ~ 85°C (TA)","4kHz ~ 216kHz","48-TQFP","48-TQFP (7x7)"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8416_F3.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,598-1124-5-ND,CS8416-CZZ,Cirrus Logic Inc.,IC RCVR DGTL 192KHZ 28TSSOP COMM,6163,0,"9.21000","0","1","Tube","-","Active","Audio Receiver","Digital Audio Interfacing","8","I²C, SPI","3.3V ~ 5V","-10°C ~ 70°C (TA)","32kHz ~ 192kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8416_F3.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,598-1123-5-ND,CS8416-CSZ,Cirrus Logic Inc.,IC RCVR DGTL 192KHZ 28SOIC COMM,2869,0,"9.21000","0","1","Tube","-","Active","Audio Receiver","Digital Audio Interfacing","8","I²C, SPI","3.3V ~ 5V","-10°C ~ 70°C (TA)","32kHz ~ 192kHz","28-SOIC (0.295"", 7.50mm Width)","28-SOIC"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=133946,//media.digikey.com/Renders/Microsemi%20Consumer%20Medical%20Product%20Grp%20Renders/1403;64QFN-0.9-9x9;;64.jpg,ZL38040LDG1-ND,ZL38040LDG1,Microchip Technology,IC AUDIO PROC IP PHONE ADV 64QFN,469,0,"9.53000","0","1","Tray","AcuEdge™","Active","Audio Signal Processor","Consumer Audio","2","SPI","-","-","48kHz","64-VFQFN","64-QFN (9x9)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2311,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,PGA2311U-ND,PGA2311U,Texas Instruments,IC 5V STEREO AUD VOL CTRL 16SOIC,2714,3160,"9.93000","0","1","Tube","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://www.akm.com/akm/en/file/datasheet/AK4128AVQ.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg,974-1043-ND,AK4128AEQ,AKM Semiconductor Inc.,IC SAMPLE RATE CONVERTER 64LQFP,797,0,"10.88000","0","1","Tray","-","Active","Sample Rate Converter","Digital Audio Interfacing","8","I²S","3V ~ 3.6V","-20°C ~ 85°C (TA)","8kHz ~ 216kHz","64-FQFP","64-LQFP (10x10)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4192,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040065;DB;28.jpg,296-15234-5-ND,SRC4192IDB,Texas Instruments,IC 192KHZ SAMPL RATE CONV 28SSOP,3420,10000,"11.53000","0","1","Tube","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S, TDM","3.3V","-45°C ~ 85°C (TA)","4kHz ~ 212kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftas3108,//media.digikey.com/Renders/Texas%20Instr%20Renders/38-TFSOP.jpg,296-20652-5-ND,TAS3108DCP,Texas Instruments,IC AUDIO DSP 8-CH 38-TSSOP,2329,0,"11.54000","0","1","Tube","Automotive, AEC-Q100","Active","Audio Signal Processor","Automotive Audio, Consumer Audio","4","I²C","3V ~ 3.6V","0°C ~ 70°C (TA)","-","38-TFSOP (0.173"", 4.40mm Width) Exposed Pad","38-HTSSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8421_F7.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",598-1126-5-ND,CS8421-CZZ,Cirrus Logic Inc.,IC SAMPLE RATE CONVERTER 20TSSOP,5908,0,"11.92000","0","1","Tube","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","Serial","2.38V ~ 2.62V","-10°C ~ 70°C (TA)","53kHz ~ 211kHz","20-TSSOP (0.173"", 4.40mm Width)","20-TSSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS3310_F1.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,598-1599-ND,CS3310-KSZ,Cirrus Logic Inc.,IC VOLUME CTRL STER DGTL 16SOIC,8064,0,"12.97000","0","1","Tube","-","Active","Volume Control","Audio Systems","2","SPI","4.75V ~ 5.25V","0°C ~ 70°C (TA)","-95.5dB, +31.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8422_F2.pdf,//media.digikey.com/Renders/Cirrus%20Logic%20Renders/598;32QFN-1.00-5x5;FL;32.jpg,598-1732-ND,CS8422-CNZ,Cirrus Logic Inc.,IC SAMPLE RATE CONVERTER 32QFN,2039,0,"14.04000","0","1","Tube","-","Active","Sample Rate Converter, Audio Receiver","Digital Audio Interfacing","2","I²C, SPI","3.135V ~ 3.465V","-40°C ~ 85°C (TA)","53kHz ~ 211kHz","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4184,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-TQFP.jpg,296-17309-ND,SRC4184IPAG,Texas Instruments,IC SAMPLE RATE CONV 4CH 64-TQFP,5589,7040,"14.28000","0","1","Tray","-","Active","Sample Rate Converter","Digital Audio Interfacing","4","SPI","1.8V, 3.3V","-40°C ~ 85°C (TA)","4kHz ~ 212kHz","64-TQFP","64-TQFP (10x10)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga4311,//media.digikey.com/photos/Texas%20Instr%20Photos/296-28-SOIC.jpg,PGA4311U-ND,PGA4311U,Texas Instruments,IC VOLUME CTRL AUD 4-CH 28-SOIC,2888,0,"16.52000","0","1","Tube","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","4","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","28-SOIC (0.295"", 7.50mm Width)","28-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2320,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-17962-5-ND,PGA2320IDW,Texas Instruments,IC STEREO AUDIO VOL CTRL 16-SOIC,3150,10000,"17.63000","0","1","Tube","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.5V ~ 15.5V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga4311,//media.digikey.com/photos/Texas%20Instr%20Photos/296-28-SOIC.jpg,296-33539-5-ND,PGA4311UA,Texas Instruments,IC VOLUME CTRL AUD 4-CH 28 SOIC,5031,9040,"19.00000","0","1","Tube","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","4","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","28-SOIC (0.295"", 7.50mm Width)","28-SOIC"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS3318_F1.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-LQFP.jpg,598-1180-ND,CS3318-CQZ,Cirrus Logic Inc.,IC ANLG VOL CTRL 8CH DGTL 48LQFP,964,0,"25.66000","0","1","Tray","-","Active","Volume Control","Audio Systems","8","I²C, SPI","7.6V ~ 9.45V","-10°C ~ 70°C (TA)","-96dB, +22dB","48-LQFP","48-LQFP (7x7)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/30/7c/3f/06/19/b0/4a/f4/CD00002822.pdf/files/CD00002822.pdf/jcr:content/translations/en.CD00002822.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,497-8870-2-ND,TDA7468D13TR,STMicroelectronics,IC PROCESSOR AUDIO DGTL 28-SOIC,1000,0,"1.56380","0","1000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Consumer Audio","2","I²C","5V ~ 10V","0°C ~ 70°C (TA)","ALC Surround","28-SOIC (0.295"", 7.50mm Width)","28-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/30/7c/3f/06/19/b0/4a/f4/CD00002822.pdf/files/CD00002822.pdf/jcr:content/translations/en.CD00002822.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,497-8870-1-ND,TDA7468D13TR,STMicroelectronics,IC PROCESSOR AUDIO DGTL 28-SOIC,1630,0,"3.05000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Consumer Audio","2","I²C","5V ~ 10V","0°C ~ 70°C (TA)","ALC Surround","28-SOIC (0.295"", 7.50mm Width)","28-SO"
http://www.st.com/content/ccc/resource/technical/document/datasheet/30/7c/3f/06/19/b0/4a/f4/CD00002822.pdf/files/CD00002822.pdf/jcr:content/translations/en.CD00002822.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,497-8870-6-ND,TDA7468D13TR,STMicroelectronics,IC PROCESSOR AUDIO DGTL 28-SOIC,1630,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Consumer Audio","2","I²C","5V ~ 10V","0°C ~ 70°C (TA)","ALC Surround","28-SOIC (0.295"", 7.50mm Width)","28-SO"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm1971,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-3;D;8.jpg,LM1971M/NOPB-ND,LM1971M/NOPB,Texas Instruments,IC ATTENUATOR AUD DGTL 1CH 8SOIC,6224,9975,"2.34000","0","1","Tube","Overture™","Active","Volume Control","Communication Systems","1","SPI","4.5V ~ 12V","-40°C ~ 85°C (TA)","115dB","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.silabs.com/documents/public/data-sheets/Si824x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-3044-ND,SI8244BB-D-IS1,Silicon Labs,IC AUDIO DRIVER PWM 16-SOIC,685,0,"3.66000","0","1","Tube","-","Active","Line Driver","Pre-Amplifier","2","Analog","4.5V ~ 5.5V","-40°C ~ 125°C (TA)","Class D","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm1972,"//media.digikey.com/Renders/Texas%20Instr%20Renders/20-SOIC,DW.jpg",296-43956-5-ND,LM1972M/NOPB,Texas Instruments,IC AUDIO ATTENUATR W/MUTE 20SOIC,2715,6912,"4.20000","0","1","Tube","-","Active","Volume Control","Consumer Audio, Professional Audio","2","SPI","4.5V ~ 12V","0°C ~ 70°C (TA)","78dB","20-SOIC (0.295"", 7.50mm Width)","20-SOIC"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/WM8804_v4.5.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,598-2468-ND,WM8804GEDS/V,Cirrus Logic Inc.,IC TXRX S/PDIF 1:1 DGTL 20SSOP,610,0,"8.78000","0","1","Tube","-","Active","Audio Transceiver","Professional Audio","1","I²S","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","20-SSOP (0.209"", 5.30mm Width)","20-SSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2311,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,PGA2311UA-ND,PGA2311UA,Texas Instruments,IC 5V STEREO AUD VOL CTRL 16SOIC,3726,1760,"11.42000","0","1","Tube","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.75V ~ 5.25V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsrc4192,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040065;DB;28.jpg,296-15235-5-ND,SRC4193IDB,Texas Instruments,IC 192KHZ SAMPL RATE CONV 28SSOP,3216,3450,"11.53000","0","1","Tube","-","Active","Sample Rate Converter","Digital Audio Interfacing","2","I²S, TDM","3.3V","-45°C ~ 85°C (TA)","4kHz ~ 212kHz","28-SSOP (0.209"", 5.30mm Width)","28-SSOP"
https://d3uzseaevmutz1.cloudfront.net/pubs/proDatasheet/CS8416_F3.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,598-1726-ND,CS8416-DZZ,Cirrus Logic Inc.,IC RCVR DGTL 192KHZ 28TSSOP AUTO,975,0,"12.13000","0","1","Tube","-","Not For New Designs","Audio Receiver","Digital Audio Interfacing","8","I²C, SPI","3.3V ~ 5V","-40°C ~ 85°C (TA)","32kHz ~ 192kHz","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2310,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-12255-2-ND,PGA2310UA/1K,Texas Instruments,IC 5V STEREO AUD VOL CTRL 16SOIC,1000,1000,"13.19240","0","1000","Tape & Reel (TR)","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.5V ~ 15.5V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2310,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-12255-1-ND,PGA2310UA/1K,Texas Instruments,IC 5V STEREO AUD VOL CTRL 16SOIC,1002,1000,"20.17000","0","1","Cut Tape (CT)","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.5V ~ 15.5V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fpga2310,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040000-2;DW;16.jpg,296-12255-6-ND,PGA2310UA/1K,Texas Instruments,IC 5V STEREO AUD VOL CTRL 16SOIC,1002,1000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Volume Control","Automotive Audio, Musical Instruments, Professional Audio","2","SPI","±4.5V ~ 15.5V","-40°C ~ 85°C (TA)","31.5dB ~ -95.5dB","16-SOIC (0.295"", 7.50mm Width)","16-SOIC"
