Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%2012mm.jpg",P16471TR-ND,16SVPC270M,Panasonic Electronic Components,CAP ALUM POLY 270UF 20% 16V SMD,7600,0,"0.95598","0","400","Tape & Reel (TR)","OS-CON™, SVPC","Active","Polymer","270µF","±20%","16V","16mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","203.5mA @ 120Hz","4.07A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%2012mm.jpg",P16471CT-ND,16SVPC270M,Panasonic Electronic Components,CAP ALUM POLY 270UF 20% 16V SMD,7825,0,"2.08000","0","1","Cut Tape (CT)","OS-CON™, SVPC","Active","Polymer","270µF","±20%","16V","16mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","203.5mA @ 120Hz","4.07A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%2012mm.jpg",P16471DKR-ND,16SVPC270M,Panasonic Electronic Components,CAP ALUM POLY 270UF 20% 16V SMD,7825,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPC","Active","Polymer","270µF","±20%","16V","16mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","203.5mA @ 120Hz","4.07A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,"//media.digikey.com/Photos/Panasonic%20Photos/Automotive,AEC-Q200ZK-Series_8.30mmx8.30mm.JPG",P121403TR-ND,EEH-ZK1V331P,Panasonic Electronic Components,CAP ALUM POLY 330UF 20% 35V SMD,24500,0,"0.96464","0","500","Tape & Reel (TR)","ZK","Active","Hybrid","330µF","±20%","35V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","420mA @ 100Hz","2.8A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,"//media.digikey.com/Photos/Panasonic%20Photos/Automotive,AEC-Q200ZK-Series_8.30mmx8.30mm.JPG",P121403CT-ND,EEH-ZK1V331P,Panasonic Electronic Components,CAP ALUM POLY 330UF 20% 35V SMD,24611,0,"2.36000","0","1","Cut Tape (CT)","ZK","Active","Hybrid","330µF","±20%","35V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","420mA @ 100Hz","2.8A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,"//media.digikey.com/Photos/Panasonic%20Photos/Automotive,AEC-Q200ZK-Series_8.30mmx8.30mm.JPG",P121403DKR-ND,EEH-ZK1V331P,Panasonic Electronic Components,CAP ALUM POLY 330UF 20% 35V SMD,24611,0,"Digi-Reel","0","1","Digi-Reel®","ZK","Active","Hybrid","330µF","±20%","35V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","420mA @ 100Hz","2.8A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,"//media.digikey.com/Photos/Panasonic%20Photos/Automotive,AEC-Q200ZK-Series_8.30mmx8.30mm.JPG",P121398TR-ND,EEH-ZK1E471P,Panasonic Electronic Components,CAP ALUM POLY 470UF 20% 25V SMD,14500,0,"0.96464","0","500","Tape & Reel (TR)","ZK","Active","Hybrid","470µF","±20%","25V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","420mA @ 100Hz","2.8A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,"//media.digikey.com/Photos/Panasonic%20Photos/Automotive,AEC-Q200ZK-Series_8.30mmx8.30mm.JPG",P121398CT-ND,EEH-ZK1E471P,Panasonic Electronic Components,CAP ALUM POLY 470UF 20% 25V SMD,14653,0,"2.36000","0","1","Cut Tape (CT)","ZK","Active","Hybrid","470µF","±20%","25V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","420mA @ 100Hz","2.8A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1229.pdf,"//media.digikey.com/Photos/Panasonic%20Photos/Automotive,AEC-Q200ZK-Series_8.30mmx8.30mm.JPG",P121398DKR-ND,EEH-ZK1E471P,Panasonic Electronic Components,CAP ALUM POLY 470UF 20% 25V SMD,14653,0,"Digi-Reel","0","1","Digi-Reel®","ZK","Active","Hybrid","470µF","±20%","25V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","420mA @ 100Hz","2.8A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP100M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%2012mm.jpg",P16489TR-ND,20SVP100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 20V SMD,6400,0,"0.96540","0","400","Tape & Reel (TR)","OS-CON™, SVP","Active","Polymer","100µF","±20%","20V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","166mA @ 120Hz","3.32A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP100M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%2012mm.jpg",P16489CT-ND,20SVP100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 20V SMD,6518,0,"1.89000","0","1","Cut Tape (CT)","OS-CON™, SVP","Active","Polymer","100µF","±20%","20V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","166mA @ 120Hz","3.32A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP100M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%2012mm.jpg",P16489DKR-ND,20SVP100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 20V SMD,6518,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVP","Active","Polymer","100µF","±20%","20V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","166mA @ 120Hz","3.32A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+16SVPF1000M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%2010mm.jpg",P16478TR-ND,16SVPF1000M,Panasonic Electronic Components,CAP ALUM POLY 1000UF 20% 16V SMD,3200,0,"0.97685","0","400","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","1000µF","±20%","16V","12mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","270mA @ 120Hz","5.4A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.500"" (12.70mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+16SVPF1000M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%2010mm.jpg",P16478CT-ND,16SVPF1000M,Panasonic Electronic Components,CAP ALUM POLY 1000UF 20% 16V SMD,3200,0,"2.12000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","1000µF","±20%","16V","12mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","270mA @ 120Hz","5.4A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.500"" (12.70mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+16SVPF1000M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%2010mm.jpg",P16478DKR-ND,16SVPF1000M,Panasonic Electronic Components,CAP ALUM POLY 1000UF 20% 16V SMD,3200,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","1000µF","±20%","16V","12mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","270mA @ 120Hz","5.4A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.500"" (12.70mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0006+EEFSX0E471E4+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/S%20SERIES%201.9H,7.3L.jpg",PCE5042TR-ND,EEF-SX0E471E4,Panasonic Electronic Components,CAP ALUM POLY 470UF 20% 2.5V SMD,52500,0,"0.97798","0","3500","Tape & Reel (TR)","SP-Cap SX","Active","Polymer","470µF","±20%","2.5V","4.5mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","8.5A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0006+EEFSX0E471E4+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/S%20SERIES%201.9H,7.3L.jpg",PCE5042CT-ND,EEF-SX0E471E4,Panasonic Electronic Components,CAP ALUM POLY 470UF 20% 2.5V SMD,52990,0,"2.95000","0","1","Cut Tape (CT)","SP-Cap SX","Active","Polymer","470µF","±20%","2.5V","4.5mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","8.5A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0006+EEFSX0E471E4+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/S%20SERIES%201.9H,7.3L.jpg",PCE5042DKR-ND,EEF-SX0E471E4,Panasonic Electronic Components,CAP ALUM POLY 470UF 20% 2.5V SMD,52990,0,"Digi-Reel","0","1","Digi-Reel®","SP-Cap SX","Active","Polymer","470µF","±20%","2.5V","4.5mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","8.5A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0006+EEFSX0D561E4+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/S%20SERIES%201.9H,7.3L.jpg",PCE5035TR-ND,EEF-SX0D561E4,Panasonic Electronic Components,CAP ALUM POLY 560UF 20% 2V SMD,17500,0,"0.98233","0","3500","Tape & Reel (TR)","SP-Cap SX","Active","Polymer","560µF","±20%","2V","4.5mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","8.5A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0006+EEFSX0D561E4+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/S%20SERIES%201.9H,7.3L.jpg",PCE5035CT-ND,EEF-SX0D561E4,Panasonic Electronic Components,CAP ALUM POLY 560UF 20% 2V SMD,21009,0,"2.97000","0","1","Cut Tape (CT)","SP-Cap SX","Active","Polymer","560µF","±20%","2V","4.5mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","8.5A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0006+EEFSX0D561E4+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/S%20SERIES%201.9H,7.3L.jpg",PCE5035DKR-ND,EEF-SX0D561E4,Panasonic Electronic Components,CAP ALUM POLY 560UF 20% 2V SMD,21009,0,"Digi-Reel","0","1","Digi-Reel®","SP-Cap SX","Active","Polymer","560µF","±20%","2V","4.5mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","8.5A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)","-","Surface Mount","2917 (7343 Metric)"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxb,//media.digikey.com/photos/United%20Chemi-Con%20Photos/Automotive%20AEC-Q200%20HXB%20Series.jpg,565-4183-2-ND,HHXB350ARA151MHA0G,United Chemi-Con,CAP ALUM POLY HYB 150UF 35V SMD,4000,0,"0.98400","0","500","Tape & Reel (TR)","HXB","Active","Hybrid","150µF","±20%","35V","27mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","AEC-Q200","Automotive","-","2.3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.406"" (10.30mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxb,//media.digikey.com/photos/United%20Chemi-Con%20Photos/Automotive%20AEC-Q200%20HXB%20Series.jpg,565-4183-1-ND,HHXB350ARA151MHA0G,United Chemi-Con,CAP ALUM POLY HYB 150UF 35V SMD,4886,0,"2.52000","0","1","Cut Tape (CT)","HXB","Active","Hybrid","150µF","±20%","35V","27mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","AEC-Q200","Automotive","-","2.3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.406"" (10.30mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxb,//media.digikey.com/photos/United%20Chemi-Con%20Photos/Automotive%20AEC-Q200%20HXB%20Series.jpg,565-4183-6-ND,HHXB350ARA151MHA0G,United Chemi-Con,CAP ALUM POLY HYB 150UF 35V SMD,4886,0,"Digi-Reel","0","1","Digi-Reel®","HXB","Active","Hybrid","150µF","±20%","35V","27mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","AEC-Q200","Automotive","-","2.3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.406"" (10.30mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+50SVPF39M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%2012mm.jpg",P16593TR-ND,50SVPF39M,Panasonic Electronic Components,CAP ALUM POLY 39UF 20% 50V SMD,9200,0,"0.99140","0","400","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","39µF","±20%","50V","25mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","190mA @ 120Hz","3.8A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+50SVPF39M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%2012mm.jpg",P16593CT-ND,50SVPF39M,Panasonic Electronic Components,CAP ALUM POLY 39UF 20% 50V SMD,9209,0,"1.94000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","39µF","±20%","50V","25mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","190mA @ 120Hz","3.8A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+50SVPF39M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%2012mm.jpg",P16593DKR-ND,50SVPF39M,Panasonic Electronic Components,CAP ALUM POLY 39UF 20% 50V SMD,9209,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","39µF","±20%","50V","25mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","190mA @ 120Hz","3.8A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.472"" (12.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,//media.digikey.com/Photos/Nichicon%20Photos/CV%20Series%208mm.jpg,493-4399-2-ND,PCV1J220MCL6GS,Nichicon,CAP ALUM POLY 22UF 20% 63V SMD,8500,0,"1.00736","0","500","Tape & Reel (TR)","PCV","Active","Polymer","22µF","±20%","63V","37mOhm","3000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","1.7A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.394"" (10.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,//media.digikey.com/Photos/Nichicon%20Photos/CV%20Series%208mm.jpg,493-4399-1-ND,PCV1J220MCL6GS,Nichicon,CAP ALUM POLY 22UF 20% 63V SMD,8775,0,"2.58000","0","1","Cut Tape (CT)","PCV","Active","Polymer","22µF","±20%","63V","37mOhm","3000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","1.7A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.394"" (10.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,//media.digikey.com/Photos/Nichicon%20Photos/CV%20Series%208mm.jpg,493-4399-6-ND,PCV1J220MCL6GS,Nichicon,CAP ALUM POLY 22UF 20% 63V SMD,8775,0,"Digi-Reel","0","1","Digi-Reel®","PCV","Active","Polymer","22µF","±20%","63V","37mOhm","3000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","1.7A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.394"" (10.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,//media.digikey.com/photos/Panasonic%20Photos/ZC%20Series%2010mm.jpg,P19835TR-ND,EEH-ZC1V271V,Panasonic Electronic Components,CAP ALUM POLY 270UF 20% 35V SMD,5500,0,"1.01408","0","500","Tape & Reel (TR)","ZC","Active","Hybrid","270µF","±20%","35V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","300mA @ 100Hz","2A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,//media.digikey.com/photos/Panasonic%20Photos/ZC%20Series%2010mm.jpg,P19835CT-ND,EEH-ZC1V271V,Panasonic Electronic Components,CAP ALUM POLY 270UF 20% 35V SMD,5711,0,"2.48000","0","1","Cut Tape (CT)","ZC","Active","Hybrid","270µF","±20%","35V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","300mA @ 100Hz","2A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,//media.digikey.com/photos/Panasonic%20Photos/ZC%20Series%2010mm.jpg,P19835DKR-ND,EEH-ZC1V271V,Panasonic Electronic Components,CAP ALUM POLY 270UF 20% 35V SMD,5711,0,"Digi-Reel","0","1","Digi-Reel®","ZC","Active","Hybrid","270µF","±20%","35V","20mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","300mA @ 100Hz","2A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,//media.digikey.com/photos/Panasonic%20Photos/ZC%20Series%2010mm.jpg,P19837TR-ND,EEH-ZC1H101V,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 50V SMD,2500,0,"1.01408","0","500","Tape & Reel (TR)","ZC","Active","Hybrid","100µF","±20%","50V","28mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","240mA @ 100Hz","1.6A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,//media.digikey.com/photos/Panasonic%20Photos/ZC%20Series%2010mm.jpg,P19837CT-ND,EEH-ZC1H101V,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 50V SMD,2869,0,"2.60000","0","1","Cut Tape (CT)","ZC","Active","Hybrid","100µF","±20%","50V","28mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","240mA @ 100Hz","1.6A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1234.pdf,//media.digikey.com/photos/Panasonic%20Photos/ZC%20Series%2010mm.jpg,P19837DKR-ND,EEH-ZC1H101V,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 50V SMD,2869,0,"Digi-Reel","0","1","Digi-Reel®","ZC","Active","Hybrid","100µF","±20%","50V","28mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","240mA @ 100Hz","1.6A @ 100kHz","-","-","0.394"" Dia (10.00mm)","0.413"" (10.50mm)","0.406"" L x 0.406"" W (10.30mm x 10.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,//media.digikey.com/Photos/Nichicon%20Photos/CV%20Series%208mm.jpg,493-4378-2-ND,PCV1E121MCL6GS,Nichicon,CAP ALUM POLY 120UF 20% 25V SMD,23500,0,"1.01984","0","500","Tape & Reel (TR)","PCV","Active","Polymer","120µF","±20%","25V","29mOhm","3000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","1.9A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.394"" (10.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,//media.digikey.com/Photos/Nichicon%20Photos/CV%20Series%208mm.jpg,493-4378-1-ND,PCV1E121MCL6GS,Nichicon,CAP ALUM POLY 120UF 20% 25V SMD,23676,0,"2.62000","0","1","Cut Tape (CT)","PCV","Active","Polymer","120µF","±20%","25V","29mOhm","3000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","1.9A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.394"" (10.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-pcv.pdf,//media.digikey.com/Photos/Nichicon%20Photos/CV%20Series%208mm.jpg,493-4378-6-ND,PCV1E121MCL6GS,Nichicon,CAP ALUM POLY 120UF 20% 25V SMD,23676,0,"Digi-Reel","0","1","Digi-Reel®","PCV","Active","Polymer","120µF","±20%","25V","29mOhm","3000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","1.9A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.394"" (10.00mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
