Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Features","For Use With/Related Products"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pr/prd/prd1/prd12/media/C-RKPRD12--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRD12.JPG,298-12803-ND,PRD12,Panduit Corp,THE PANDUIT PATCHRUNNER DUAL-H,3,0,"361.94000","0","1","PatchRunner™","Obsolete","Door","Hinged","PRV Cable Manager"
http://www1.panduit.com/heiler/PartDrawings/C-RKPED12B1--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PED12B1.JPG,298-12798-ND,PED12B1,Panduit Corp,THE PANDUIT PATCHRUNNER HIGH-C,2,0,"398.15000","0","1","PatchRunner™","Obsolete","Door","Hinged","PRV, PEV Cable Manager"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/PRD15-.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRD15.JPG,PRD15-ND,PRD15,Panduit Corp,DOOR DUAL HINGED,2,0,"427.38000","0","1","PatchRunner™","Obsolete","Dual Hinged Door","-","PRV Managers Only"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd6/media/D-RKSP144--WW-ENG-PatchRunnerVertCabMang-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRVF6.JPG,298-12810-ND,PRVF6,Panduit Corp,THE PANDUIT PATCHRUNNER VERTIC,3,0,"471.04000","0","1","PatchRunner™","Obsolete","Cable Management","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRVF10.jpg,PRVF10-ND,PRVF10,Panduit Corp,PATCHRUNNER VERTICAL CABLE MANAG,2,0,"554.12000","0","1","*","Obsolete","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRVF10.jpg,PRVF12-ND,PRVF12,Panduit Corp,PATCHRUNNER VERTICAL CABLE MANAG,2,0,"591.26000","0","1","*","Obsolete","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd6/media/D-RKSP144--WW-ENG-PatchRunnerVertCabMang-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRV6.JPG,298-12808-ND,PRV6,Panduit Corp,THE PANDUIT PATCHRUNNER VERTIC,2,0,"639.46000","0","1","PatchRunner™","Obsolete","Cable Management","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd6/media/D-RKSP144--WW-ENG-PatchRunnerVertCabMang-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRV8.JPG,298-12809-ND,PRV8,Panduit Corp,THE PANDUIT PATCHRUNNER VERTIC,4,0,"714.98000","0","1","PatchRunner™","Obsolete","Cable Management","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd6/media/D-RKSP144--WW-ENG-PatchRunnerVertCabMang-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRV10.JPG,298-12806-ND,PRV10,Panduit Corp,THE PANDUIT PATCHRUNNER VERTIC,4,0,"812.58000","0","1","PatchRunner™","Obsolete","Cable Management","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd6/media/D-RKSP144--WW-ENG-PatchRunnerVertCabMang-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRV12.JPG,298-12807-ND,PRV12,Panduit Corp,THE PANDUIT PATCHRUNNER VERTIC,2,0,"937.10000","0","1","PatchRunner™","Obsolete","Cable Management","-","-"
https://www.hammfg.com/files/parts/pdf/1425BM.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1425B-Series.jpg,HM1486-ND,1425BM,Hammond Manufacturing,CASTERS 700 CAPACITY 1=4,1,36,"58.40000","0","1","1425","Active","Casters, Wheels","Medium Duty, Non-Locking 4","DNRR Series"
