Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tip - Type","Tip - Shape","Height","Width","Length","Diameter","Tip - Chip Size","Temperature Range","For Use With/Related Products"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BC15.JPG,1691-1117-ND,T15-BC15,"American Hakko Products, Inc.","TIP,HOOF,1.5MM/60 X 17MM,FM-2027",31,0,"41.97000","0","1","T15","Active","Soldering","Bevel 60°","0.067"" (1.70mm)","0.059"" (1.50mm)","0.669"" (17.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BC28.JPG,1691-1119-ND,T15-BC28,"American Hakko Products, Inc.","TIP,HOOF,2.8MM/60 X 17.6MM,FM-20",21,0,"41.97000","0","1","T15","Active","Soldering","Bevel 60°","0.126"" (3.20mm)","0.110"" (2.80mm)","0.693"" (17.60mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058768746N,-,T0058768746N-ND,T0058768746N,Apex Tool Group,TNRB 60 ROUND NOZZLE 6MM X 45,7,0,"44.10000","0","1","Weller®","Active","Rework (Hot Air)","Pencil","4.900"" (124.46mm)","6.299"" (160.00mm)","8.307"" (211.00mm)","-","Chip","122°F ~ 1112°F (50°C ~ 600°C)","Weller® WTHA1 Hot Air Station"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N4-03.jpg,1691-1100-ND,N4-03,"American Hakko Products, Inc.","NOZZLE,HOT AIR,6.0MM,FM-2029",13,0,"47.27000","0","1","N4","Active","Rework (Hot Air)","Nozzle","-","-","-","0.236"" (6.00mm) ID, 0.276"" (7.00mm) OD","-","-","FR-702, FR-810, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N4-01.jpg,1691-1098-ND,N4-01,"American Hakko Products, Inc.","NOZZLE,HOT AIR,2.0MM,FM-2029",10,0,"47.27000","0","1","N4","Active","Rework (Hot Air)","Nozzle","-","-","-","0.079"" (2.00mm) ID, 0.098"" (2.50mm) OD","-","-","FR-702, FR-810, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N4-02.jpg,1691-1099-ND,N4-02,"American Hakko Products, Inc.","NOZZLE,HOT AIR,4.0MM,FM-2029",7,0,"47.27000","0","1","N4","Active","Rework (Hot Air)","Nozzle","-","-","-","0.157"" (4.00mm) ID, 0.197"" (5.00mm) OD","-","-","FR-702, FR-810, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-13.JPG,1691-1093-ND,N3-13,"American Hakko Products, Inc.","NOZZLE,1.3MM,FM-2024",78,0,"49.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.421"" (10.70mm)","0.051"" (1.30mm) ID, 0.102"" (2.60mm) OD","-","-","FM-2024, FM-205"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-23.JPG,1691-1096-ND,N3-23,"American Hakko Products, Inc.","NOZZLE,2.3MM,FM-2024",23,0,"49.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.421"" (10.70mm)","0.091"" (2.30mm) ID, 0.150"" (3.80mm) OD","-","-","FM-2024, FM-205"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-20.JPG,1691-1095-ND,N3-20,"American Hakko Products, Inc.","NOZZLE,2.0MM,FM-2024",18,0,"49.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.421"" (10.70mm)","0.079"" (2.00mm) ID, 0.134"" (3.40mm) OD","-","-","FM-2024, FM-205"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/A1379.jpg,1691-1022-ND,A1379,"American Hakko Products, Inc.","TIP,1.0MM,2PK,FX-8804/950",26,0,"53.47000","0","1","950","Active","Tweezer","-","-","0.039"" (1.00mm)","-","-","Chip","-","950, FX-8804"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-06.JPG,1691-1090-ND,N3-06,"American Hakko Products, Inc.","NOZZLE,0.6MM,FM-2024",57,0,"59.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.421"" (10.70mm)","0.024"" (0.60mm) ID, 0.075"" (1.90mm) OD","-","-","FM-2024, FM-205"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-L10.JPG,1691-1097-ND,N3-L10,"American Hakko Products, Inc.","NOZZLE,EXTRA LONG,1.0MM,FM-2024",47,0,"59.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.657"" (16.70mm)","0.039"" (1.00mm) ID, 0.091"" (2.30mm) OD","-","-","FR-702, FR-810, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T9-L2.JPG,1691-1205-ND,T9-L2,"American Hakko Products, Inc.","TIP,2L,2PK,FM-2023",29,0,"62.97000","0","1","T9","Active","Tweezer","-","-","0.079"" (2.00mm)","-","-","Chip","-","FM-2032"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1003.JPG,1691-1159-ND,T16-1003,"American Hakko Products, Inc.","TIP,CHIP,2PK,1MM,FM-2022",18,0,"73.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.039"" (1.00mm)","-","-","Chip","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1004.JPG,1691-1160-ND,T16-1004,"American Hakko Products, Inc.","TIP,CHIP,2PK,2MM,FM-2022",11,0,"73.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.079"" (2.00mm)","-","-","Chip","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T16-1001.jpg,1691-1157-ND,T16-1001,"American Hakko Products, Inc.","TIP,CHIP,2PK,0.5MM,I,FM-2022",9,0,"73.47000","0","1","T16","Active","Tweezer","-","-","-","-","0.008"" (0.20mm) OD","Chip","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1002.JPG,1691-1158-ND,T16-1002,"American Hakko Products, Inc.","TIP,CHIP,2PK,0.5MM,C,FM-2022",9,0,"73.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.020"" (0.51mm)","-","-","Chip","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1013.JPG,1691-1164-ND,T16-1013,"American Hakko Products, Inc.","TIP,CHIP,2PK,3MM,FM-2022",6,0,"73.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.118"" (3.00mm)","-","-","Chip","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1005.JPG,1691-1161-ND,T16-1005,"American Hakko Products, Inc.","TIP,SOP,2PK,6MM,FM-2022",4,0,"73.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.236"" (6.00mm)","-","-","SOP","-","900M, 907, 913, FX-600, FX-8801"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736881N,//media.digikey.com/Photos/Apex%20Tool%20Photos/58736881.JPG,T0058736881N-ND,T0058736881N,Apex Tool Group,NOZZLE HOT AIR 2.5MM ROUND,16,0,"81.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","-","-","0.098"" (2.50mm) ID","-","-","WHA"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736870N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0058736870.jpg,T0058736870N-ND,T0058736870N,Apex Tool Group,NOZZLE HOT AIR SOT23,4,0,"81.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","-","-","0.276"" (7.00mm) ID","SOT23","-","HAP2, HAP3"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736804N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0058736804.jpg,T0058736804N-ND,T0058736804N,Apex Tool Group,NOZZLE HOT AIR 68 PIN PLCC,4,0,"84.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","1.024"" (26.00mm)","1.024"" (26.00mm)","-","PLCC-68","-","HAP2, HAP3"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-1402.JPG,1691-1109-ND,T15-1402,"American Hakko Products, Inc.","TIP,BLADE,15.7MM LONG,FM-2027",13,0,"87.17000","0","1","T15","Active","Soldering","Spatula","0.079"" (2.00mm)","0.618"" (15.70mm)","0.283"" (7.20mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1007.JPG,1691-1163-ND,T16-1007,"American Hakko Products, Inc.","TIP,SOP,2PK,10MM,FM-2022",10,0,"94.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.394"" (10.00mm)","-","-","SOP","-","900M, 907, 913, FX-600, FX-8801"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736843N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0058736843.jpg,T0058736843N-ND,T0058736843N,Apex Tool Group,NOZZLE HOT AIR 14 PIN SOIC-SO8,3,0,"97.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","0.422"" (10.72mm)","0.420"" (10.67mm)","-","SOIC-14, SO8","-","HAP2, HAP3"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736842N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0058736842.jpg,T0058736842N-ND,T0058736842N,Apex Tool Group,NOZZLE HOT AIR 20 PIN SOIC,4,0,"113.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","0.551"" (14.00mm)","0.394"" (10.00mm)","-","SOIC-20","-","HAP2, HAP3"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736839N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0058736839.jpg,T0058736839N-ND,T0058736839N,Apex Tool Group,NOZZLE HOT AIR 20 PIN PLCC,3,0,"119.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","0.422"" (10.72mm)","0.420"" (10.67mm)","-","PLCC-20","-","HAP2, HAP3"
-,//media.digikey.com/Photos/Hakko/502-t%5Ep.JPG,1691-1001-ND,502-T/P,"American Hakko Products, Inc.","TIP,B,508,BB4,BLACK,GLD",41,0,"3.07000","0","1","-","Active","Soldering","Conical","-","-","-","0.157"" (4.00mm) OD","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-SB08.JPG,1691-1154-ND,T15-SB08,"American Hakko Products, Inc.","TIP,CONICAL,R0.8 X 10.5MM,FM-202",31,0,"16.77000","0","1","T15","Active","Soldering","Conical","-","-","0.413"" (10.50mm)","0.031"" (0.80mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-1605.jpg,1691-1112-ND,T15-1605,"American Hakko Products, Inc.","TIP,BENT CHISEL,1.5MM/30 X 3MM X",14,0,"16.77000","0","1","T15","Active","Soldering","Chisel, Bent 30°","0.039"" (1.00mm)","0.055"" (1.40mm)","0.748"" (19.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
-,//media.digikey.com/Photos/Hakko/MFG_T11-B.JPG,1691-1275-ND,T11-B,"American Hakko Products, Inc.","TIP,CONICAL,B,FX-901",11,0,"16.77000","0","1","-","Active","Soldering","Conical","-","-","0.295"" (7.50mm)","0.008"" (0.20mm) OD","-","-","FX-901"
-,//media.digikey.com/Photos/Hakko/MFG_T11-D4.jpg,1691-1274-ND,T11-D4,"American Hakko Products, Inc.","TIP,CHISEL,D4,FX-901",6,0,"16.77000","0","1","-","Active","Soldering","Chisel","0.020"" (0.50mm)","0.157"" (4.00mm)","0.295"" (7.50mm)","-","-","-","FX-901"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01J02.JPG,1691-1251-ND,T31-01J02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 4MM X 11MM,",72,0,"17.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-02D08.JPG,1691-1261-ND,T31-02D08,"American Hakko Products, Inc.","TIP,CHISEL,0.8 X 9MM,IH,400C/750",65,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.030"" (0.76mm)","0.350"" (8.89mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02WD08.JPG,1691-1273-ND,T31-02WD08,"American Hakko Products, Inc.","TIP,CHISEL,0.8 X 6MM,IH,400C/750",60,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.030"" (0.76mm)","0.240"" (6.10mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01D24.JPG,1691-1248-ND,T31-01D24,"American Hakko Products, Inc.","TIP,CHISEL,2.4 X 10MM,IH,450C/84",56,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.090"" (2.28mm)","0.390"" (9.91mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02D52.JPG,1691-1264-ND,T31-02D52,"American Hakko Products, Inc.","TIP,CHISEL,5.2 X 7.8MM,IH,400C/7",52,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.030"" (0.76mm)","0.200"" (5.08mm)","0.310"" (7.87mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01IL.JPG,1691-1250-ND,T31-01IL,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 14.7MM,IH,450",51,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.580"" (14.73mm)","0.008"" (0.20mm) OD","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01D52.JPG,1691-1249-ND,T31-01D52,"American Hakko Products, Inc.","TIP,CHISEL,5.2 X 7.8MM,IH,450C/8",43,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.030"" (0.76mm)","0.200"" (5.08mm)","0.310"" (7.87mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/MFG_T31-01D08.jpg,1691-1246-ND,T31-01D08,"American Hakko Products, Inc.","TIP,CHISEL,0.8 X 9MM,IH,450C/840",31,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.030"" (0.76mm)","0.350"" (8.90mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02JS02.JPG,1691-1270-ND,T31-02JS02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 1.8MM X 6.6",27,0,"17.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01D16.JPG,1691-1247-ND,T31-01D16,"American Hakko Products, Inc.","TIP,CHISEL,1.6 X 10MM,IH,450C/84",26,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.060"" (1.52mm)","0.390"" (9.91mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01SBL.JPG,1691-1254-ND,T31-01SBL,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 13.7MM,IH,450",22,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.540"" (13.72mm)","0.008"" (0.20mm) OD","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02JL02.JPG,1691-1269-ND,T31-02JL02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 7.2MM X 8MM",17,0,"17.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-02BL.JPG,1691-1260-ND,T31-02BL,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 12MM,IH,400C/",16,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.470"" (11.94mm)","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01JS02.JPG,1691-1253-ND,T31-01JS02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 1.8MM X 6.6",15,0,"17.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-02BC28.JPG,1691-1259-ND,T31-02BC28,"American Hakko Products, Inc.","TIP,BEVEL,2.8MM/60 X 17.6MM,IH,4",15,0,"17.97000","0","1","T31","Active","Soldering","Bevel 60°","0.120"" (3.05mm)","0.110"" (2.79mm)","0.690"" (17.53mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-02I.JPG,1691-1265-ND,T31-02I,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 8.4MM,IH,400C",13,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.330"" (8.38mm)","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/MFG_T31-01BC1.jpg,1691-1243-ND,T31-01BC1,"American Hakko Products, Inc.","TIP,BEVEL,1MM/60 X 14.2MM,IH,450",11,0,"17.97000","0","1","T31","Active","Soldering","Bevel 60°","0.050"" (1.28mm)","0.040"" (1.02mm)","0.559"" (14.20mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/MFG_T31-01BC28.jpg,1691-1244-ND,T31-01BC28,"American Hakko Products, Inc.","TIP,BEVEL,2.8MM/60 X 17.6MM,IH,4",10,0,"17.97000","0","1","T31","Active","Soldering","Bevel 60°","0.120"" (3.05mm)","0.110"" (2.79mm)","0.689"" (17.50mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/MFG_T31-01BL.jpg,1691-1245-ND,T31-01BL,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 12MM,IH,450C/",10,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.469"" (11.91mm)","0.008"" (0.20mm) OD","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02SBL.JPG,1691-1272-ND,T31-02SBL,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 13.7MM,IH,400",7,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.540"" (13.72mm)","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-00D16.JPG,1691-1236-ND,T31-00D16,"American Hakko Products, Inc.","TIP,CHISEL,1.6 X 10MM,IH,480C/89",24,0,"21.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.060"" (1.52mm)","0.390"" (9.91mm)","-","-","896°F (480°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-00D52.JPG,1691-1238-ND,T31-00D52,"American Hakko Products, Inc.","TIP,CHISEL,5.2 X 7.8MM,IH,480C/8",22,0,"21.97000","0","1","T31","Active","Soldering","Chisel","0.030"" (0.76mm)","0.200"" (5.08mm)","0.310"" (7.87mm)","-","-","896°F (480°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-00J02.JPG,1691-1239-ND,T31-00J02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 4MM X 11MM,",19,0,"21.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","896°F (480°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-00JS02.JPG,1691-1240-ND,T31-00JS02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 1.8MM X 6.6",15,0,"21.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","896°F (480°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/MFG_T31-00D24.jpg,1691-1237-ND,T31-00D24,"American Hakko Products, Inc.","TIP,CHISEL,2.4 X 10MM,IH,480C/89",7,0,"21.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.090"" (2.28mm)","0.390"" (9.91mm)","-","-","896°F (480°C)","FX-100, FX1001"
https://www.hakkousa.com/files/index/download/id/17743/,//media.digikey.com/photos/Hakko/T31-02JD14.JPG,1691-1268-ND,T31-02JD14,"American Hakko Products, Inc.","TIP,BENT CHISEL,1.4MM/30 X 12.4M",7,0,"21.97000","0","1","T31","Active","Soldering","Chisel, Bent 30°","0.080"" (2.03mm)","0.060"" (1.52mm)","-","0.010"" (0.25mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-D32.jpg,1691-1194-ND,T22-D32,"American Hakko Products, Inc.","TIP,CHISEL,3.2 X 8MM,HD,FM-2030/",55,0,"26.27000","0","1","T22","Active","Soldering","Chisel","0.020"" (0.50mm)","-","0.315"" (8.00mm)","0.126"" (3.20mm) OD","-","-","FM-2030, FM-2031"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-D24.jpg,1691-1193-ND,T22-D24,"American Hakko Products, Inc.","TIP,CHISEL,2.4 X 7MM,HD,FM-2030/",32,0,"26.27000","0","1","T22","Active","Soldering","Chisel","0.020"" (0.50mm)","-","0.276"" (7.00mm)","0.094"" (2.40mm) OD","-","-","FM-2030, FM-2031"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-D45.jpg,1691-1195-ND,T22-D45,"American Hakko Products, Inc.","TIP,CHISEL,4.5 X 15MM,HD,FM-2030",31,0,"26.27000","0","1","T22","Active","Soldering","Chisel","0.020"" (0.50mm)","-","0.591"" (15.00mm)","0.177"" (4.50mm) OD","-","-","FM-2030, FM-2031"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-BL2.jpg,1691-1190-ND,T22-BL2,"American Hakko Products, Inc.","TIP,CONICAL,R0.5 X 15MM,HD,FM-20",27,0,"26.27000","0","1","T22","Active","Soldering","Conical","-","-","0.591"" (15.00mm)","0.020"" (0.50mm) OD","-","-","FM-2030, FM-2031"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-D52.jpg,1691-1196-ND,T22-D52,"American Hakko Products, Inc.","TIP,CHISEL,5.2 X 8MM,HD,FM-2030/",25,0,"26.27000","0","1","T22","Active","Soldering","Chisel","0.028"" (0.70mm)","-","0.315"" (8.00mm)","0.205"" (5.20mm) OD","-","-","FM-2030, FM-2031"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-D08.jpg,1691-1191-ND,T22-D08,"American Hakko Products, Inc.","TIP,CHISEL,0.8 X 12MM,HD,FM-2030",9,0,"26.27000","0","1","T22","Active","Soldering","Chisel","0.020"" (0.50mm)","-","0.472"" (12.00mm)","0.031"" (0.80mm) OD","-","-","FM-2030, FM-2031"
