Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Filter Type","Configuration","Voltage - Rated DC","Voltage - Rated AC","Voltage - Rated AC (Phase to Ground/Neutral)","Voltage - Rated AC (Phase to Phase)","Current","Frequency - Operating","Applications","Approvals","Operating Temperature","Mounting Type","Termination Style","Inductance"
https://www.schaffner.com/products/download/product/datasheet/fn-3025-fn-3026-advanced-emcemi-filter-concept-with-minimum-leakage-current/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN3026-SERIES.jpg,817-1122-ND,FN3026HL-20-71,Schaffner EMC Inc.,LINE FILTER 20A DIN RAIL,27,0,"105.17000","0","1","FN 3026","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","20A","60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","DIN Rail","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_DC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/15DCF10.jpg,15DCF10-ND,15DCF10,TE Connectivity Corcom Filters,LINE FILTER 80VDC 15A CHASS MNT,60,0,"99.67000","0","1","DC","Active","DC","Single Stage","80V","-","-","-","15A","-","General Purpose","CSA, TUV, UR","-10°C ~ 55°C","Chassis Mount","Threaded Post (8-32)","451µH"
https://www.schaffner.com/products/download/product/datasheet/fn-3025-fn-3026-advanced-emcemi-filter-concept-with-minimum-leakage-current/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3025HL-30-71.JPG,817-1115-ND,FN3025HL-30-71,Schaffner EMC Inc.,LINE FILTER 30A CHASSIS MOUNT,48,0,"108.51000","0","1","FN 3025","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","30A","DC ~ 60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3258-ultra-compact-emcemi-filter-for-3-phase-systems-and-motor-drives/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3258-7-44.JPG,817-1369-ND,FN3258-7-44,Schaffner EMC Inc.,LINE FILTER 7A CHASSIS MOUNT,28,0,"115.24000","0","1","FN 3258","Active","Three Phase (Delta)","Single Stage","-","-","277V","480V","7A","DC ~ 60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2410-fn-2412-single-and-two-phase-emcemi-filters-for-industrial-electronics/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2410-60-34.JPG,817-1355-ND,FN2410-60-34,Schaffner EMC Inc.,LINE FILTER 250VAC 60A CHASS MNT,41,0,"134.09000","0","1","FN 2410","Active","Single Phase","Single Stage","-","250V","-","-","60A","250Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_FC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/25FC10.JPG,CCM1763-ND,6609069-4,TE Connectivity Corcom Filters,LINE FILTER 250VAC 25A CHASS MNT,46,0,"139.39000","0","1","FC","Active","Single Phase","Two Stage","-","250V","-","-","25A","50/60Hz","Inverters, Power Drive Systems","UR","-10°C ~ 40°C","Chassis Mount","Terminal Block","4.9mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_FC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/36FC10.JPG,36FC10-ND,36FC10,TE Connectivity Corcom Filters,LINE FILTER 250VAC 36A CHASS MNT,86,0,"147.68000","0","1","FC","Active","Single Phase","Two Stage","-","250V","-","-","36A","50/60Hz","Inverters, Power Drive Systems","UR","-10°C ~ 40°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_DC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6609074-7.JPG,CCM2119-ND,6609074-7,TE Connectivity Corcom Filters,LINE FILTER 80VDC 100A CHASS MNT,215,0,"202.36000","0","1","DC","Active","DC","Single Stage","80V","-","-","-","100A","-","General Purpose","CSA, TUV, UR","-10°C ~ 55°C","Chassis Mount","Threaded Post (1/4-20)","-"
https://www.schaffner.com/products/download/product/datasheet/fn-258-book-style-emcemi-filter-for-three-phase-inverters-and-power-drive-systems/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN258-30-33.jpg,817-1080-ND,FN258-30-33,Schaffner EMC Inc.,LINE FILTER 30A CHASSIS MOUNT,26,0,"229.84000","0","1","FN 258","Not For New Designs","Three Phase (Delta)","Two Stage","-","-","277V","480V","30A","DC ~ 60Hz","Inverters, Power Drive Systems","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-351-general-purpose-emcemi-filter-for-three-phase-applications/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN351H-64-33.JPG,817-1152-ND,FN351H-64-33,Schaffner EMC Inc.,LINE FILTER 64A CHASSIS MOUNT,66,0,"335.37000","0","1","FN 351","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","64A","DC ~ 60Hz","Inverters, Power Drive Systems","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_WG_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/16WGA1.JPG,CCM1981-ND,2-6609089-4,TE Connectivity Corcom Filters,LINE FILTER 250VAC 16A CHASS MNT,211,0,"8.58000","0","1","WG","Active","Single Phase","Single Stage","-","250V","-","-","16A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect, Threaded Post (M8)","540µH"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_one/DB.pdf,//media.digikey.com/Photos/Delta%20Photos/03DBAG5.JPG,603-1651-ND,03DBAG5,Delta Electronics,LINE FILTER 115/250VAC 3A CHAS,518,0,"10.67000","0","1","DB","Active","Single Phase","Single Stage","-","115V, 250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","2.8mH"
https://www.tdk-electronics.tdk.com/inf/30/db/emc_2014/B84110A.pdf,//media.digikey.com/photos/Epcos%20Photos/B84110A0000A010.JPG,495-2797-ND,B84110A0000A010,EPCOS (TDK),LINE FILTER 250VDC/VAC 1A TH,314,0,"11.07000","0","1","B84110A","Active","Single Phase","Single Stage","250V","250V","-","-","1A","50/60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","10mH"
https://www.tdk-electronics.tdk.com/inf/30/db/emc_2014/B84110A.pdf,//media.digikey.com/photos/Epcos%20Photos/B84110A0000A040.JPG,495-2799-ND,B84110A0000A040,EPCOS (TDK),LINE FILTER 250VDC/VAC 4A TH,114,0,"11.58000","0","1","B84110A","Active","Single Phase","Single Stage","250V","250V","-","-","4A","50/60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","2.7mH"
http://www.qualtekusa.com/images/EMI_Filters/pdf/85103004.pdf,//media.digikey.com/photos/Qualtek%20Photos/851-03^004.JPG,Q459-ND,851-03/004,Qualtek,LINE FILTER 115/250VAC 3A CHAS,795,3762,"11.62000","0","1","851","Active","Single Phase","Single Stage","-","115V, 250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 85°C","Chassis Mount","Wire Leads","2.8mH"
http://www.qualtekusa.com/images/EMI_Filters/pdf/85110007.pdf,//media.digikey.com/photos/Qualtek%20Photos/851-10^007.JPG,Q462-ND,851-10/007,Qualtek,LINE FILTER 115/250VAC 10A CHASS,245,0,"12.07000","0","1","851","Active","Single Phase","Single Stage","-","115V, 250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 85°C","Chassis Mount","Quick Connect","1.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-402-low-cost-pcb-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN402-4-02.JPG,817-1185-ND,FN402-4-02,Schaffner EMC Inc.,LINE FILTER 250VAC 4A TH,148,0,"12.08000","0","1","FN 402","Active","Single Phase","Single Stage","-","250V","-","-","4A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","1mH"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FMW-41.pdf,//media.digikey.com/Photos/Schurter%20Photos/5500.2042.jpg,486-2186-ND,5500.2042,Schurter Inc.,LINE FILTER 125/250VAC 10A CHASS,200,0,"13.47000","0","1","FMW-41","Active","Single Phase","Single Stage","-","125V, 250V","-","-","10A","50/60Hz","General Purpose","cURus, ENEC, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","400µH"
https://www.curtisind.com/wp-content/uploads/F3099-RFI-Filters.pdf,//media.digikey.com/photos/Curtis%20Industries%20Photos/F3099AA06.JPG,364-1120-ND,F3099AA06,Curtis Industries,LINE FILTER 250VAC 6A CHASS MNT,1477,0,"13.84000","0","1","F3099","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","Medical","CSA, UR, VDE","-","Chassis Mount","Quick Connect","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-1872-ND,FN2010B-3-06,Schaffner EMC Inc.,LINE FILTER 250VAC 3A CHASS MNT,138,300,"13.96000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","2.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-1868-ND,FN2010A-6-06,Schaffner EMC Inc.,LINE FILTER 250VAC 6A CHASS MNT,109,0,"14.82000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","6A","DC ~ 400Hz","Safety","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","1mH"
http://www.qualtekusa.com/images/EMI_Filters/pdf/84903001.pdf,//media.digikey.com/photos/Qualtek%20Photos/849-03^001.JPG,Q425-ND,849-03/001,Qualtek,LINE FILTER 115/250VAC 3A CHAS,606,1365,"15.27000","0","1","849","Active","Single Phase","Two Stage","-","115V, 250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 85°C","Chassis Mount","Quick Connect","L1 - 1mH, L2 - 30µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-10-07.JPG,817-1247-ND,FN2010-10-07,Schaffner EMC Inc.,LINE FILTER 250VAC 10A CHASS MNT,102,0,"15.28000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","10A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","800µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-3-07.JPG,817-1243-ND,FN2010-3-07,Schaffner EMC Inc.,LINE FILTER 250VAC 3A CHASS MNT,123,60,"15.32000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","2.5mH"
https://www.curtisind.com/wp-content/uploads/F1100-F1150-F1199-RFI-Filters.pdf,//media.digikey.com/photos/Curtis%20Industries%20Photos/F1199AA06.JPG,364-1051-ND,F1199AA06,Curtis Industries,LINE FILTER 250VAC 6A CHASS MNT,1568,0,"15.38000","0","1","F1199","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CE, CSA, TUV, UR","-","Chassis Mount","Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EBP_EDP_EOP&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Corcom%20Photos/3EOP.jpg,CCM1367-ND,3EOP,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A TH,123,0,"15.53000","0","1","EOP","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Through Hole","PC Pins","-"
https://www.schaffner.com/products/download/product/datasheet/fn-332-performance-emcemi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN332-Series.jpg,817-1936-ND,FN332-3-05,Schaffner EMC Inc.,LINE FILTER 250VAC 3A CHASS MNT,1282,0,"15.77000","0","1","FN 332","Active","Single Phase","Single Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","2mH"
https://www.curtisind.com/wp-content/uploads/F1100-F1150-F1199-RFI-Filters.pdf,//media.digikey.com/photos/Curtis%20Industries%20Photos/F1199BB10.JPG,364-1057-ND,F1199BB10,Curtis Industries,LINE FILTER 250VAC 10A CHASS MNT,200,0,"15.78000","0","1","F1199","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CE, CSA, TUV, UR","-","Chassis Mount","Wire Leads","-"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_two/DP.pdf,//media.digikey.com/Photos/Delta%20Photos/03DPCG5C.JPG,603-1654-ND,03DPCG5C,Delta Electronics,LINE FILTER 115/250VAC 3A CHAS,181,0,"16.13000","0","1","DP","Active","Single Phase","Two Stage","-","115V, 250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-","Chassis Mount","Quick Connect","2.5mH"
https://www.curtisind.com/wp-content/uploads/F1100-F1150-F1199-RFI-Filters.pdf,//media.digikey.com/photos/Curtis%20Industries%20Photos/F1199BB06.JPG,364-1056-ND,F1199BB06,Curtis Industries,LINE FILTER 250VAC 6A CHASS MNT,240,0,"16.33000","0","1","F1199","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CE, CSA, TUV, UR","-","Chassis Mount","Wire Leads","-"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_two/DR.pdf,//media.digikey.com/Photos/Delta%20Photos/03DRCG5.jpg,603-1655-ND,03DRCG5,Delta Electronics,LINE FILTER 115/250VAC 3A CHAS,118,0,"16.44000","0","1","DR","Active","Single Phase","Two Stage","-","115V, 250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","1.7mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EBP_EDP_EOP&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Corcom%20Photos/1EOP.jpg,CCM1366-ND,6609064-1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 1A TH,186,0,"16.53000","0","1","EOP","Active","Single Phase","Single Stage","-","250V","-","-","1A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Through Hole","PC Pins","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-10-06.JPG,817-1264-ND,FN2020-10-06,Schaffner EMC Inc.,LINE FILTER 250VAC 10A CHASS MNT,112,360,"16.62000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","10A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","800µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3EH1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/3EH1.JPG,CCM1758-ND,3EH1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,1120,0,"16.72000","0","1","H","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","1mH"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_two/DR.pdf,//media.digikey.com/Photos/Delta%20Photos/05DRCW5.jpg,603-1659-ND,05DRCW5,Delta Electronics,LINE FILTER 115/250VAC 5A CHAS,112,0,"16.97000","0","1","DR","Active","Single Phase","Two Stage","-","115V, 250V","-","-","5A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Wire Leads","1.6mH"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_two/DR.pdf,//media.digikey.com/Photos/Delta%20Photos/10DRCW5.jpg,603-1663-ND,10DRCW5,Delta Electronics,LINE FILTER 115/250VAC 10A CHASS,168,0,"17.20000","0","1","DR","Active","Single Phase","Two Stage","-","115V, 250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Wire Leads","1mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5VB3&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/3VB3,5VB3.jpg",CCM1313-ND,5VB3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 5A CHASS MNT,186,0,"17.35000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","5A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","516µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2060-multi-stage-general-purpose-emcemi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN2060B-3-06.JPG,817-1780-ND,FN2060B-3-06,Schaffner EMC Inc.,LINE FILTER 250VAC 3A CHASS MNT,288,0,"17.43000","0","1","FN 2060","Active","Single Phase","Two Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","2.5mH"
https://www.tdk-electronics.tdk.com/inf/30/db/emc_2014/B84111F.pdf,//media.digikey.com/photos/Epcos%20Photos/B84111FB116.JPG,495-3489-ND,B84111F0000M116,EPCOS (TDK),LINE FILTER 250VDC/VAC 16A CHASS,1163,0,"17.94000","0","1","B84111F","Active","Single Phase","Single Stage","250V","250V","-","-","16A","50/60Hz","General Purpose","cUR, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","650µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_R_SERIES&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/2VR1.JPG,CCM1331-ND,2VR1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 2A CHASS MNT,5867,0,"18.21000","0","1","R","Active","Single Phase","Two Stage","-","250V","-","-","2A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","1.078mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-10-07.JPG,817-1265-ND,FN2020-10-07,Schaffner EMC Inc.,LINE FILTER 250VAC 10A CHASS MNT,716,0,"18.33000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","10A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","800µH"
https://www.us.tdk-lambda.com/ftp/specs/etl_rsen.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSEN-2003-2060.jpg,285-2618-ND,RSEN-2006,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 6A CHASS,214,0,"18.46000","0","1","RSEN","Active","Single Phase","Single Stage","250V","250V","-","-","6A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_K_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2VK1.JPG,CCM1627-ND,2VK1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 2A CHASS MNT,164,0,"18.62000","0","1","K","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","539µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_K_SERIES&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5VK1.JPG,CCM1613-ND,5VK1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 5A CHASS MNT,324,0,"18.94000","0","1","K","Active","Single Phase","Single Stage","-","250V","-","-","5A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","516µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EMC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3EMC3.jpg,3EMC3-ND,3EMC3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,116,0,"19.02000","0","1","EMC","Active","Single Phase","Two Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2020-SERIES.jpg,817-1876-ND,FN2020B-20-06,Schaffner EMC Inc.,LINE FILTER 250VAC 20A CHASS MNT,122,210,"19.15000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","20A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","600µH"
https://www.schaffner.com/products/download/product/datasheet/fn-9246-high-performance-iec-inlet-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN9246-Series.jpg,817-2006-ND,FN9246-6-06,Schaffner EMC Inc.,LINE FILTER 250VAC 6A CHASS MNT,548,720,"19.17000","0","1","FN 9246","Active","Single Phase","Single Stage","-","250V","-","-","6A","DC ~ 400Hz","Lighting","CSA, SEMKO, UR","-25°C ~ 85°C","Chassis Mount","Quick Connect","7mH"
