Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Style","Connector Type","Number of Positions","Number of Rows","Mounting Type","Termination","Flange Feature","Type","Features","Contact Finish","Contact Finish Thickness"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5554923&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5554923-1.jpg,A33635-ND,5554923-1,TE Connectivity AMP Connectors,CONN RCPT 24POS R/A SOLDER,443,0,"12.21000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (6-32)","-","Board Lock, Shielded","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5553813&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/553813-3.jpg,A33631-ND,5553813-3,TE Connectivity AMP Connectors,CONN RCPT 50POS R/A SOLDER,560,0,"12.28000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (4-40)","-","Shielded","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5178238&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/2-5178238-4.JPG,A33473-ND,2-5178238-4,TE Connectivity AMP Connectors,CONN RCPT 26POS R/A SOLDER,979,0,"12.46000","0","1","CHAMP .050 II","Active","Outer Shroud Contacts","Receptacle","26","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734098&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1734098-4.jpg,A130951-ND,1734098-4,TE Connectivity AMP Connectors,CONN RCPT 40POS STR IDC,793,0,"13.68000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","40","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=554103&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/554103-1.JPG,A24215-ND,554103-1,TE Connectivity AMP Connectors,CONN PLUG 24POS PNL MNT IDC,486,0,"13.80000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","24","2","Panel Mount","IDC","Housing/Shell (Unthreaded)","-","Terminating Cover","Gold","30.0µin (0.76µm)"
https://www.molex.com/pdm_docs/sd/714300004_sd.pdf,//media.digikey.com/Photos/Molex/71430-0268.JPG,WM7321-ND,0714300268,Molex,CONN VHDCI RCPT 68POS R/A SOLDER,236,0,"14.03000","0","1","Ultra+ VHDCI 71430","Active","Outer Shroud Contacts","Receptacle","68","2","Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI+, VHDCI","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175474&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5-5175474-7.JPG,A97694-ND,5-5175474-7,TE Connectivity AMP Connectors,CONN BTB HD RCPT 60POS R/A SLDR,877,0,"15.46000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","60","2","Through Hole, Right Angle","Solder","-","Board to Board, High Density","Board Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=554088&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/554088-1.JPG,A24216-ND,554088-1,TE Connectivity AMP Connectors,CONN RCPT 24POS PNL MNT IDC,463,0,"15.83000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","24","2","Panel Mount","IDC","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734098&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1734098-0.JPG,A111955TR-ND,1-1734098-0,TE Connectivity AMP Connectors,CONN RCPT 100POS STR IDC,300,0,"16.40520","0","50","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","100","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734098&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1734098-0.JPG,A111955CT-ND,1-1734098-0,TE Connectivity AMP Connectors,CONN RCPT 100POS STR IDC SMD,300,0,"19.64000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","100","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","Flash"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734098&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1734098-0.JPG,A111955DKR-ND,1-1734098-0,TE Connectivity AMP Connectors,CONN RCPT 100POS STR IDC,300,0,"Digi-Reel","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","100","2","Free Hanging (In-Line)","IDC","-","-","-","Gold","Flash"
http://multimedia.3m.com/mws/media/22372O/3mtm-mdr-050-bm-thru-hole-ra-condo-receptacle-shield-ts0671.pdf,//media.digikey.com/Photos/3M%20Photos/10220-M218PE.jpg,3M156879-ND,10220-M218PE,3M,CONN STCK RCPT 20/20P R/A SOLDER,409,0,"16.47000","0","1","102, Mini D Ribbon (MDR)","Active","Outer Shroud Contacts","Stacked, 2 Receptacles","20, 20","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Shielded","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5796055&DocType=Customer+Drawing&DocLang=English,-,A141338-ND,5796055-4,TE Connectivity AMP Connectors,CONN RCPT 68POS R/A SOLDER,350,0,"19.24000","0","1","CHAMP .031","Active","Outer Shroud Contacts","Receptacle","68","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Guide, Board Lock, Shielded","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,//media.digikey.com/photos/3M%20Photos/3573-1002.jpg,MDE14K-ND,3573-1002,3M,CONN RCPT 14POS STR IDC,445,0,"20.04000","0","1","3000","Active","Outer Shroud Contacts","Receptacle","14","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/photos/3M%20Photos/3366-1002.jpg,MDB36K-ND,3366-1002,3M,CONN PLUG 36POS STR IDC,255,0,"28.80000","0","1","3000","Active","Center Strip Contacts","Plug","36","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552301&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552301-1.jpg,A24235-ND,552301-1,TE Connectivity AMP Connectors,CONN PLUG 24POS STR IDC,238,0,"3.28000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","24","2","Free Hanging (In-Line)","IDC","Tapped, Threaded (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2C-20S-1.27DSAL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2C-20S-1.27DSAL(71).jpg,H123402-ND,FX2C-20S-1.27DSAL(71),Hirose Electric Co Ltd,CONN RECEPT 20POS 1.27MM,303,0,"3.35000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-20T%20SERIES.JPG,H10583-ND,FX2CA2-20P-1.27DSA(71),Hirose Electric Co Ltd,CONN HEADER VERT 20POS 1.27MM,582,0,"3.45000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-20S-1.27DSL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-20S-1.27DSL(71).jpg,H123323-ND,FX2-20S-1.27DSL(71),Hirose Electric Co Ltd,CONN BTB RCPT 20POS R/A SOLDER,126,0,"3.53000","0","1","FX2","Active","Outer Shroud Contacts","Receptacle","20","2","Through Hole, Right Angle","Solder","-","Board to Board","Board Lock","Gold","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2BA-20P-1.27DSAL(71).JPG,H123379-ND,FX2BA-20P-1.27DSAL(71),Hirose Electric Co Ltd,CONN HEADER VERT 20POS 1.27MM,106,0,"3.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2CA2-20P-1.27DSAL(71).jpg,H123431-ND,FX2CA2-20P-1.27DSAL(71),Hirose Electric Co Ltd,CONN HEADER VERT 20POS 1.27MM,214,0,"3.83000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2C2-32P-1.27DSA(71),//media.digikey.com/photos/Hirose%20Elect%20Photos/fx2c2-32p-1.27dsa(71).JPG,H10557-ND,FX2C2-32P-1.27DSA(71),Hirose Electric Co Ltd,CONN HEADER VERT 32POS 1.27MM,1798,0,"3.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2C-40S-1.27DSA(71),//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2C-40S-1.27DSA(71).JPG,H10594-ND,FX2C-40S-1.27DSA(71),Hirose Electric Co Ltd,CONN RECEPT VERT 40POS 1.27MM,1288,0,"3.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2CA-32S-1.27DSAL(71).JPG,H123442-ND,FX2CA-32S-1.27DSAL(71),Hirose Electric Co Ltd,CONN RECEPT VERT 32POS 1.27MM,315,0,"3.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2CA2-20S-1.27DSAL(71).jpg,H123432-ND,FX2CA2-20S-1.27DSAL(71),Hirose Electric Co Ltd,CONN RECEPT 20POS 1.27MM,129,0,"3.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-20P-1.27SVL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-20P-1.27SVL(71).jpg,H123322-ND,FX2-20P-1.27SVL(71),Hirose Electric Co Ltd,CONN HDR 20POS 1.27MM,259,0,"4.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2CA2-32P-1.27DSAL(71).jpg,H123433-ND,FX2CA2-32P-1.27DSAL(71),Hirose Electric Co Ltd,CONN HDR 32POS 1.27MM,186,0,"4.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2232516&DocType=Customer+Drawing&DocLang=English,-,A137039-ND,1-2232516-1,TE Connectivity AMP Connectors,CONN SCSI RCPT 14POS R/A SOLDER,1280,0,"4.33000","0","1","-","Active","Outer Shroud Contacts","Receptacle","14","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI","Board Lock","Gold","30.0µin (0.76µm)"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2CA1-40P-1.27DSAL(71).jpg,H123423-ND,FX2CA1-40P-1.27DSAL(71),Hirose Electric Co Ltd,CONN HDR 40POS 1.27MM,111,0,"4.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/fx2ca2-40p-1.27dsa.JPG,H123435-ND,FX2CA2-40P-1.27DSAL(71),Hirose Electric Co Ltd,CONN HEADER VERT 40POS 1.27MM,102,0,"4.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2BA-52PA-1.27DSAL(71).JPG,H123385-ND,FX2BA-52PA-1.27DSAL(71),Hirose Electric Co Ltd,CONN HEADER VERT 52POS 1.27MM,460,0,"4.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2B-52PA-1.27DSAL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2B-52PA-1.27DSAL(71).jpg,H123362-ND,FX2B-52PA-1.27DSAL(71),Hirose Electric Co Ltd,CONN HDR 52POS 1.27MM,118,0,"4.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2C2-40S-1.27DSAL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2C2-40S-1.27DSAL(71).jpg,H123408-ND,FX2C2-40S-1.27DSAL(71),Hirose Electric Co Ltd,CONN RECEPT 40POS 1.27MM,110,0,"4.85000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2232516&DocType=Customer+Drawing&DocLang=English,-,2-2232516-1-ND,2-2232516-1,TE Connectivity AMP Connectors,SCSI .050 REC ASS'Y 20P PB-FRE,1113,0,"4.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-40S-1.27SVL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-40S-1.27SVL(71).JPG,H123332-ND,FX2-40S-1.27SVL(71),Hirose Electric Co Ltd,CONN RCPT 40POS SMD SOLDER,197,0,"5.08000","0","1","FX2","Active","Outer Shroud Contacts","Receptacle","40","2","Surface Mount","Solder","-","-","Board Lock","Gold","7.87µin (0.200µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175473&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5175473-1.JPG,A117672-ND,5175473-1,TE Connectivity AMP Connectors,CONN BTB PLUG 20POS VERT SOLDER,4586,0,"5.13000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","20","2","Through Hole","Solder","-","Board to Board","Board Lock","Gold","8.00µin (0.203µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2232516&DocType=Customer+Drawing&DocLang=English,-,3-2232516-1-ND,3-2232516-1,TE Connectivity AMP Connectors,SCSI .050 REC ASS'Y 26P PB-FREE,880,0,"5.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2232516&DocType=Customer+Drawing&DocLang=English,-,A137032-ND,4-2232516-1,TE Connectivity AMP Connectors,CONN SCSI RCPT 36POS R/A SOLDER,827,0,"6.00000","0","1","CHAMP .050","Active","Outer Shroud Contacts","Receptacle","36","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI","Board Lock","Gold","30.0µin (0.76µm)"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2BA-32SA-1.27R.jpg,H4350-ND,FX2BA-32SA-1.27R,Hirose Electric Co Ltd,CONN SOCKET 32POS 1.27MM (4 PCS),842,0,"6.07000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175474&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-5175474-5.jpg,A119691-ND,5175474-5,TE Connectivity AMP Connectors,CONN BTB HD RCPT 40POS R/A SLDR,700,0,"6.10000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","40","2","Through Hole, Right Angle","Solder","-","Board to Board, High Density","Board Lock","Gold","8.00µin (0.203µm)"
https://www.hirose.com/product/document?clcode=CL0572-2768-1-71&productname=FX2-100P-0.635SH(71)&series=FX2&documenttype=Catalog&lang=en&documentid=D49368_en,//media.digikey.com/photos/Hirose%20Elect%20Photos/FX2BA-100PA-1.27DSAL(71).JPG,H123378-ND,FX2BA-100PA-1.27DSAL(71),Hirose Electric Co Ltd,CONN HEADER VERT 100POS 1.27MM,360,0,"6.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2-68S-1.27DSL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2-68S-1.27DSL(71).JPG,H123341-ND,FX2-68S-1.27DSL(71),Hirose Electric Co Ltd,CONN SOCKET 68POS 1.27MM,270,0,"6.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175474&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-5175474-3.JPG,A119131-ND,3-5175474-3,TE Connectivity AMP Connectors,CONN BTB HD RCPT 30POS R/A SLDR,2596,0,"6.31000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","30","2","Through Hole, Right Angle","Solder","-","Board to Board, High Density","Board Lock","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175475&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5175475-5.JPG,A118487-ND,5175475-5,TE Connectivity AMP Connectors,CONN BTB HD RCPT 40P VERT SOLDER,1519,0,"6.65000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","40","2","Through Hole","Solder","-","Board to Board, High Density","Board Lock","Gold","8.00µin (0.203µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2232516&DocType=Customer+Drawing&DocLang=English,-,A137031-ND,5-2232516-1,TE Connectivity AMP Connectors,CONN SCSI RCPT 50POS R/A SOLDER,550,0,"7.18000","0","1","CHAMP .050","Active","Outer Shroud Contacts","Receptacle","50","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","SCSI","Board Lock","Gold","30.0µin (0.76µm)"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/5720240.pdf,//media.digikey.com/photos/Amphenol%20Photos/5720240.jpg,5720240-ND,5720240,Amphenol ICC (Commercial Products),CONN RCPT 24POS STR SLDR CUP,120,0,"7.19000","0","1","57","Obsolete","Outer Shroud Contacts","Receptacle","24","2","Free Hanging (In-Line)","Solder Cup","Housing/Shell (Unthreaded)","-","Bushing","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5917738&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5917738-5.JPG,5917738-5-ND,5917738-5,TE Connectivity AMP Connectors,CONN RCPT 36POS R/A SOLDER,2015,0,"7.54000","0","1","CHAMP .050 II","Active","Outer Shroud Contacts","Receptacle","36","2","Panel Mount, Through Hole, Right Angle","Solder","Housing/Shell (M2.6)","-","Board Lock","Gold","3.94µin (0.10µm)"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/5730140.pdf,//media.digikey.com/photos/Amphenol%20Photos/5730140.jpg,5730140-ND,5730140,Amphenol ICC (Commercial Products),CONN PLUG 14POS STR SLDR CUP,1391,0,"7.74000","0","1","57","Obsolete","Center Strip Contacts","Plug","14","2","Free Hanging (In-Line)","Solder Cup","-","-","Backshell, Bail Lock, Cable Clamp","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175475&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-5175475-1.jpg,5175475-1-ND,5175475-1,TE Connectivity AMP Connectors,CONN BTB HD RCPT 20P VERT SOLDER,632,0,"8.02000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","20","2","Through Hole","Solder","-","Board to Board, High Density","Board Lock","Gold","8.00µin (0.203µm)"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=DX20M-14S(50),//media.digikey.com/photos/Hirose%20Elect%20Photos/DX20M-14S.jpg,H11319-ND,DX20M-14S(50),Hirose Electric Co Ltd,CONN MINI HD RCPT 14P PCB SOLDER,681,0,"8.12000","0","1","DXM","Active","Outer Shroud Contacts","Receptacle","14","2","Panel Mount, Through Hole","Solder","Housing/Shell (M2.6)","Miniature High Density (HD)","-","Gold","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=FX2C2-120S-1.27DSAL(71),//media.digikey.com/Photos/Hirose%20Elect%20Photos/FX2C2-120S-1.27DSAL(71).JPG,H123406-ND,FX2C2-120S-1.27DSAL(71),Hirose Electric Co Ltd,CONN RECEPT 120POS 1.27MM,413,0,"8.17000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552275&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/2-552275-1.jpg,A1509-ND,2-552275-1,TE Connectivity AMP Connectors,CONN RCPT 36POS STR IDC,419,0,"8.18000","0","1","CHAMP .085","Active","Outer Shroud Contacts","Receptacle","36","2","Free Hanging (In-Line)","IDC","Housing/Shell (Unthreaded)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552272&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552272-1.JPG,A1502-ND,552272-1,TE Connectivity AMP Connectors,CONN PLUG 24POS STR IDC,1003,0,"8.33000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","24","2","Free Hanging (In-Line)","IDC","-","-","Bail Lock","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2129392&DocType=Customer+Drawing&DocLang=English,-,A125062TR-ND,2129625-1,TE Connectivity AMP Connectors,CONN RCPT 70POS SMD T/H SOLDER,0,0,"5.28176","0","900","CHAMP","Active","Outer Shroud Contacts","Receptacle","70","2","Surface Mount, Through Hole","Solder","Housing/Shell (Unthreaded)","-","Board Guide, Cap","Gold","15.0µin (0.38µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2129392&DocType=Customer+Drawing&DocLang=English,-,A125062CT-ND,2129625-1,TE Connectivity AMP Connectors,DOCKING ASSY 0.5MM CHAMP DOCKING,863,0,"8.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175475&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-5175475-3.JPG,3-5175475-3-ND,3-5175475-3,TE Connectivity AMP Connectors,CONN BTB HD RCPT 30P VERT SOLDER,1730,0,"9.15000","0","1","CHAMP .050 I","Active","Outer Shroud Contacts","Receptacle","30","2","Through Hole","Solder","-","Board to Board, High Density","Board Lock","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=552283&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/552283-1.jpg,A24247-ND,552283-1,TE Connectivity AMP Connectors,CONN PLUG 24POS STR IDC,408,0,"9.29000","0","1","CHAMP .085","Active","Center Strip Contacts","Plug","24","2","Free Hanging (In-Line)","IDC","Housing/Shell (4-40)","-","-","Gold","30.0µin (0.76µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5178238&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5178238-4.jpg,A116945-ND,5178238-4,TE Connectivity AMP Connectors,CONN RCPT 26POS R/A SOLDER,743,0,"9.45000","0","1","CHAMP .050 II","Active","Outer Shroud Contacts","Receptacle","26","2","Panel Mount, Through Hole, Right Angle","Solder","-","-","Board Lock","Gold","30.0µin (0.76µm)"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/5730500.pdf,//media.digikey.com/photos/Amphenol%20Photos/5730500.JPG,5730500-ND,5730500,Amphenol ICC (Commercial Products),CONN PLUG 50POS STR SLDR CUP,298,0,"9.90000","0","1","57","Obsolete","Center Strip Contacts","Plug","50","2","Free Hanging (In-Line)","Solder Cup","-","-","Backshell, Bail Lock, Cable Clamp","Gold","20.0µin (0.51µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5175472&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5175472-1.jpg,5175472-1-ND,5175472-1,TE Connectivity AMP Connectors,CONN BTB HD PLUG 20POS R/A SLDR,1629,0,"9.94000","0","1","CHAMP .050 I","Active","Center Strip Contacts","Plug","20","2","Through Hole, Right Angle","Solder","-","Board to Board, High Density","Board Lock","Gold","8.00µin (0.203µm)"
