Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension","Supplier Device Package","Control Features"
https://power.murata.com/data/power/oki-78sr.pdf,//media.digikey.com/Photos/Murata%20Photos/OKI-78SR-5%5E1.5-W36H-C.JPG,811-3294-ND,OKI-78SR-12/1.0-W36H-C,Murata Power Solutions Inc.,DC DC CONVERTER 12V 12W,1153,0,"4.30000","0","1","Tray","Okami™ OKI-78SR","Active","Linear Regulator Replacement","1","15V","36V","12V","-","-","-","1A","12W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","95.3%","Through Hole","3-SIP Module","0.65"" L x 0.41"" W x 0.30"" H (16.5mm x 10.4mm x 7.6mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-S.jpg,102-2758-ND,PDS1-S5-S5-S,CUI Inc.,DC DC CONVERTER 5V 1W,3163,0,"4.31000","0","1","Tube","PDS1-S (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","80%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.6mm x 6.0mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-S.jpg,102-2737-ND,PDS1-S12-S12-S,CUI Inc.,DC DC CONVERTER 12V 1W,2116,0,"4.31000","0","1","Tube","PDS1-S (1W)","Active","Isolated Module","1","10.8V","13.2V","12V","-","-","-","83mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.6mm x 6.0mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-S.jpg,102-2750-ND,PDS1-S24-S5-S,CUI Inc.,DC DC CONVERTER 5V 1W,1906,0,"4.31000","0","1","Tube","PDS1-S (1W)","Active","Isolated Module","1","21.6V","26.4V","5V","-","-","-","200mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","80%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.6mm x 6.0mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-S.jpg,102-2751-ND,PDS1-S3-S3-S,CUI Inc.,DC DC CONVERTER 3.3V 1W,1122,0,"4.31000","0","1","Tube","PDS1-S (1W)","Active","Isolated Module","1","2.97V","3.63V","3.3V","-","-","-","303mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","80%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.6mm x 6.0mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-S.jpg,102-2742-ND,PDS1-S24-S12-S,CUI Inc.,DC DC CONVERTER 12V 1W,996,0,"4.31000","0","1","Tube","PDS1-S (1W)","Active","Isolated Module","1","21.6V","26.4V","12V","-","-","-","83mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.6mm x 6.0mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-S.jpg,102-2754-ND,PDS1-S5-S15-S,CUI Inc.,DC DC CONVERTER 15V 1W,934,0,"4.31000","0","1","Tube","PDS1-S (1W)","Active","Isolated Module","1","4.5V","5.5V","15V","-","-","-","67mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Through Hole","4-SIP Module","0.46"" L x 0.24"" W x 0.40"" H (11.6mm x 6.0mm x 10.2mm)","-","-"
http://apps.geindustrial.com/publibrary/checkout/APXS002A0X?TNR=Data%20Sheets|APXS002A0X|generic,//media.digikey.com/Photos/Lineage%20Photos/APXS003A0X4-SRZ.jpg,555-1160-2-ND,APXS002A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 15W,12800,0,"4.40360","0","400","Tape & Reel (TR)","PicoTLynx™","Active","Non-Isolated PoL Module","1","3V","14V","0.6 ~ 5.5V","-","-","-","2A","15W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","93%","Surface Mount","10-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/APXS002A0X?TNR=Data%20Sheets|APXS002A0X|generic,//media.digikey.com/Photos/Lineage%20Photos/APXS003A0X4-SRZ.jpg,555-1160-1-ND,APXS002A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 15W,12953,0,"4.28000","0","1","Cut Tape (CT)","PicoTLynx™","Active","Non-Isolated PoL Module","1","3V","14V","0.6 ~ 5.5V","-","-","-","2A","15W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","93%","Surface Mount","10-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/APXS002A0X?TNR=Data%20Sheets|APXS002A0X|generic,//media.digikey.com/Photos/Lineage%20Photos/APXS003A0X4-SRZ.jpg,555-1160-6-ND,APXS002A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 15W,12953,0,"Digi-Reel","0","1","Digi-Reel®","PicoTLynx™","Active","Non-Isolated PoL Module","1","3V","14V","0.6 ~ 5.5V","-","-","-","2A","15W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","93%","Surface Mount","10-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM5000.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM5000ARWZ-RLTR-ND,ADUM5000ARWZ-RL,Analog Devices Inc.,DC DC CONVERTER 5V 3.3V,4000,0,"4.43138","0","1000","Tape & Reel (TR)","isoPower®","Active","Isolated Module","1","2.7V","5.5V","3.3V, 5V","-","-","-","100mA, 100mA","500mW","2.5kV","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 105°C","-","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","0.41"" L x 0.30"" W x 0.10"" H (10.5mm x 7.6mm x 2.7mm)","16-SOIC","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM5000.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM5000ARWZ-RLCT-ND,ADUM5000ARWZ-RL,Analog Devices Inc.,DC DC CONVERTER 5V 3.3V,4415,0,"8.05000","0","1","Cut Tape (CT)","isoPower®","Active","Isolated Module","1","2.7V","5.5V","3.3V, 5V","-","-","-","100mA, 100mA","500mW","2.5kV","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 105°C","-","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","0.41"" L x 0.30"" W x 0.10"" H (10.5mm x 7.6mm x 2.7mm)","16-SOIC","-"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM5000.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,ADUM5000ARWZ-RLDKR-ND,ADUM5000ARWZ-RL,Analog Devices Inc.,DC DC CONVERTER 5V 3.3V,4415,0,"Digi-Reel","0","1","Digi-Reel®","isoPower®","Active","Isolated Module","1","2.7V","5.5V","3.3V, 5V","-","-","-","100mA, 100mA","500mW","2.5kV","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 105°C","-","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","0.41"" L x 0.30"" W x 0.10"" H (10.5mm x 7.6mm x 2.7mm)","16-SOIC","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm23601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601.jpg,296-49462-2-ND,LMZM23601V5SILT,Texas Instruments,DC DC CONVERTER 5V,750,250,"4.49364","0","250","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4V","36V","5V","-","-","-","1A","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","87%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm23601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601.jpg,296-49462-1-ND,LMZM23601V5SILT,Texas Instruments,DC DC CONVERTER 5V,817,262,"5.95000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4V","36V","5V","-","-","-","1A","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","87%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm23601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601.jpg,296-49462-6-ND,LMZM23601V5SILT,Texas Instruments,DC DC CONVERTER 5V,817,262,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4V","36V","5V","-","-","-","1A","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","87%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm23601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601.jpg,296-49461-2-ND,LMZM23601V3SILT,Texas Instruments,DC DC CONVERTER 3.3V,0,0,"4.49364","0","250","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","1A","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","81%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm23601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601.jpg,296-49461-1-ND,LMZM23601V3SILT,Texas Instruments,DC DC CONVERTER 3.3V,347,0,"5.95000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","1A","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","81%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm23601,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601.jpg,296-49461-6-ND,LMZM23601V3SILT,Texas Instruments,DC DC CONVERTER 3.3V,347,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4V","36V","3.3V","-","-","-","1A","-","-","ITE (Commercial)","OCP, SCP, UVLO","-40°C ~ 125°C","81%","Surface Mount","10-LDFN Exposed Pad, Module","0.15"" L x 0.12"" W x 0.06"" H (3.8mm x 3.0mm x 1.6mm)","10-uSIP (3.8x3)","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series.jpg,102-4206-ND,PDS1-S5-S5-M,CUI Inc.,DC DC CONVERTER 5V 1W,4064,0,"4.50000","0","1","Tube","PDS1-M (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","80%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.33"" W x 0.29"" H (12.7mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM2-S.jpg,102-2721-ND,PDM1-S5-D15-S,CUI Inc.,DC DC CONVERTER +/-15V 1W,2955,0,"4.50000","0","1","Tube","PDM1-S (1W)","Active","Isolated Module","2","4.5V","5.5V","15V","-15V","-","-","33mA, 33mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","81%","Through Hole","6-SIP Module, 5 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM2-S.jpg,102-2722-ND,PDM1-S5-D5-S,CUI Inc.,DC DC CONVERTER +/-5V 1W,2236,0,"4.50000","0","1","Tube","PDM1-S (1W)","Active","Isolated Module","2","4.5V","5.5V","5V","-5V","-","-","100mA, 100mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","80%","Through Hole","6-SIP Module, 5 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm1-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM2-S.jpg,102-2720-ND,PDM1-S5-D12-S,CUI Inc.,DC DC CONVERTER +/-12V 1W,1885,0,"4.50000","0","1","Tube","PDM1-S (1W)","Active","Isolated Module","2","4.5V","5.5V","12V","-12V","-","-","42mA, 42mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","80%","Through Hole","6-SIP Module, 5 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pds1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PDS1-M%20Series.jpg,102-4204-ND,PDS1-S24-S15-M,CUI Inc.,DC DC CONVERTER 15V 1W,1776,0,"4.50000","0","1","Tube","PDS1-M (1W)","Active","Isolated Module","1","21.6V","26.4V","15V","-","-","-","67mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","81%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.33"" W x 0.29"" H (12.7mm x 8.3mm x 7.3mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30604,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37108-2-ND,LMZ30604RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 14W,7750,0,"4.55400","0","250","Tape & Reel (TR)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","4A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","95%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30604,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37108-1-ND,LMZ30604RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 14W,10218,0,"5.47000","0","1","Cut Tape (CT)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","4A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","95%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30604,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37108-6-ND,LMZ30604RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 14W,10218,0,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","4A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","95%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
https://www.xppower.com/Portals/0/pdfs/SF_IV.pdf,//media.digikey.com/Photos/XP%20Power/MFG_IV.jpg,1470-1601-5-ND,IV0505SA,XP Power,DC DC CONVERTER 5V 1W,2569,0,"4.65000","0","1","Tube","IV (1W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial)","-","-40°C ~ 85°C","78%","Through Hole","7-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.39"" H (19.5mm x 6.0mm x 10.0mm)","-","-"
https://www.xppower.com/Portals/0/pdfs/SF_IV.pdf,//media.digikey.com/Photos/XP%20Power/MFG_IV.jpg,1470-1612-5-ND,IV2405SA,XP Power,DC DC CONVERTER 5V 1W,1680,0,"4.65000","0","1","Tube","IV (1W)","Active","Isolated Module","1","21.6V","26.4V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial)","-","-40°C ~ 85°C","77%","Through Hole","7-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.39"" H (19.5mm x 6.0mm x 10.0mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPS84410.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS84410RKGT.jpg,296-29669-2-ND,TPS84410RKGR,Texas Instruments,DC DC CONVERTER 0.8-3.6V 4A,5500,0,"4.68160","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","4A","-","-","ITE (Commercial)","UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Module","0.43"" L x 0.35"" W x 0.11"" H (11.0mm x 9.0mm x 2.8mm)","39-B1QFN (11x9)","Enable, Active High"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPS84410.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS84410RKGT.jpg,296-29669-1-ND,TPS84410RKGR,Texas Instruments,DC DC CONVERTER 0.8-3.6V 4A,6593,0,"6.03000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","4A","-","-","ITE (Commercial)","UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Module","0.43"" L x 0.35"" W x 0.11"" H (11.0mm x 9.0mm x 2.8mm)","39-B1QFN (11x9)","Enable, Active High"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPS84410.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS84410RKGT.jpg,296-29669-6-ND,TPS84410RKGR,Texas Instruments,DC DC CONVERTER 0.8-3.6V 4A,6593,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","4A","-","-","ITE (Commercial)","UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Module","0.43"" L x 0.35"" W x 0.11"" H (11.0mm x 9.0mm x 2.8mm)","39-B1QFN (11x9)","Enable, Active High"
https://www.xppower.com/Portals/0/pdfs/SF_ISA.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ISA-Series.jpg,1470-2968-5-ND,ISA2409,XP Power,DC DC CONVERTER +/-9V 1W,2211,0,"4.75000","0","1","Tube","ISA (1W)","Active","Isolated Module","2","21.6V","26.4V","9V","-9V","-","-","56mA, 56mA","1W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","80%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/p78a-1000.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_P78A-1000-Series.jpg,102-3781-ND,P78A05-1000,CUI Inc.,DC DC CONVERTER 5V 5W,2725,0,"4.76000","0","1","Tube","P78A-1000","Active","Linear Regulator Replacement","1","8V","28V","5V","-","-","-","1A","5W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","91%","Through Hole","3-SIP Module","0.46"" L x 0.33"" W x 0.41"" H (11.6mm x 8.5mm x 10.4mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/PEM1-S.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PEM1-S.jpg,102-2764-ND,PEM1-S12-S5-S,CUI Inc.,DC DC CONVERTER 5V 1W,6126,0,"4.92000","0","1","Tube","PEM1-S (1W)","Active","Isolated Module","1","10.8V","13.2V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial)","SCP","-40°C ~ 105°C","80%","Through Hole","7-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/PEM1-S.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PEM1-S.jpg,102-2762-ND,PEM1-S12-S12-S,CUI Inc.,DC DC CONVERTER 12V 1W,5085,0,"4.92000","0","1","Tube","PEM1-S (1W)","Active","Isolated Module","1","10.8V","13.2V","12V","-","-","-","83mA","1W","3kV","ITE (Commercial)","SCP","-40°C ~ 105°C","80%","Through Hole","7-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.37"" H (19.5mm x 6.0mm x 9.3mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30606,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-48602-2-ND,LMZ30606RKGR,Texas Instruments,DC DC CONVERTER 0.8-3.6V,500,10000,"4.92800","0","500","Tape & Reel (TR)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","6A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Exposed Pad","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30606,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-48602-1-ND,LMZ30606RKGR,Texas Instruments,DC DC CONVERTER 0.8-3.6V,718,10001,"6.34000","0","1","Cut Tape (CT)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","6A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Exposed Pad","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30606,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-48602-6-ND,LMZ30606RKGR,Texas Instruments,DC DC CONVERTER 0.8-3.6V,718,10001,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","6A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Exposed Pad","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/p7805-s.pdf,//media.digikey.com/Photos/CUI%20Photos/P7805-S.jpg,102-2708-ND,P7805-Q24-S12-S,CUI Inc.,DC DC CONVERTER 12V 6W,3422,0,"4.94000","0","1","Tube","P7805-S","Active","Linear Regulator Replacement","1","15V","32V","12V","-","-","-","500mA","6W","-","ITE (Commercial)","OTP, SCP","-40°C ~ 85°C","95%","Through Hole","3-SIP Module","0.46"" L x 0.30"" W x 0.40"" H (11.6mm x 7.5mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/p7805-s.pdf,//media.digikey.com/Photos/CUI%20Photos/P7805-S.jpg,102-2705-ND,P7805-Q24-S5-S,CUI Inc.,DC DC CONVERTER 5V 3W,3122,0,"4.94000","0","1","Tube","P7805-S","Active","Linear Regulator Replacement","1","6.5V","32V","5V","-","-","-","500mA","3W","-","ITE (Commercial)","OTP, SCP","-40°C ~ 85°C","94%","Through Hole","3-SIP Module","0.46"" L x 0.30"" W x 0.40"" H (11.6mm x 7.5mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/p7805-s.pdf,//media.digikey.com/Photos/CUI%20Photos/P7805-S.jpg,102-2704-ND,P7805-Q24-S3-S,CUI Inc.,DC DC CONVERTER 3.3V 2W,2309,0,"4.94000","0","1","Tube","P7805-S","Active","Linear Regulator Replacement","1","4.75V","28V","3.3V","-","-","-","500mA","2W","-","ITE (Commercial)","OTP, SCP","-40°C ~ 85°C","91%","Through Hole","3-SIP Module","0.46"" L x 0.30"" W x 0.40"" H (11.6mm x 7.5mm x 10.2mm)","-","-"
