Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Diameter - Inside, Non-Expanded","Diameter - Inside, Expanded","Diameter - Outside, Non-Expanded","Material","Color","Length","Wall Thickness","Operating Temperature","Heat Protection","Abrasion Protection","Liquid Protection","Environment Protection","Features","Material Flammability Rating","Width"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=500037&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/500037-1.JPG,500037-1-ND,500037-1,TE Connectivity Raychem Cable Protection,SPIRAL WRAP 1/2"" X 50' BLACK,7,0,"200.90000","0","1","Spirap","Active","Spiral Wrap","Harness","-","4.000"" (101.60mm)","0.500"" (12.70mm)","Nylon","Black","50.00' (15.24m)","0.032"" (0.81mm)","-","-","-","-","Environment Resistant","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSEZ.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/CSEZ1090A.jpg,RPC1168-ND,CSEZ1090A,Essentra Components,SLIT WRAP 3/4"" X 100' BLACK/GRAY,2,0,"223.27000","0","1","CSEZ","Active","Slit Wrap","Slit Harness","0.750"" (19.05mm)","0.759"" (19.28mm)","0.950"" (24.13mm)","Nylon","Black, Gray","100' (30.48m)","0.050"" (1.27mm)","-40°C ~ 149°C","-","-","-","-","Dispenser Box Supplied","UL94 HB","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW6?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW6-CL005.jpg,ASW6-100-ND,SW6 CL005,Alpha Wire,SPIRAL WRAP 0.84"" X 100' CLEAR,3,3,"263.15000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.840"" (21.34mm)","-","1.000"" (25.40mm)","Polyethylene (PE), Halogen Free","Clear","100' (30.48m)","0.080"" (2.03mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","-","Solvent Resistant","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CBMSXX-X&DocType=Customer+Drawing&DocLang=English,-,A124550-200-ND,CBMS-10-P,"TE Connectivity Aerospace, Defense and Marine",SLEEVING 0.394"" X 200M GREEN,2,0,"526.40000","0","1","INSTALITE CBMS","Active","Sleeve","Expandable","0.394"" (10.00mm)","0.984"" (25.00mm)","-","Polybutylene Terephthalate (PBT)","Green","656' (200.00m)","0.010"" (0.25mm)","-40°C ~ 150°C","Flame Retardant","Abrasion Resistant","Fuel Resistant, Oil Resistant","-","Grease Resistant","UL94 V-0","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CBMSXX-X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CBMS-40-P.JPG,A124551-200-ND,CBMS-20-P,"TE Connectivity Aerospace, Defense and Marine",SLEEVING 0.787"" X 200M GREEN,2,0,"602.00000","0","1","INSTALITE CBMS","Active","Sleeve","Expandable","0.787"" (20.00mm)","1.496"" (38.00mm)","-","Polybutylene Terephthalate (PBT)","Green","656' (200.00m)","0.010"" (0.25mm)","-40°C ~ 150°C","Flame Retardant","Abrasion Resistant","Fuel Resistant, Oil Resistant","-","Grease Resistant","UL94 V-0","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CBMSXX-X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CBMS-40-P.JPG,A124552-180-ND,CBMS-40-P,"TE Connectivity Aerospace, Defense and Marine",SLEEVING 1.575"" X 180M GREEN,2,0,"758.52000","0","1","INSTALITE CBMS","Active","Sleeve","Expandable","1.575"" (40.00mm)","2.047"" (52.00mm)","-","Polybutylene Terephthalate (PBT)","Green","591' (180.00m)","0.010"" (0.25mm)","-40°C ~ 150°C","Flame Retardant","Abrasion Resistant","Fuel Resistant, Oil Resistant","-","Grease Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.75CW.jpg,1030-1468-ND,F6N0.13CW25,Techflex,SELF WRAP 1/8"" X 25' CLEAR/WHITE,28,0,"16.32000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.125"" (3.18mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Clear, White","25.00' (7.62m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_Flexo-Wrap-Gray.jpg,1030-1470-ND,F6N0.13PG25,Techflex,SELF WRAP 1/8"" X 25' GRAY,27,0,"16.32000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.125"" (3.18mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Gray","25.00' (7.62m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TXXX-CX-BLACK.jpg,298-14145-ND,T50F-X0,Panduit Corp,SPIRAL WRAP 1/2"" X 10' BLACK,8,0,"24.43000","0","1","T","Active","Spiral Wrap","Harness","-","4.000"" (101.60mm)","0.500"" (12.70mm)","Polyethylene (PE)","Black","10.00' (3.05m)","0.060"" (1.52mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","Weather Resistant","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.75CW.jpg,1030-1474-ND,F6N0.38CW25,Techflex,SELF WRAP 3/8"" X 25' CLEAR/WHITE,20,0,"27.22000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.375"" (9.53mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Clear, White","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.50OR75.jpg,1030-1475-ND,F6N0.38OR25,Techflex,SELF WRAP 3/8"" X 25' ORANGE,13,0,"27.22000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.375"" (9.53mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.50OR75.jpg,1030-1488-ND,F6N1.50OR10,Techflex,SELF WRAP 1.5"" X 10' ORANGE,20,0,"32.67000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","1.500"" (38.10mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","10.00' (3.05m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HR.pdf,//media.digikey.com/Photos/Richco%20Photos/HR4P-1%5E4.jpg,RPC4128-ND,HR3P-3/16,Essentra Components,SPIRAL WRAP 0.187"" X 100' NAT,6,0,"33.66000","0","1","HR","Active","Spiral Wrap","Harness","-","1.000"" (25.40mm)","0.187"" (4.75mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.030"" (0.76mm)","-","-","-","-","-","Crush Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgl.pdf,//media.digikey.com/photos/Techflex/MFG_FGL(G)_RD.jpg,1030-1553-ND,FGLG.12RD,Techflex,SLEEVING 0.085"" X 250' RED,10,0,"39.33000","0","1","Insultherm® Tru-Fit","Active","Sleeve","Expandable","0.085"" (2.16mm)","0.089"" (2.26mm)","-","Fiberglass, Acrylic Coated, Halogen Free","Red","250' (76.20m)","0.006"" (0.15mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgl.pdf,//media.digikey.com/photos/Techflex/MFG_FGL(G)_RD.jpg,1030-1552-ND,FGLG.10RD,Techflex,SLEEVING 0.106"" X 250' RED,10,0,"41.61000","0","1","Insultherm® Tru-Fit","Active","Sleeve","Expandable","0.106"" (2.69mm)","0.112"" (2.84mm)","-","Fiberglass, Acrylic Coated, Halogen Free","Red","250' (76.20m)","0.008"" (0.20mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Solvent Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CLT_4.jpg,298-13546-ND,CLT150F-X4,Panduit Corp,SLIT WRAP 1.575"" X 10' YELLOW,34,0,"41.83000","0","1","CLT","Active","Slit Wrap","Slit Harness","1.575"" (40.00mm)","-","1.851"" (47.02mm)","Polyethylene (PE)","Yellow","10.00' (3.05m)","0.010"" ~ 0.032"" (0.25mm ~ 0.81mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CLT_3.jpg,298-13545-ND,CLT150F-X3,Panduit Corp,SLIT WRAP 1.575"" X 10' ORANGE,9,0,"41.83000","0","1","CLT","Active","Slit Wrap","Slit Harness","1.575"" (40.00mm)","-","1.851"" (47.02mm)","Polyethylene (PE)","Orange","10.00' (3.05m)","0.010"" ~ 0.032"" (0.25mm ~ 0.81mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgl.pdf,//media.digikey.com/photos/Techflex/MFG_FGL(G)_RD.jpg,1030-1543-ND,FGLG.00RD,Techflex,SLEEVING 0.33"" X 100' RED,7,0,"43.32000","0","1","Insultherm® Tru-Fit","Active","Sleeve","Expandable","0.330"" (8.38mm)","0.347"" (8.81mm)","-","Fiberglass, Acrylic Coated, Halogen Free","Red","100' (30.48m)","0.010"" (0.25mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6Wx.xxBK.jpg,1030-1534-ND,F6W1.75BK10,Techflex,SELF WRAP 1-3/4"" X 10' BLACK,7,0,"44.23000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","1.750"" (44.45mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","10.00' (3.05m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_Flexo-Wrap-Gray.jpg,1030-1469-ND,F6N0.13PG100,Techflex,SELF WRAP 1/8"" X 100' GRAY,10,0,"44.96000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.125"" (3.18mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Gray","100' (30.48m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.50OR75.jpg,1030-1491-ND,F6N2.00OR10,Techflex,SELF WRAP 2"" X 10' ORANGE,16,0,"45.14000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","2.000"" (50.80mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","10.00' (3.05m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CLT-Series-black.jpg,298-13550-ND,CLT188F-X20,Panduit Corp,SLIT WRAP 1.849"" X 10' BLACK,6,0,"46.87000","0","1","CLT","Active","Slit Wrap","Slit Harness","1.849"" (46.96mm)","-","2.194"" (55.73mm)","Polyethylene (PE)","Black","10.00' (3.05m)","0.013"" ~ 0.035"" (0.33mm ~ 0.89mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
https://cdn.techflex.com/assets/pdfs/catalog/dgn%26dga.pdf,//media.digikey.com/Photos/Techflex/MFG_DGN.jpg,1030-1431-ND,DGN0.13BK200,Techflex,"DRAGON SLEEVE 1/8"" BLACK, 200 FT",8,0,"48.00000","0","1","Dragon","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.187"" (4.75mm)","-","-","Black","200' (60.96m)","-","-","-","-","-","-","-","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgl.pdf,//media.digikey.com/Photos/Techflex/MFG_FGLx.jpg,1030-1548-ND,FGLG.08NT,Techflex,SLEEVING 0.133"" X 250' NATURAL,6,0,"48.45000","0","1","Insultherm® Tru-Fit","Active","Sleeve","Expandable","0.133"" (3.38mm)","0.141"" (3.58mm)","-","Fiberglass, Acrylic Coated, Halogen Free","Natural","250' (76.20m)","0.008"" (0.20mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Solvent Resistant","UL VW-1","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11646.jpg,RPC5046-ND,SHR-32-PPB,Essentra Components,SLIT WRAP 1.26"" X 15M BLACK,13,0,"48.88000","0","1","SHR","Active","Slit Wrap","Slit Harness","1.260"" (32.00mm)","1.260"" (32.00mm)","-","Polypropylene (PP)","Black","49.21' (15.00m)","0.050"" (1.27mm)","-","-","Abrasion Resistant","-","-","-","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6v.pdf,//media.digikey.com/Photos/Techflex/MFG_F6V1.jpg,1030-1509-ND,F6V1.25TB25,Techflex,SELF WRAP 1-1/4"" X 25' BLACK/WHT,9,0,"48.96000","0","1","F6® Woven Wrap FR","Active","Self Wrap","Split Flexible Tube","1.250"" (31.75mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","25.00' (7.62m)","0.027"" (0.69mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","-","Clean Cut","UL VW-1","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11646.jpg,RPC5043-ND,SHR-25-PPB,Essentra Components,SLIT WRAP 0.984"" X 20M BLACK,7,0,"49.58000","0","1","SHR","Active","Slit Wrap","Slit Harness","0.984"" (25.00mm)","0.984"" (25.00mm)","-","Polypropylene (PP)","Black","65.62' (20.00m)","0.039"" (0.99mm)","-","-","Abrasion Resistant","-","-","-","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6W2.00WH.jpg,1030-1538-ND,F6W2.00WH10,Techflex,SELF WRAP 2"" X 10' WHITE,10,0,"49.69000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","2.000"" (50.80mm)","Polyethylene Terephthalate (PET), Halogen Free","White","10.00' (3.05m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6f.pdf,//media.digikey.com/Photos/Techflex/MFG_F6F0-50TB.jpg,1030-1354-ND,F6F0.13TB100,Techflex,SELF WRAP 1/8"" X 100' BLACK/WHT,9,0,"49.80000","0","1","F6® FR","Active","Self Wrap","Split Flexible Tube","0.125"" (3.18mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cxn.pdf,//media.digikey.com/Photos/Techflex/MFG_CXN0.25SV.jpg,1030-1411-ND,CXN0.25SV125,Techflex,SLEEVING 1/4"" X 125' SILVER,10,0,"50.40000","0","1","Chrome XC™","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.312"" (7.92mm)","-","Polyester Resin, Halogen Free","Silver","125' (38.10m)","-","-70°C ~ 125°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW10?device=pdf,-,SW10WH005-100-ND,SW10 WH005,Alpha Wire,SPIRAL WRAP 0.061"" X 100' WHITE,6,0,"50.92000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.061"" (1.55mm)","-","0.125"" (3.18mm)","Polyethylene (PE)","White","100' (30.48m)","0.032"" (0.81mm)","-20°C ~ 80°C","Flame Retardant","-","-","-","Self Extinguishing","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cxn.pdf,//media.digikey.com/Photos/Techflex/MFG_CXN0.50SV.jpg,1030-1413-ND,CXN0.50SV80,Techflex,SLEEVING 1/2"" X 80' SILVER,9,0,"51.07000","0","1","Chrome XC™","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyester Resin, Halogen Free","Silver","80.00' (24.38m)","-","-70°C ~ 125°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6w.pdf,//media.digikey.com/Photos/Techflex/MFG_F6Wx.xxBK.jpg,1030-1536-ND,F6W2.00BK10,Techflex,SELF WRAP 2"" X 10' BLACK,9,0,"51.30000","0","1","F6® Woven Wrap","Active","Self Wrap","Split Flexible Tube","-","-","2.000"" (50.80mm)","Polyethylene Terephthalate (PET), Halogen Free","Black","10.00' (3.05m)","0.027"" (0.69mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccp.pdf,-,1030-1395-ND,CCP1.50GY50,Techflex,SLEEVING 1.5"" X 50' GRAY,10,0,"51.37000","0","1","Clean Cut®","Active","Sleeve","Expandable","1.500"" (38.10mm)","2.000"" (50.80mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Gray","50.00' (15.24m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cxn.pdf,//media.digikey.com/Photos/Techflex/MFG_CXN0.75SV.jpg,1030-1414-ND,CXN0.75SV40,Techflex,SLEEVING 3/4"" X 40' SILVER,10,0,"51.53000","0","1","Chrome XC™","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.375"" (34.93mm)","-","Polyester Resin, Halogen Free","Silver","40.00' (12.19m)","-","-70°C ~ 125°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN1_25TB.jpg,1030-1029-ND,FRN1.25TB50,Techflex,SLEEVING 1-1/4"" X 50' BLACK/WHT,8,0,"51.84000","0","1","Flexo® FR","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.750"" (44.45mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","50.00' (15.24m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN1_75TB.jpg,1030-1033-ND,FRN1.75TB30,Techflex,SLEEVING 1-3/4"" X 30' BLACK/WHT,8,0,"51.84000","0","1","Flexo® FR","Active","Sleeve","Expandable","1.750"" (44.45mm)","2.750"" (69.85mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","30.00' (9.14m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/gwn.pdf,//media.digikey.com/Photos/Techflex/GWN1.00BK.jpg,1030-1617-ND,GWN1.00BK25,Techflex,SELF WRAP 1"" X 25' BLACK,9,0,"52.80000","0","1","Grip Wrap™","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Hook and Loop Closure Strip, Impact Resistant","UL94 V-0","4.438"" (112.73mm)"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CLT_3.jpg,298-13552-ND,CLT25F-C3,Panduit Corp,SLIT WRAP 0.284"" X 100' ORANGE,11,0,"52.96000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.284"" (7.21mm)","-","0.398"" (10.11mm)","Polyethylene (PE)","Orange","100' (30.48m)","0.007"" ~ 0.020"" (0.18mm ~ 0.51mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSCLT100F-C20--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CLT_4.jpg,298-19686-ND,CLT25F-C4,Panduit Corp,SLIT WRAP 0.284"" X 100' YELLOW,8,0,"52.96000","0","1","CLT","Active","Slit Wrap","Slit Harness","0.284"" (7.21mm)","-","0.398"" (10.11mm)","Polyethylene (PE)","Yellow","100' (30.48m)","0.007"" ~ 0.020"" (0.18mm ~ 0.51mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","Crush Resistant, Impact Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cxn.pdf,//media.digikey.com/Photos/Techflex/MFG_CXN0.31SV.jpg,1030-1412-ND,CXN0.31SV100,Techflex,SLEEVING 0.312"" X 100' SILVER,10,0,"54.72000","0","1","Chrome XC™","Active","Sleeve","Expandable","0.312"" (7.92mm)","0.500"" (12.70mm)","-","Polyester Resin, Halogen Free","Silver","100' (30.48m)","-","-70°C ~ 125°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fwf.pdf,//media.digikey.com/Photos/Techflex/MFG_FWF%20Flexo%20Wrap%20Tracer%20Series.jpg,1030-1606-ND,FWF0.75TB25,Techflex,SELF WRAP 3/4"" X 25' BLACK/WHITE,10,0,"55.20000","0","1","Flexo® Wrap FR","Active","Self Wrap","Split Flexible Tube","-","-","0.750"" (19.05mm)","Polyethylene Terephthalate (PET), Halogen Free","Black, White","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","UL VW-1","-"
https://cdn.techflex.com/assets/pdfs/catalog/dgn%26dga.pdf,//media.digikey.com/Photos/Techflex/MFG_DGN.jpg,1030-1436-ND,DGN1.25BK25,Techflex,"DRAGON SLEEVE 1-1/4"" BLACK, 25 F",8,0,"55.20000","0","1","Dragon","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.750"" (44.45mm)","-","-","Black","25.00' (7.62m)","-","-","-","-","-","-","-","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/gwn.pdf,//media.digikey.com/Photos/Techflex/MFG_GWN0%2075BK.jpg,1030-1615-ND,GWN0.75BK25,Techflex,SELF WRAP 3/4"" X 25' BLACK,10,0,"55.86000","0","1","Grip Wrap™","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Clean Cut, Hook and Loop Closure Strip, Impact Resistant","UL94 V-0","2.938"" (74.63mm)"
