Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Size / Dimension","For Use With/Related Products","Material","Color"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2003100SER.pdf,//media.digikey.com/photos/HellermannTyton%20Photos/CTM00C2.JPG,1436-1818-ND,CTM00C2,HellermannTyton,CABLE TIE MNT .578X.375'',2412,0,"0.47000","0","1","-","Active","Dual Opening","Screw, #6","0.58"" L x 0.38"" W x 0.27"" H (14.7mm x 9.6mm x 6.8mm)","T18 - T50 Cable Ties","Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTABM1M-M0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM1M-M0.JPG,298-12087-ND,ABM1M-M0,Panduit Corp,CABLE TIE HLDR 1=1 HOLDER,4653,0,"0.48000","0","1","-","Active","Quad Opening","-","0.50"" L x 0.50"" W x 0.13"" H (12.7mm x 12.7mm x 3.3mm)","M Ties","Nylon, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/MBMS-S10Y_00.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MBMS-S10-CY.jpg,298-10496-ND,MBMS-S10-CY,Panduit Corp,CABLE TIE MOUNT #10 SCREW,2529,0,"0.48000","0","1","-","Active","Single Opening","Screw, #10 (M5)","1.00"" L x 0.50"" W x 0.14"" H (25.4mm x 12.7mm x 3.6mm)","M, I, S Ties","Aluminum","Silver"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/MT2008001CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/PBM0M4.JPG,1436-1134-ND,PBM0M4,HellermannTyton,PUSH BUTTON MNT .26''X.40'' BLAC,1623,0,"0.48000","0","1","-","Active","Single Opening","Push In - Snap Lock","0.26"" W x 0.40"" H (6.6mm x 10.2mm)","T18 - T50 Cable Ties","Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-WATM3S10-GB0239EN--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X.jpg,298-15905-ND,TM3S10-M,Panduit Corp,CABLE TIE MOUNT #10 SCREW,12575,0,"0.50000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","M, I, S, LH Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TM2S8-C.JPG,298-10245-ND,TM2S8-C,Panduit Corp,CABLE TIE MOUNT #8 SCREW,5736,0,"0.52000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WATM2S6-GB0239EM-r6--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TM2S6-C0.jpg,298-10444-ND,TM2S6-C0,Panduit Corp,CABLE TIE MOUNT #6 SCREW,12470,0,"0.56000","0","1","-","Active","Dual Opening","Screw, #6 (M3)","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=608803&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/608803-1.JPG,A114093-ND,608803-1,TE Connectivity Raychem Cable Protection,"CABLE TIE MOUNT, 4-WAY,1-1/8""",4110,0,"0.57000","0","1","AMP-TY","Active","Quad Opening","Screw, #8, Adhesive","1.13"" L x 1.13"" W x 0.19"" H (28.6mm x 28.6mm x 4.8mm)","Cable Ties","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TM2S8-C0.JPG,298-10233-ND,TM2S8-C0,Panduit Corp,CABLE TIE #8 SCREW MOUNT WR,1296,0,"0.58000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM1M-AT-GB0239DD-R4--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM1M-AT-M0.JPG,298-12086-ND,ABM1M-AT-M0,Panduit Corp,CABLE TIE HLDR ADH 4=4 HOLDERS,4788,0,"0.58500","0","4","-","Active","Quad Opening - Quad Strip","Adhesive","0.50"" L x 0.50"" W x 0.16"" H (12.7mm x 12.7mm x 4.0mm)","M Ties","Nylon, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-3.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-3-01-M.jpg,RPC1196-ND,FTH-3-01-M,Essentra Components,"TIE HOLDER FLAT WIT-18,30 NAT",14275,0,"0.65000","0","1","FTH","Active","Single Opening","Push In - Arrowhead, Winged","0.56"" L x 0.22"" W x 0.52"" H (14.3mm x 5.6mm x 13.2mm)","WIT-18 through -40 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2003100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTM40xx.JPG,1436-1354-ND,CTM40C2,HellermannTyton,CBL TIE MNT .25""DIA .31""W BLACK,1966,0,"0.67410","0","100","-","Active","Dual Opening","Screw, 1/4""","0.87"" L x 0.62"" W x 0.37"" H (22.0mm x 15.7mm x 9.4mm)","T18 - T120 Cable Ties","Nylon","Black"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TM3S8-C.JPG,298-10246-ND,TM3S8-C,Panduit Corp,CABLE TIE MOUNT #8 SCREW,1756,0,"0.72000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","S, LH Ties","Nylon","Natural"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-0338-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_151-016xx.jpg,1436-1931-ND,151-01630,HellermannTyton,"HB ADH BASE .75"" X .75"", .14"" MA",1500,0,"0.73596","0","500","-","Active","Quad Opening","Adhesive","0.75"" L x 0.75"" W x 0.19"" H (19.1mm x 19.1mm x 4.8mm)","T18, T30 Cable Ties","Nylon, Impact Resistant, Heat Stabilized, UV Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TM3S10-C.jpg,298-10247-ND,TM3S10-C,Panduit Corp,CABLE TIE MNT #10 SCREW,3432,0,"0.74000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","S, LH Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAABM100-A-GB0033BA-R6B--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM100-A-D.JPG,298-10463-ND,ABM100-A-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,3417,0,"0.74500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM2S-A-GB0239CF-R00B--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-A-D.JPG,298-10466-ND,ABM2S-A-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,2379,0,"0.74500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS","White"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-15.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FTH-15-01-M.jpg,RPC1326-ND,FTH-15-01-M,Essentra Components,"TIE HOLD FLAT WIT 18, 30 .312""",5611,0,"0.75000","0","1","FTH","Active","Single Opening","Push In - Fir Tree","0.44"" L x 0.33"" W x 0.52"" H (11.1mm x 8.3mm x 13.1mm)","WIT-18, 30 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABMM-AT-C.jpg,298-12100-ND,ABMM-AT-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,2162,0,"0.75000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS, Heat Stabilized for Temperatures up to 180°F","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2001101CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_MB2.5A10C2.jpg,1436-1646-ND,MB2.5A10C2,HellermannTyton,CABLE TIE MOUNT W/ADH .625'X.625,1575,0,"0.75000","0","1","-","Active","Quad Opening","Screw, #3, Adhesive","0.62"" L x 0.62"" W x 0.16"" H (15.9mm x 15.9mm x 4.1mm)","T18 Cable Ties","Nylon","White"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-40.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-40A1-RT.jpg,RPC1328-ND,FTH-40A-RT,Essentra Components,CABLE TIE HLDR ADH MNT WHITE,19586,0,"0.76000","0","1","FTH","Active","Quad Opening","Adhesive","0.75"" L x 0.75"" W x 0.14"" H (19.1mm x 19.1mm x 3.6mm)","Cable Ties up to 0.141"" (3.6mm) Width","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABMM-AT-C0.jpg,298-12101-ND,ABMM-AT-D0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,3748,0,"0.80500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-28RS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FTH-28RS-01.JPG,RPC1327-ND,FTH-28RS-01,Essentra Components,CBL TIE HLDR RVT/SCREW MNT NAT,4661,0,"0.81000","0","1","FTH","Active","Dual Opening","Screw, #4 (M3)","0.51"" L x 0.33"" W x 0.24"" H (13.0mm x 8.3mm x 6.1mm)","WIT-18 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-40.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-40A1-RT.jpg,RPC1198-ND,FTH-40A1-RT,Essentra Components,CABLE TIE HLDR ADH MNT WHITE,10199,0,"0.83000","0","1","FTH","Active","Quad Opening","Adhesive","0.75"" L x 0.75"" W x 0.14"" H (19.1mm x 19.1mm x 3.6mm)","Cable Ties up to 0.141"" (3.6mm) Width","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/GB0239GE_abms-a%20RV%201.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABMS-A-D.jpg,298-10393-ND,ABMS-A-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,7403,0,"0.83500","0","2","-","Active","Dual Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.13"" L x 1.13"" W x 0.17"" H (28.7mm x 28.7mm x 4.3mm)","M, I, S Ties","Nylon","White"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-13X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-13R-01-C.JPG,RPC1323-ND,FTH-13R-01-M,Essentra Components,TIE HOLD FLAT RIV WIT 18-60 .17"",14649,0,"0.84000","0","1","FTH","Active","Dual Opening","Rivet or Screw, #8 (M4)","0.60"" L x 0.38"" W x 0.28"" H (15.2mm x 9.7mm x 7.1mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-13X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-13R-01-C.JPG,RPC1324-ND,FTH-13S-01-M,Essentra Components,TIE HOLD FLAT WIT 18-60 .17"",3527,0,"0.84000","0","1","FTH","Active","Dual Opening","Screw, #6 (M3.5) or #8 (M4)","0.60"" L x 0.38"" W x 0.28"" H (15.2mm x 9.7mm x 7.1mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/MFTH-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MFTH-2-01A-RT-C.jpg,RPC1705-ND,MFTH-2-01A-RT-M,Essentra Components,CBL TIE HLDR ADH MNT NAT .50"" SQ,2290,0,"0.88000","0","1","MFTH","Active","Quad Opening","Adhesive","0.50"" L x 0.50"" W x 0.14"" H (12.7mm x 12.7mm x 3.5mm)","WIT-18 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-0339-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_151-016xx.jpg,1436-1933-ND,151-01632,HellermannTyton,"VHB ADH BASE 1.12"" X 1.12"", .18""",4000,0,"0.93692","0","500","-","Active","Quad Opening","Adhesive","1.12"" L x 1.12"" W x 0.22"" H (28.4mm x 28.4mm x 5.6mm)","T18 - T50 Cable Ties","Nylon, Impact Resistant, Heat Stabilized, UV Resistant","Black"
//media.digikey.com/pdf/Data%20Sheets/HellermannTyton%20PDFs/15-0351-001-CSU_Dwg.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/HDM3120HIRC2.JPG,1436-1016-ND,HDM3120HIRC2,HellermannTyton,HVY DUTY MNT .3125"" 115 LB-IN BK,3200,0,"0.95100","0","100","-","Active","Single Opening","Torque Mount","1.43"" L x 0.76"" W (36.3mm x 19.3mm)","Cable Ties up to 0.500"" (12.7mm) Width","Nylon, Impact Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAABM2S-AT-GB0239BY-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C0.jpg,298-12090-ND,ABM2S-AT-D0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,29484,0,"0.96000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-9.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-9-01-C.jpg,RPC1201-ND,FTH-9-01-C,Essentra Components,CBL TIE HLDR ARROW MNT NATURAL,2838,0,"1.00000","0","1","FTH","Active","Single Opening","Push In - Reverse Snap Lock","0.42"" Dia x 0.40"" H (10.7mm x 10.3mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Natural"
"//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/SGABM20-A(AT,AV)_Dwg.pdf",//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SGABM20-A-C.jpg,298-11917-ND,SGABM20-A-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,620,0,"1.02000","0","2","Super-Grip®","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.20"" H (19.1mm x 19.1mm x 5.0mm)","Super-Grip® SGM, SGI Ties","Nylon","White"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-5.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-5A-RT-UVB.jpg,RP305-ND,FTH-5A-RT-UVB-M,Essentra Components,ADHESIVE TIE HOLDER,17075,0,"1.03000","0","1","FTH","Active","Quad Opening","Screw, #6 (M3.5), Adhesive","0.75"" L x 0.75"" W x 0.24"" H (19.1mm x 19.1mm x 6.1mm)","WIT-18, 30 and QTE-18 Ties","Nylon, Flame Retardant, UV Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/MFTH-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MFTH-2-01A-RT-C.jpg,RPC1351-ND,MFTH-2-01A-RT-C,Essentra Components,CBL TIE HLDR ADH MNT NAT .50"" SQ,5790,0,"1.04000","0","1","MFTH","Active","Quad Opening","Adhesive","0.50"" L x 0.50"" W x 0.14"" H (12.7mm x 12.7mm x 3.5mm)","WIT-18 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/PartDrawings/GB0239MA_04_HVTM.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HVTM-06-C0.jpg,298-14560-ND,HVTM-06-C0,Panduit Corp,CABLE TIE MOUNT,2090,0,"1.06000","0","1","Hyper-V™","Active","Dual Opening","Screw, #6 (M3)","0.81"" L x 0.68"" W x 0.41"" H (20.6mm x 17.3mm x 10.4mm)","HV, IT Ties","Nylon, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-5.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-5-01A-RT.jpg,RP301-ND,FTH-5A-RT-C,Essentra Components,HOLDER FLAT TIE W/TAPE NATURAL,12193,0,"1.09000","0","1","FTH","Active","Quad Opening","Screw, #6 (M3.5), Adhesive","0.75"" L x 0.75"" W x 0.24"" H (19.1mm x 19.1mm x 6.1mm)","WIT-18, 30 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAABM112-GB0239F0-R5--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM112-A-C.jpg,298-1268-ND,ABM112-A-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,2276,0,"1.25500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.16"" H (28.4mm x 28.4mm x 4.2mm)","M, I, S Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/C-WAPP1S-PP2S-GB0239EA--ENG.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/PP1S-S1(0,2)-(C,X).jpg",298-15563-ND,PP1S-S10-C,Panduit Corp,PAN-POST STANDOFF,7033,0,"1.26000","0","1","Pan-Post™","Active","Multiple Opening","Screw, #10 (M5)","1.06"" L x 0.72"" W x 1.97"" H (26.9mm x 18.3mm x 50mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAFCM1-A-GB0239GR--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/FCM1-S6-C14.jpg,298-1314-ND,FCM1-S6-C14,Panduit Corp,CABLE MNT #6 SCREW GRY NYL 1"",1483,0,"1.27000","0","1","-","Active","Single Opening","Screw, #6","1.21"" L x 1.00"" W x 0.39"" H (30.7mm x 25.4mm x 9.9mm)","-","Nylon","Gray"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CTB1X1BGA-C.JPG,3M11996-ND,CTB1X1BGA-C,3M,TIE MOUNT FOAM ADHESIVE,1929,0,"1.30000","0","1","-","Active","Single Opening","Adhesive","1.00"" L x 1.00"" W x 0.15"" H (25.4mm x 25.4mm x 3.8mm)","Cable Ties","ABS","Beige"
http://www.panduit.com/heiler/PartDrawings/TM3S69_00.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X.jpg,298-15910-ND,TM3S8-C69,Panduit Corp,CABLE TIE MOUNT #8 SCREW FR,8775,0,"1.31000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","S, LH Ties","Nylon, Flame Retardant","Ivory"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C.JPG,298-10467-ND,ABM2S-AT-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,1749,0,"1.31000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS, Heat Stabilized for Temperatures up to 180°F","White"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CTB75X75NTA-C.jpg,3M157447-ND,CTB75X75NTA-C,3M,0.75""X0.75"" NAT MNTG BASE 1=2PCS,1331,0,"1.35000","0","1","-","Active","Quad Opening","Adhesive","0.74"" L x 0.74"" W x 0.22"" H (18.8mm x 18.8mm x 5.6mm)","Cable Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/GB0239GE_abms-a%20RV%201.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABMS-A-C.jpg,298-1117-ND,ABMS-A-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,5651,0,"1.40500","0","2","-","Active","Dual Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.13"" L x 1.13"" W x 0.17"" H (28.7mm x 28.7mm x 4.3mm)","M, I, S Ties","Nylon","White"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-0340-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_151-016xx.jpg,1436-1935-ND,151-01634,HellermannTyton,"VHB AD BASE 1.49"" X 1.49"", .35""",1495,0,"1.42896","0","250","-","Active","Quad Opening","Adhesive","1.49"" L x 1.49"" W x 0.28"" H (37.8mm x 37.8mm x 7.1mm)","T18 - T150 Cable Ties","Nylon, Impact Resistant, Heat Stabilized, UV Resistant","Black"
"//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/SGABM25(A,AV,AT)_Dwg.pdf",//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SGABM25-AT-C0.jpg,298-10377-ND,SGABM25-AT-C0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,5894,0,"1.44000","0","2","Super-Grip®","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6","1.00"" L x 1.00"" W x 0.33"" H (25.4mm x 25.4mm x 8.4mm)","Super-Grip® SGM, SGI, SGS Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-AT-C0.jpg,298-10252-ND,ABM2S-AT-C0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,1292,0,"1.50000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-7.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-7-01A-RT-UVB.jpg,RP306-ND,FTH-7A-RT-UVB-C,Essentra Components,ADHESIVE TIE HOLDERS,5275,0,"1.52000","0","1","FTH","Active","Quad Opening","Screw, #8 (M4), Adhesive","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50, 60 and QTE-50 Ties","Nylon, Flame Retardant, UV Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/ABMT-A-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_ABMT_Blk.jpg,298-12104-ND,ABMT-S6-C20,Panduit Corp,#6 SCRW MT FOR TAK-TY,1655,0,"1.52000","0","1","TAK-TY®","Active","Dual Opening","Screw, #6 (M3)","1.12"" L x 1.12"" W x 0.34"" H (28.4mm x 28.4mm x 8.6mm)","HTL/HLS Tak-Ty® Hook and Loop Ties","Nylon","Black"
http://www.panduit.com/heiler/Brochures/SA-WACB06%20(ABM%20Brochure)2.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/FCM2-A-C14.jpg,298-1311-ND,FCM2-A-C14,Panduit Corp,CABLE MNT ADH FOAM GRY NYL 2"",1051,0,"1.55000","0","1","-","Active","Single Opening","Screw, #6, Adhesive","2.22"" L x 1.00"" W x 0.48"" H (56.4mm x 25.4mm x 12.2mm)","-","Nylon","Gray"
"//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/SGABM20-A(AT,AV)_Dwg.pdf",//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SGABM20-AV-C300.jpg,298-15857-ND,SGABM20-AV-C300,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,2556,0,"1.55500","0","2","Super-Grip®","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.20"" H (19.1mm x 19.1mm x 5.0mm)","Super-Grip® SGM, SGI Ties","Nylon, Heat Stabilized, Weather Resistant","Black"
//media.digikey.com/pdf/Data%20Sheets/HellermannTyton%20PDFs/FMB4APT-I_Dwg.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_151-01528.JPG,1436-2012-ND,151-01528,HellermannTyton,WHITE FLEXTACK ADHESIVE CABLE TI,3000,0,"1.66650","0","100","FlexTack FMB","Active","Quad Opening","Adhesive","1.10"" L x 1.10"" W x 0.25"" H (28.0mm x 28.0mm x 6.4mm)","Cable Ties","Nylon 6.6, Heat Stabilized","Black"
//media.digikey.com/pdf/Data%20Sheets/HellermannTyton%20PDFs/FMB4APT-I_Dwg.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_151-01527.JPG,1436-2011-ND,151-01527,HellermannTyton,BLACK FLEXTACK ADHESIVE CABLE TI,2990,0,"1.75230","0","100","FlexTack FMB","Active","Quad Opening","Adhesive","1.10"" L x 1.10"" W x 0.25"" H (28.0mm x 28.0mm x 6.4mm)","Cable Ties","Nylon 6.6, Heat Stabilized","Black"
http://www.panduit.com/heiler/PartDrawings/C-WATM2S8-C76-SS-27262-R4--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TM3S.jpg,298-14161-ND,TM3S10-C76,Panduit Corp,TIE MOUNT #10 M5 SCREW AQUA,1782,0,"1.85000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","S, LH Ties","Ethylenterafluorineethylene (ETFE)","Blue"
