Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","LO Frequency","RF Frequency","P1dB","Noise Floor","Output Power","Current - Supply","Voltage - Supply","Test Frequency","Package / Case"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6750.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-56-3;CP;56.jpg,ADRF6750ACPZ-R7CT-ND,ADRF6750ACPZ-R7,Analog Devices Inc.,RF MODULTR 950MHZ-1.575GHZ 56QFN,30,0,"15.82000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Modulator","-","950MHz ~ 1.575GHz","8.5dBm","-162dBm/Hz","-1.6dBm","310mA","4.75V ~ 5.25V","-","56-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6750.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-56-3;CP;56.jpg,ADRF6750ACPZ-R7DKR-ND,ADRF6750ACPZ-R7,Analog Devices Inc.,RF MODULTR 950MHZ-1.575GHZ 56QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Modulator","-","950MHz ~ 1.575GHz","8.5dBm","-162dBm/Hz","-1.6dBm","310mA","4.75V ~ 5.25V","-","56-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6720-27.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-11;CP;40.jpg,ADRF6720-27ACPZ-R7TR-ND,ADRF6720-27ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-3GHZ 40WFQFN,0,2250,"10.83983","0","750","Tape & Reel (TR)","-","Active","Modulator","356MHz ~ 2.855GHz","400MHz ~ 3GHz","11dBm","-162dBm/Hz","5dBm","425mA","3.3V","2.14GHz","40-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6720-27.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-11;CP;40.jpg,ADRF6720-27ACPZ-R7CT-ND,ADRF6720-27ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-3GHZ 40WFQFN,29,2250,"17.37000","0","1","Cut Tape (CT)","-","Active","Modulator","356MHz ~ 2.855GHz","400MHz ~ 3GHz","11dBm","-162dBm/Hz","5dBm","425mA","3.3V","2.14GHz","40-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6720-27.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-11;CP;40.jpg,ADRF6720-27ACPZ-R7DKR-ND,ADRF6720-27ACPZ-R7,Analog Devices Inc.,RF MODULATOR 400MHZ-3GHZ 40WFQFN,29,2250,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","356MHz ~ 2.855GHz","400MHz ~ 3GHz","11dBm","-162dBm/Hz","5dBm","425mA","3.3V","2.14GHz","40-WFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5386.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-1;CP;40.jpg,ADL5386ACPZ-R7TR-ND,ADL5386ACPZ-R7,Analog Devices Inc.,RF MODULATOR 50MHZ-2.2GHZ 40QFN,0,0,"7.21292","0","750","Tape & Reel (TR)","-","Active","Modulator","-","50MHz ~ 2.2GHz","8.4dBm","-160dBm/Hz","2.5dBm","230mA","4.75V ~ 5.5V","2.15GHz","40-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5386.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-1;CP;40.jpg,ADL5386ACPZ-R7CT-ND,ADL5386ACPZ-R7,Analog Devices Inc.,RF MODULATOR 50MHZ-2.2GHZ 40QFN,3,0,"11.56000","0","1","Cut Tape (CT)","-","Active","Modulator","-","50MHz ~ 2.2GHz","8.4dBm","-160dBm/Hz","2.5dBm","230mA","4.75V ~ 5.5V","2.15GHz","40-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5386.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-1;CP;40.jpg,ADL5386ACPZ-R7DKR-ND,ADL5386ACPZ-R7,Analog Devices Inc.,RF MODULATOR 50MHZ-2.2GHZ 40QFN,3,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","-","50MHz ~ 2.2GHz","8.4dBm","-160dBm/Hz","2.5dBm","230mA","4.75V ~ 5.5V","2.15GHz","40-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8349.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8349AREZ-ND,AD8349AREZ,Analog Devices Inc.,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,3,192,"10.65000","0","1","Tube","-","Active","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","5.6dBm","-156dBm/Hz","5.1dBm","150mA","4.75V ~ 5.5V","2.14GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6755.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-56-4;CP;56.jpg,ADRF6755ACPZ-ND,ADRF6755ACPZ,Analog Devices Inc.,RF MODULATOR 100MHZ-2.4GHZ 56QFN,9,0,"16.95000","0","1","Tray","-","Active","Modulator","-","100MHz ~ 2.4GHz","9dBm","-160.5dBm/Hz","-1.7dBm","380mA","4.75V ~ 5.25V","100MHz","56-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1097.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-2921-ND,HMC1097LP4E,Analog Devices Inc.,RF MODULATOR 100MHZ-6GHZ 24VFQFN,0,0,"18.52000","0","1","Strip","-","Active","Modulator","100MHz ~ 6GHz","100MHz ~ 6GHz","11dBm","-160dBm/Hz","2.75dBm","170mA","4.75V ~ 5.25V","1.7GHz ~ 2.2GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc631.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3002-ND,HMC631LP3E,Analog Devices Inc.,RF MODULATOR 1.8GHZ-2.7GHZ 16QFN,5,61,"27.99000","0","1","Strip","-","Active","Vector Modulator, Mixer","-","1.8GHz ~ 2.7GHz","21dBm","-160dBm/Hz","-","93mA","8V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8349.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8349AREZ-RL7TR-ND,AD8349AREZ-RL7,Analog Devices Inc.,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,0,1000,"6.74337","0","1000","Tape & Reel (TR)","-","Active","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","5.6dBm","-156dBm/Hz","5.1dBm","150mA","4.75V ~ 5.5V","2.14GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8349.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8349AREZ-RL7CT-ND,AD8349AREZ-RL7,Analog Devices Inc.,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,1,1000,"10.97000","0","1","Cut Tape (CT)","-","Active","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","5.6dBm","-156dBm/Hz","5.1dBm","150mA","4.75V ~ 5.5V","2.14GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8349.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8349AREZ-RL7DKR-ND,AD8349AREZ-RL7,Analog Devices Inc.,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,1,1000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","5.6dBm","-156dBm/Hz","5.1dBm","150mA","4.75V ~ 5.5V","2.14GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5373.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5373ACPZ-R7TR-ND,ADL5373ACPZ-R7,Analog Devices Inc.,RF MODULATOR 2.3GHZ-3GHZ 24VFQFN,0,1500,"6.77023","0","1500","Tape & Reel (TR)","-","Active","Modulator","2.3GHz ~ 3GHz","2.3GHz ~ 3GHz","13.8dBm","-156dBm/Hz","7.7dBm","175mA","4.75V ~ 5.25V","2.7GHz","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5373.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5373ACPZ-R7CT-ND,ADL5373ACPZ-R7,Analog Devices Inc.,RF MODULATOR 2.3GHZ-3GHZ 24VFQFN,20,1500,"11.01000","0","1","Cut Tape (CT)","-","Active","Modulator","2.3GHz ~ 3GHz","2.3GHz ~ 3GHz","13.8dBm","-156dBm/Hz","7.7dBm","175mA","4.75V ~ 5.25V","2.7GHz","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5373.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5373ACPZ-R7DKR-ND,ADL5373ACPZ-R7,Analog Devices Inc.,RF MODULATOR 2.3GHZ-3GHZ 24VFQFN,20,1500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","2.3GHz ~ 3GHz","2.3GHz ~ 3GHz","13.8dBm","-156dBm/Hz","7.7dBm","175mA","4.75V ~ 5.25V","2.7GHz","24-VFQFN Exposed Pad, CSP"
https://datasheets.maximintegrated.com/en/ds/MAX2150.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX2150ETI+-ND,MAX2150ETI+,Maxim Integrated,RF MODULATOR 700MHZ-2.3GHZ 28QFN,10,420,"18.25000","0","1","Tube","-","Active","Modulator","700MHz ~ 2.3GHz","700MHz ~ 2.3GHz","1dBm","-148dBm/Hz","-1dBm","46mA","2.7V ~ 3.6V","1.75GHz","28-WFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc795.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1571-ND,HMC795LP5E,Analog Devices Inc.,RF MODULATOR 50MHZ-2.8GHZ 32QFN,1,0,"26.29000","0","1","Strip","-","Active","Modulator","100MHz ~ 5.6GHz","50MHz ~ 2.8GHz","14dBm","-158dBm/Hz","-","127mA","4.5V ~ 5.5V","-","32-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc498.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3641-2-ND,HMC498LC4TR,Analog Devices Inc.,RF MODULATOR 17GHZ-24GHZ 24TFQFN,0,0,"57.49430","0","100","Tape & Reel (TR)","-","Active","Amplifier","17GHz ~ 24GHz","17GHz ~ 24GHz","25.5dBm","-","-","250mA","5V","-","24-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc498.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3641-1-ND,HMC498LC4TR,Analog Devices Inc.,RF MODULATOR 17GHZ-24GHZ 24TFQFN,0,0,"74.46000","0","1","Cut Tape (CT)","-","Active","Amplifier","17GHz ~ 24GHz","17GHz ~ 24GHz","25.5dBm","-","-","250mA","5V","-","24-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc498.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3641-6-ND,HMC498LC4TR,Analog Devices Inc.,RF MODULATOR 17GHZ-24GHZ 24TFQFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Amplifier","17GHz ~ 24GHz","17GHz ~ 24GHz","25.5dBm","-","-","250mA","5V","-","24-TFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm3291,//media.digikey.com/Renders/National%20Semi%20Renders/TMD12AAA.jpg,LM3291TMX/NOPB-ND,LM3291TMX/NOPB,Texas Instruments,RF MODULATOR 12WFBGA/DSBGA,0,0,"1.11375","0","3000","Tape & Reel (TR)","-","Not For New Designs","Modulator","-","-","-","-","-","-","-","-","12-WFBGA, DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm3290,//media.digikey.com/Renders/National%20Semi%20Renders/TLA30D1A.jpg,LM3290TMX/NOPB-ND,LM3290TMX/NOPB,Texas Instruments,RF MODULATOR 30WFBGA/DSBGA,0,0,"1.18800","0","3000","Tape & Reel (TR)","-","Not For New Designs","-","-","-","-","-","-","-","-","-","30-WFBGA, DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm3291,//media.digikey.com/Renders/National%20Semi%20Renders/TMD12AAA.jpg,LM3291TME/NOPB-ND,LM3291TME/NOPB,Texas Instruments,RF MODULATOR 12WFBGA/DSBGA,0,0,"1.62576","0","500","Tape & Reel (TR)","-","Not For New Designs","Modulator","-","-","-","-","-","-","-","-","12-WFBGA, DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm3290,//media.digikey.com/Renders/National%20Semi%20Renders/TLA30D1A.jpg,LM3290TME/NOPB-ND,LM3290TME/NOPB,Texas Instruments,RF MODULATOR 30WFBGA/DSBGA,0,2000,"1.73250","0","500","Tape & Reel (TR)","-","Not For New Designs","-","-","-","-","-","-","-","-","-","30-WFBGA, DSBGA"
http://www.cmlmicro.com/wp-content/uploads/2017/06/CMX971-Data-Sheet.pdf,-,2032-1039-2-ND,CMX971Q7-REEL,CML Microcircuits,I/Q MODULATOR 20MHZ-1GHZ 16VQFN,0,0,"4.54950","0","1000","Tape & Reel (TR)","-","Active","Modulator","40MHz ~ 2GHz","20MHz ~ 1GHz","-","-150dBm/Hz","-","63mA","3V ~ 3.6V","-","16-VQFN Exposed Pad"
http://www.cmlmicro.com/wp-content/uploads/2017/06/CMX971-Data-Sheet.pdf,-,2032-1039-1-ND,CMX971Q7-REEL,CML Microcircuits,I/Q MODULATOR 20MHZ-1GHZ 16VQFN,5,0,"8.68000","0","1","Cut Tape (CT)","-","Active","Modulator","40MHz ~ 2GHz","20MHz ~ 1GHz","-","-150dBm/Hz","-","63mA","3V ~ 3.6V","-","16-VQFN Exposed Pad"
http://www.cmlmicro.com/wp-content/uploads/2017/06/CMX971-Data-Sheet.pdf,-,2032-1039-6-ND,CMX971Q7-REEL,CML Microcircuits,I/Q MODULATOR 20MHZ-1GHZ 16VQFN,5,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Modulator","40MHz ~ 2GHz","20MHz ~ 1GHz","-","-150dBm/Hz","-","63mA","3V ~ 3.6V","-","16-VQFN Exposed Pad"
http://www.linear.com/docs/45277,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5599IUF#TRPBF-ND,LTC5599IUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 30MHZ-1.3GHZ 24QFN,0,0,"5.56400","0","2500","Tape & Reel (TR)","-","Active","Modulator","180MHz ~ 1.9GHz","30MHz ~ 1.3GHz","5dBm","-156.6dBm/Hz","-","28mA","2.7V ~ 3.6V","500MHz","24-WFQFN Exposed Pad"
http://www.linear.com/docs/52852,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5589IUF#TRPBF-ND,LTC5589IUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 700MHZ-6GHZ 24WFQFN,0,2500,"5.56400","0","2500","Tape & Reel (TR)","-","Active","Modulator","-","700MHz ~ 6GHz","4.6dBm","-160dBm/Hz","-","29.35mA","2.7V ~ 3.6V","6GHz","24-WFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-29769-2-ND,TRF3705IRGER,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,0,9000,"5.83440","0","3000","Tape & Reel (TR)","-","Active","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","1.85GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-29769-1-ND,TRF3705IRGER,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","1.85GHz","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGE-24-VQFN%20Pkg.jpg,296-29769-6-ND,TRF3705IRGER,Texas Instruments,RF MODULATOR 300MHZ-4GHZ 24VFQFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Modulator","300MHz ~ 4GHz","300MHz ~ 4GHz","13.7dBm","-160dBm/Hz","7.1dBm","306mA","3.15V ~ 3.6V","1.85GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARUZ-REELTR-ND,AD8346ARUZ-REEL,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,0,0,"5.84285","0","2500","Tape & Reel (TR)","-","Active","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
http://www.linear.com/docs/18679,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5571EUF#TRPBF-ND,LT5571EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 620MHZ-1.1GHZ 16QFN,0,0,"6.18800","0","2500","Tape & Reel (TR)","-","Active","Modulator","500MHz ~ 1.2GHz","620MHz ~ 1.1GHz","8.1dBm","-159dBm/Hz","-0.2dBm","120mA","4.5V ~ 5.25V","900MHz","16-WQFN Exposed Pad"
http://www.linear.com/docs/5737,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5528EUF#TRPBF-ND,LT5528EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 1.5GHZ-2.4GHZ 16QFN,0,0,"6.24000","0","2500","Tape & Reel (TR)","-","Active","Modulator","1.3GHz ~ 2.7GHz","1.5GHz ~ 2.4GHz","7.9dBm","-159.3dBm/Hz","-2.1dBm","145mA","4.5V ~ 5.25V","2GHz","16-WFQFN Exposed Pad"
http://www.linear.com/docs/11897,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5572EUF#TRPBF-ND,LT5572EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 1.5GHZ-2.5GHZ 16QFN,0,2500,"6.24000","0","2500","Tape & Reel (TR)","-","Active","Modulator","1.5GHz ~ 2.5GHz","1.5GHz ~ 2.5GHz","9.3dBm","-158.6dBm/Hz","1.4dBm","145mA","4.5V ~ 5.25V","2GHz","16-WQFN Exposed Pad"
http://www.linear.com/docs/7018,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5518EUF#TRPBF-ND,LT5518EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 1.5GHZ-2.4GHZ 16QFN,0,0,"6.24000","0","2500","Tape & Reel (TR)","-","Active","Modulator","1.3GHz ~ 2.7GHz","1.5GHz ~ 2.4GHz","8.5dBm","-158.2dBm/Hz","10.6dBm","145mA","4.5V ~ 5.25V","2GHz","16-WQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf372017,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,TRF372017IRGZR-ND,TRF372017IRGZR,Texas Instruments,RF MODULATOR 300MHZ-4.8GHZ 48QFN,0,0,"6.29200","0","2500","Tape & Reel (TR)","-","Active","Upconverter","300MHz ~ 4.8GHz","300MHz ~ 4.8GHz","12dBm","-153dBm/Hz","3dBm","200mA","3V ~ 3.6V, 4.5V ~ 5.5V","2.7GHz","48-VFQFN Exposed Pad"
http://www.linear.com/docs/27936,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5598IUF#TRPBF-ND,LTC5598IUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 5MHZ-1.6GHZ 24WFQFN,0,0,"6.47400","0","2500","Tape & Reel (TR)","-","Active","Modulator","5MHz ~ 1.6GHz","5MHz ~ 1.6GHz","8dBm","-160.3dBm/Hz","2dBm","165mA","4.5V ~ 5.25V","899.9MHz","24-WFQFN Exposed Pad"
http://www.linear.com/docs/7018,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5518EUF#PBF-ND,LT5518EUF#PBF,Linear Technology/Analog Devices,RF MODULATOR 1.5GHZ-2.4GHZ 16QFN,0,728,"6.58000","0","182","Tube","-","Active","Modulator","1.3GHz ~ 2.7GHz","1.5GHz ~ 2.4GHz","8.5dBm","-158.2dBm/Hz","10.6dBm","145mA","4.5V ~ 5.25V","2GHz","16-WQFN Exposed Pad"
http://www.linear.com/docs/14577,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5558EUF#TRPBF-ND,LT5558EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 600MHZ-1.1GHZ 16QFN,0,0,"6.66900","0","2500","Tape & Reel (TR)","-","Active","Modulator","550MHz ~ 1.25GHz","600MHz ~ 1.1GHz","7.8dBm","-158dBm/Hz","-1.1dBm","135mA","4.5V ~ 5.25V","900MHz","16-WQFN Exposed Pad"
http://www.linear.com/docs/10240,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5568EUF#TRPBF-ND,LT5568EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATR 700MHZ-1.05GHZ 16QFN,0,0,"6.73400","0","2500","Tape & Reel (TR)","-","Active","Modulator","550MHz ~ 1.25GHz","700MHz ~ 1.05GHz","8.3dBm","-160.3dBm/Hz","-2.8dBm","165mA","4.5V ~ 5.25V","850MHz","16-WQFN Exposed Pad"
http://www.linear.com/docs/10240,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5568-2EUF#TRPBF-ND,LT5568-2EUF#TRPBF,Linear Technology/Analog Devices,RF MODULATR 700MHZ-1.05GHZ 16QFN,0,0,"6.73400","0","2500","Tape & Reel (TR)","-","Active","Modulator","550MHz ~ 1.25GHz","700MHz ~ 1.05GHz","8.3dBm","-160.3dBm/Hz","-2.8dBm","165mA","4.5V ~ 5.25V","850MHz","16-WQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5370.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5370ACPZ-R7TR-ND,ADL5370ACPZ-R7,Analog Devices Inc.,RF MODULATOR 300MHZ-1GHZ 24VFQFN,0,0,"6.77023","0","1500","Tape & Reel (TR)","-","Active","Modulator","250MHz ~ 1.45GHz","300MHz ~ 1GHz","11dBm","-160dBm/Hz","6.2dBm","210mA","4.75V ~ 5.25V","450MHz","24-VFQFN Exposed Pad, CSP"
