Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Metal Layer","Static Discharge Shielding","Closure System","Thickness","Length - Inside","Width - Inside","Tensile Strength","Color"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP804-ND,817621,SCS,STATIC SHIELD BAG 6X21,1980,0,"0.48000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","21"" (533.4mm)","6"" (152.4mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP783-ND,8171015,SCS,STATIC SHIELD BAG 10X15 1=1EA,3500,0,"0.50000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","15"" (381mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP806-ND,817818,SCS,STATIC SHIELD BAG 8X18 1=1EA,3500,0,"0.50000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","8"" (203.2mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP818-ND,817Z64,SCS,STATIC SHIELD BAG ZIP 6X4 1=1EA,2985,0,"0.50000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","6"" (152.4mm)","4"" (101.6mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP787-ND,8171214,SCS,STATIC SHIELD BAG 12X14 1=1EA,2990,0,"0.52000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","14"" (355.6mm)","12"" (304.8mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP805-ND,817626,SCS,STATIC SHIELD BAG 6X26 1=1EA,3000,0,"0.55000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","26"" (660.4mm)","6"" (152.4mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP800-ND,817528,SCS,STATIC SHIELD BAG 5X28 1=1EA,2000,0,"0.56000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","28"" (711.2mm)","5"" (127mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP808-ND,817Z1012,SCS,STATIC SHIEL BAG ZIP 10X12 1=1EA,2464,0,"0.61000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","12"" (304.8mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP817-ND,817Z621,SCS,STATIC SHIELD BAG ZIP 6X21 1=1EA,1280,0,"0.61000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","21"" (533.4mm)","6"" (152.4mm)","4600 psi","Silver"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1862_Web.pdf,-,SCP782-ND,8171014,SCS,STATIC SHIELD BAG 10X14 1=1EA,3500,0,"0.69000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","14"" (355.6mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP784-ND,8171024,SCS,STATIC SHIELD BAG 10X24 1=1EA,1900,0,"0.69000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP789-ND,8171418,SCS,STATIC SHIELD BAG 14X18 1=1EA,2000,0,"0.72000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","14"" (355.6mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP811-ND,817Z1212,SCS,STATIC SHIEL BAG ZIP 12X12 1=1EA,1970,0,"0.72000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","12"" (304.8mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/SCS/MFG_3001024.jpg,SCP756-ND,3001024,SCS,STAT BAG MET-IN 10""X24""ZIP 1=1EA,8210,0,"0.73000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","24"" (609.6mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP788-ND,8171224,SCS,STATIC SHIELD BAG 12X24 1=1EA,2000,0,"0.83000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","12"" (304.8mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP786-ND,8171210,SCS,STATIC SHIELD BAG 12X10 1=1EA,1980,0,"0.83000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","12"" (304.8mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP785-ND,8171026,SCS,STATIC SHIELD BAG 10X26 1=1EA,1940,0,"0.85000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","26"" (660.4mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP812-ND,817Z1218,SCS,STATIC SHIEL BAG ZIP 12X18 1=1EA,1465,0,"0.95000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","18"" (457.2mm)","12"" (304.8mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP810-ND,817Z1018,SCS,STATIC SHIEL BAG ZIP 10X18 1=1EA,1500,0,"1.02000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","18"" (457.2mm)","10"" (254mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP813-ND,817Z2024,SCS,STATIC SHIEL BAG ZIP 20X24 1=1EA,930,0,"1.91000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","24"" (609.6mm)","20"" (508mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP794-ND,8173030,SCS,STATIC SHIELD BAG 30X30 1=1EA,917,0,"2.89000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","30"" (762mm)","30"" (762mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1500_Series.pdf,-,15046-ND,15046,SCS,STATIC BAG MET-OUT 4""X6"" 1=1EA,19800,0,"0.10000","0","1","1500","Active","Static Shielding Bag","Out","<10nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","6"" (152.4mm)","4"" (101.6mm)","4900 psi","Silver"
-,-,2071-B13023-ND,B13023,Botron Company Inc.,B13023 CLEAR SILVER SHIELD-IT ME,5000,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","3"" (76.2mm)","2"" (50.8mm)","5500 psi","Silver"
-,-,2071-B13035-ND,B13035,Botron Company Inc.,B13035 CLEAR SILVER SHIELD-IT ME,5000,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","5"" (127mm)","3"" (76.2mm)","5500 psi","Silver"
-,-,2071-B13044-ND,B13044,Botron Company Inc.,B13044 CLEAR SILVER SHIELD-IT ME,5000,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","4"" (101.6mm)","4"" (101.6mm)","5500 psi","Silver"
-,-,2071-B13048-ND,B13048,Botron Company Inc.,B13048 CLEAR SILVER SHIELD-IT ME,5000,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","8"" (203.2mm)","4"" (101.6mm)","5500 psi","Silver"
-,-,2071-B13068-ND,B13068,Botron Company Inc.,B13068 CLEAR SILVER SHIELD-IT ME,4900,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","8"" (203.2mm)","6"" (152.4mm)","5500 psi","Silver"
-,-,2071-B12046-ND,B12046,Botron Company Inc.,B12046 CLEAR SILVER SHIELD-IT ME,4895,0,"0.10000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","6"" (152.4mm)","4"" (101.6mm)","5500 psi","Silver"
-,-,2071-B13033-ND,B13033,Botron Company Inc.,B13033 CLEAR SILVER SHIELD-IT ME,4600,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","3"" (76.2mm)","3"" (76.2mm)","5500 psi","Silver"
-,-,2071-B13046-ND,B13046,Botron Company Inc.,B13046 CLEAR SILVER SHIELD-IT ME,4500,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","6"" (152.4mm)","4"" (101.6mm)","5500 psi","Silver"
-,-,2071-B13510-ND,B13510,Botron Company Inc.,B13510 CLEAR SILVER SHIELD-IT ME,4500,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","10"" (254mm)","5"" (127mm)","5500 psi","Silver"
-,-,2071-B13058-ND,B13058,Botron Company Inc.,B13058 CLEAR SILVER SHIELD-IT ME,4000,0,"0.10000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","8"" (203.2mm)","5"" (127mm)","5500 psi","Silver"
-,-,2071-B12035-ND,B12035,Botron Company Inc.,B12035 CLEAR SILVER SHIELD-IT ME,2600,0,"0.10000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","5"" (127mm)","3"" (76.2mm)","5500 psi","Silver"
-,-,2071-B13610-ND,B13610,Botron Company Inc.,B13610 CLEAR SILVER SHIELD-IT ME,5000,0,"0.11000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","10"" (254mm)","6"" (152.4mm)","5500 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1900-1910_Series.pdf,//media.digikey.com/photos/3M%20Photos/1900%20GROUP.jpg,SCP157-ND,19058,SCS,SHIELDING BAG 5X8 METALIN 1=1EA,10273,0,"0.14000","0","1","1900","Obsolete","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","5"" (127mm)","5100 psi","Silver"
-,-,2071-B12048-ND,B12048,Botron Company Inc.,B12048 CLEAR SILVER SHIELD-IT ME,4900,0,"0.14000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","8"" (203.2mm)","4"" (101.6mm)","5500 psi","Silver"
-,-,2071-B12058-ND,B12058,Botron Company Inc.,B12058 CLEAR SILVER SHIELD-IT ME,5000,0,"0.15000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","8"" (203.2mm)","5"" (127mm)","5500 psi","Silver"
-,-,2071-B12068-ND,B12068,Botron Company Inc.,B12068 CLEAR SILVER SHIELD-IT ME,4900,0,"0.15000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","8"" (203.2mm)","6"" (152.4mm)","5500 psi","Silver"
-,-,2071-B13810-ND,B13810,Botron Company Inc.,B13810 CLEAR SILVER SHIELD-IT ME,4850,0,"0.15000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","10"" (254mm)","8"" (203.2mm)","5500 psi","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP695-ND,81758,SCS,STAT SHLD BAG MTL IN 5X8 1=1EA,1500,0,"0.15000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","5"" (127mm)","4600 psi","Silver"
-,-,2071-B13812-ND,B13812,Botron Company Inc.,B13812 CLEAR SILVER SHIELD-IT ME,4600,0,"0.16000","0","1","B13000","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","12"" (304.8mm)","8"" (203.2mm)","5500 psi","Silver"
-,-,2071-B12510-ND,B12510,Botron Company Inc.,B12510 CLEAR SILVER SHIELD-IT ME,5000,0,"0.18000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","10"" (254mm)","5"" (127mm)","5500 psi","Silver"
-,-,2071-B12610-ND,B12610,Botron Company Inc.,B12610 CLEAR SILVER SHIELD-IT ME,5000,0,"0.19000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","10"" (254mm)","6"" (152.4mm)","5500 psi","Silver"
-,-,2071-B13912-ND,B13912,Botron Company Inc.,B13912 CLEAR SILVER SHIELD-IT ME,5000,0,"0.19000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","12"" (304.8mm)","9"" (228.6mm)","5500 psi","Silver"
-,-,2071-B13715-ND,B13715,Botron Company Inc.,B13715 CLEAR SILVER SHIELD-IT ME,5000,0,"0.20000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","15"" (381mm)","7"" (177.8mm)","5500 psi","Silver"
-,-,2071-B131012-ND,B131012,Botron Company Inc.,B131012 CLEAR SILVER SHIELD-IT M,4475,0,"0.20000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","12"" (304.8mm)","10"" (254mm)","5500 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,D2746-ND,D2746,SCS,BAG MOISTURE BARRIER 4""X6"" 1=1EA,3600,0,"0.20000","0","1","Dri-Shield 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","6"" (152.4mm)","4"" (101.6mm)","6550 psi","Silver"
-,-,2071-B131014-ND,B131014,Botron Company Inc.,B131014 CLEAR SILVER SHIELD-IT M,4690,0,"0.24000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","14"" (355.6mm)","10"" (254mm)","5500 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100426.JPG,100426-ND,100426,SCS,BAG STAT SHD METALIN 4""X26""1=1EA,2974,0,"0.24000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","26"" (660.4mm)","4"" (101.6mm)","4600 psi","Silver"
-,-,2071-B13430-ND,B13430,Botron Company Inc.,B13430 CLEAR SILVER SHIELD-IT ME,5000,0,"0.25000","0","1","B13035","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","30"" (762mm)","4"" (101.6mm)","-","Silver"
-,-,2071-B131115-ND,B131115,Botron Company Inc.,B131115 CLEAR SILVER SHIELD-IT M,5000,0,"0.27000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","15"" (381mm)","11"" (279.4mm)","5500 psi","Silver"
-,-,2071-B12812-ND,B12812,Botron Company Inc.,B12812 CLEAR SILVER SHIELD-IT ME,5000,0,"0.28000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","12"" (304.8mm)","8"" (203.2mm)","5500 psi","Silver"
-,-,2071-B12715-ND,B12715,Botron Company Inc.,B12715 CLEAR SILVER SHIELD-IT ME,4950,0,"0.33000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","15"" (381mm)","7"" (177.8mm)","5500 psi","Silver"
-,-,2071-B121012-ND,B121012,Botron Company Inc.,B121012 CLEAR SILVER SHIELD-IT M,5000,0,"0.34000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","12"" (304.8mm)","10"" (254mm)","5500 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_1000-Series.jpg,100718-ND,100718,SCS,BAG STATIC SHLD MTL IN 18""X7"",2500,0,"0.34000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","7"" (177.8mm)","4600 psi","Silver"
-,-,2071-B131024-ND,B131024,Botron Company Inc.,B131024 CLEAR SILVER SHIELD-IT M,5000,0,"0.41000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","24"" (609.6mm)","10"" (254mm)","5500 psi","Silver"
-,-,2071-B131518-ND,B131518,Botron Company Inc.,B131518 CLEAR SILVER SHIELD-IT M,4850,0,"0.43000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","18"" (457.2mm)","15"" (381mm)","5500 psi","Silver"
-,-,2071-B131030-ND,B131030,Botron Company Inc.,B131030 CLEAR SILVER SHIELD-IT M,5000,0,"0.51000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","30"" (762mm)","10"" (254mm)","5500 psi","Silver"
-,-,2071-B131818-ND,B131818,Botron Company Inc.,B131818 CLEAR SILVER SHIELD-IT M,5000,0,"0.54000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","18"" (457.2mm)","18"" (457.2mm)","5500 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001026.JPG,1001026-ND,1001026,SCS,STAT BAG MET-IN 10""X26""OPN 1=1EA,9590,0,"0.58000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","26"" (660.4mm)","10"" (254mm)","4600 psi","Silver"
-,-,2071-B131624-ND,B131624,Botron Company Inc.,B131624 CLEAR SILVER SHIELD-IT M,4990,0,"0.59000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","24"" (609.6mm)","16"" (406.4mm)","5500 psi","Silver"
-,-,2071-B131824-ND,B131824,Botron Company Inc.,B131824 CLEAR SILVER SHIELD-IT M,4900,0,"0.70000","0","1","B13000","Active","Static Shielding Bag","In","<50nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","24"" (609.6mm)","18"" (457.2mm)","5500 psi","Silver"
-,-,2071-B121030-ND,B121030,Botron Company Inc.,B121030 CLEAR SILVER SHIELD-IT M,5000,0,"0.75000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","30"" (762mm)","10"" (254mm)","5500 psi","Silver"
-,-,2071-B121818-ND,B121818,Botron Company Inc.,B121818 CLEAR SILVER SHIELD-IT M,5000,0,"0.78000","0","1","B12000","Active","Static Shielding Bag","In","<50nJ","Zip Lock","3.0 mil (76.2 microns)","18"" (457.2mm)","18"" (457.2mm)","5500 psi","Silver"
http://documents.protektivepak.com/PDF/48770.pdf,-,48771D-ND,48771,Desco,BG STTSHLD ZP 4X6"" 100EA,400,0,"22.08000","0","1","Statshield®","Active","Static Shielding Bag","Out","<20nJ","Zip Lock","3.0 mil (76.2 microns)","6"" (152.4mm)","4"" (101.6mm)","9000 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP363-ND,D271012,SCS,BAG 10X12"" MOIST BARRIER 1=1EA,286,0,"0.71000","0","1","Dri-Shield 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","12"" (304.8mm)","10"" (254mm)","6550 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP376-ND,D271020,SCS,BAG 10X20"" MOIST BARRIER 1=1EA,915,0,"1.10000","0","1","Dri-Shield 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","20"" (508mm)","10"" (254mm)","6550 psi","Silver"
http://documents.staticcontrol.com/pdf/SCS_Bag_Storage.pdf,//media.digikey.com/Photos/3M%20Photos/2126R%2024%5E%20X%20125%5E.JPG,SCP432-ND,2126R 24X125,SCS,WRAP SHIELD CUSHIONED 2X125 FT,22,0,"278.83000","0","1","2126R","Active","Static Shielding Wrap (Cushioned)","Out","-","User Defined - Clips, Heat Seal, Tape","125.0 mil (3175 microns)","125' (38.1m)","24"" (609.6mm)","34 lbs (15.4 kg)","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1300_Series.pdf,//media.digikey.com/Photos/SCS/MFG_1300-SERIES.jpg,SCP593-ND,130068,SCS,BAG STATIC SHLD MTLIN 8""X6""1=1EA,559,0,"0.11000","0","1","1300","Active","Static Shielding Bag","In","<20nJ","User Defined - Clips, Heat Seal, Tape","3.2 mil (81.28 microns)","8"" (203.2mm)","6"" (152.4mm)","8100 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/30033.JPG,SCP404-ND,30033,SCS,BAG 3X3"" ZIP STATIC SHIELD 1=1EA,362,0,"0.11000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","3"" (76.2mm)","3"" (76.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13880.pdf,//media.digikey.com/Photos/Desco%20Photos/13880.JPG,16-1394-ND,13880,Desco,BAG DISS CLEAR ZIP 4X6,515,0,"0.15000","0","1","Statfree®","Active","Static Dissipative Bag","None","-","Zip Lock","3.5 mil (88.9 microns)","6"" (152.4mm)","4"" (101.6mm)","5300 psi","Clear"
http://documents.desco.com/PDF/49100.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_491xx.jpg,16-1553-ND,49112,Desco,BAG PINK POLY 4MIL 10X14 NO ZIP,606,0,"0.16000","0","1","-","Active","Static Dissipative Bag","None","-","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","14"" (355.6mm)","10"" (254mm)","-","Pink"
http://documents.desco.com/PDF/13405.pdf,//media.digikey.com/photos/Desco%20Photos/134XX%20SERIES.jpg,16-1254-ND,13466,Desco,BAG SHIELD METAL-IN 8X16,500,0,"0.28000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","16"" (406.4mm)","8"" (203.2mm)","-","Silver"
http://documents.desco.com/PDF/13880.pdf,//media.digikey.com/Photos/Desco%20Photos/13880.JPG,16-1534-ND,13882,Desco,BAG DISS CLEAR ZIP 8X10,298,0,"0.36000","0","1","Statfree®","Active","Static Dissipative Bag","None","-","Zip Lock","3.5 mil (88.9 microns)","10"" (254mm)","8"" (203.2mm)","5300 psi","Clear"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/3001115.JPG,SCP389-ND,3001115,SCS,BAG 11X15"" ZIP STATIC SHLD 1=1EA,976,0,"0.48000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","15"" (381mm)","11"" (279.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_D341030.jpg,SCP513-ND,D341012,SCS,BAG 10X12"" MOIST BARRIER 1=1EA,934,0,"0.58000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","12"" (304.8mm)","10"" (254mm)","6000 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001620.JPG,SCP395-ND,1001620,SCS,BAG 16X20"" STATIC SHIELD 1=1EA,155,0,"0.66000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","20"" (508mm)","16"" (406.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001824.JPG,SCP371-ND,1001824,SCS,BAG 18X24"" STATIC SHIELD 1=1EA,814,0,"0.79000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","18"" (457.2mm)","4600 psi","Silver"
